maximum_single_name_weight,hhi,effective_number_of_holdings,top_1_concentration,top_3_concentration,top_5_concentration
0.0499999999999999,0.0499999999999998,20.000000000000078,0.0499999999999999,0.1499999999999997,0.2499999999999995
