portfolio_expected_total_return,portfolio_expected_dividend_yield,portfolio_expected_volatility,portfolio_var_5,portfolio_var_1,portfolio_cvar_5,portfolio_cvar_1,portfolio_expected_shortfall_5,portfolio_expected_shortfall_1,portfolio_max_drawdown_proxy,portfolio_drawdown_probability,portfolio_dividend_cut_risk,portfolio_tail_risk_score,portfolio_skewness_risk_score,portfolio_forecast_uncertainty_score,portfolio_liquidity_risk_score,portfolio_regime_risk_score,portfolio_narrative_risk_score,portfolio_alt_data_risk_score,HHI,effective_number_of_holdings,max_single_name_weight,max_sector_weight,max_country_weight,max_region_weight,max_currency_weight,selected_portfolio_source,expected_volatility,var_5,cvar_5,expected_shortfall_5,maximum_drawdown_proxy,dividend_cut_risk,liquidity_risk,concentration
0.3424692562741496,0.046155,0.115456098997563,-0.0037564494781304,-0.0537564494781304,-0.0707964355986662,-0.1207964355986662,-0.0707964355986662,-0.1207964355986662,-0.0707964355986662,0.2907713086281331,0.2723955310387996,10.286658588911726,48.21798728225842,32.631484535806386,36.85092724679031,32.91021250643494,82.96490785464131,44.15833333333333,0.05,20.0,0.05,0.25,0.3,0.3,0.35,explicit_final_portfolio,0.115456098997563,-0.0037564494781304,-0.0707964355986662,-0.0707964355986662,-0.0707964355986662,0.2723955310387996,36.85092724679031,0.05
