recommendation,current_weight,target_weight,weight_change
Hold,0.0,0.6999999999999986,0.6999999999999986
Watchlist,0.10951080208592004,0.2499999999999995,0.14048919791407946
Buy,0.0,0.0499999999999999,0.0499999999999999
,0.89048919791408,0.0,-0.89048919791408
