model_run_id,as_of_date,decision_readiness_status,current_nav_usd,selected_portfolio_source,recommended_positions,top_recommendation,dominant_regime,wolf_chaos_index,worst_stress_scenario,worst_stress_loss,drl_status,number_of_hard_constraint_breaches,maximum_single_name_weight,hhi,effective_number_of_holdings,top_actions,expected_total_return_12m,expected_dividend_yield,p5_return_12m,p50_return_12m,p95_return_12m,portfolio_var_5,portfolio_cvar_5,portfolio_expected_shortfall_5,portfolio_expected_total_return
41b0abc0-f68e-404f-be1c-8cbb7310a901,2026-08-14,READY,80540.0,explicit_final_portfolio,20,000333.SHE,steady_state_low_chaos,48.5223673775244,crisis_high_chaos,-0.006,baseline_optimiser,0,0.0499999999999999,0.049999999999999795,20.00000000000008,"('Sell', 'Avoid / Exit', 'Reduce', 'Buy', 'Buy')",0.3424692562741496,0.046154999999999995,-2.18227315283994,-0.25,1.2947680934872154,-0.0037564494781304,-0.0707964355986662,-0.0707964355986662,0.3424692562741496
