cycle_id,as_of_date,recorded_at,production_run_id,model_version,selected_source,governance_status,selected_portfolio_hash,evaluation_due_date,evaluation_status,prospective_eligible,prior_cycle_id,selected_weight_l1_change,selected_name_overlap,estimated_turnover,estimated_cost_fraction,evaluated_at,active_return_vs_equal_weight,realised_slippage_bps,notes,portfolio_bundle_hash
shadow-2026-08-14,2026-08-14,2026-08-14 09:52:44.724265,,1bf8904c70c3fcb436525cafe548d19637b724c4,baseline_optimiser,CONDITIONALLY_APPROVED,391c95552bb44622d2084a6ce987b11e8fb17952517eebd05fe78429f578fdc8,2026-09-14,pending,False,,2.0,0.0,1.0,0.00175,,,,Outcomes remain unavailable until the evaluation due date.,c1045ce1aaea8acf3b2a61d7c316e4c2a67e9bbfc0fcadbcac3fe8c4351dc4c6
