date,period_start,strategy,strategy_label,gross_return,pre_bank_fee_return,net_return,turnover,transaction_cost_usd,transaction_cost_return,bank_fee_usd,bank_fee_return,bank_fee_assessment_aum_usd,total_cost_usd,gross_value_usd,pre_bank_fee_value_usd,net_value_usd,live_weight,available_target_weight,cash_weight,unfilled_target_weight,holding_count,maximum_adv_participation,liquidity_breaches,initial_capital_usd,capital_source,evidence_type
2012-09-30,2012-08-31,current_portfolio,Current Portfolio,0.014250733307102985,0.014232445904979851,0.014232445904979851,0.003601715668216574,22649.33595486427,1.803045491853243e-05,0.0,0.0,0.0,22649.33595486427,1340197393.0555518,1322795545.3115213,1274049462.8349261,1.0,0.9999999999999998,0.0,0.14655120799571222,8,0.050000000000000225,6,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2012-10-31,2012-09-30,current_portfolio,Current Portfolio,0.03070500966305098,0.030702817230078727,0.030702817230078727,0.00047428826742297765,2710.055762086842,2.12711973996411e-06,0.0,0.0,0.0,2710.055762086842,1381348166.9597182,1363409095.1719832,1313166370.6344268,1.0,0.9999999999999998,0.0,0.14660652419909675,8,0.05000000000000078,6,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2012-11-30,2012-10-31,current_portfolio,Current Portfolio,0.05221633666109593,0.05221446193207102,0.05221446193207102,0.00039859688906563814,2339.6625044588372,1.7816954171073403e-06,0.0,0.0,0.0,2339.6625044588372,1453477107.8918746,1434598767.46968,1381732646.104394,0.9999999999999999,0.9999999999999998,1.1102230246251565e-16,0.15760430458210875,8,0.050000000000000294,7,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2012-12-31,2012-11-30,current_portfolio,Current Portfolio,0.02845785821431998,0.028436739509035247,0.02586564766026278,0.00410090409258206,28372.970562025737,2.0534341894591147e-05,3552561.5435819863,0.0025,1421024617.4327946,3580934.5141440122,1494839953.3460214,1475394078.9201984,1417472055.8892126,1.0,0.9999999999999998,0.0,0.15462428751480267,8,0.04999999999999998,7,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2013-01-31,2012-12-31,current_portfolio,Current Portfolio,0.1055542835705581,0.10553792692228536,0.10553792692228536,0.003187393838182756,20971.463997147395,1.4794975258959527e-05,0.0,0.0,0.0,20971.463997147395,1652626713.674107,1631104111.4028509,1567069118.1380298,1.0,0.9999999999999998,0.0,0.16028404977663785,8,0.050000000000000294,6,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2013-02-28,2013-01-31,current_portfolio,Current Portfolio,-0.01293063002410998,-0.012949940347139366,-0.012949940347139366,0.004072470256267955,30657.025535493645,1.9563288677349412e-05,0.0,0.0,0.0,30657.025535493645,1631257209.0716264,1609981410.46021,1546775666.5382981,1.0,0.9999999999999998,0.0,0.17778456982190988,8,0.049999999999999954,7,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2013-03-31,2013-02-28,current_portfolio,Current Portfolio,0.015623473139080853,0.01560594436710061,0.01560594436710061,0.0035952000239646894,26695.99382087205,1.7259124511971404e-05,0.0,0.0,0.0,26695.99382087205,1656743112.2604887,1635106690.7839184,1570914561.5386798,1.0,0.9999999999999998,0.0,0.16826414547966587,8,0.050000000000000405,7,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2013-04-30,2013-03-31,current_portfolio,Current Portfolio,0.024999975042508744,0.024995450868203317,0.024995450868203317,0.0009602244800965692,6933.747774113946,4.413828698183609e-06,0.0,0.0,0.0,6933.747774113946,1698161648.7188492,1675976919.7376783,1610180279.2797651,1.0,0.9999999999999998,0.0,0.16003967874182956,8,0.04999999999999982,7,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2013-05-31,2013-04-30,current_portfolio,Current Portfolio,0.009334186481192394,0.009317065611226916,0.009317065611226916,0.003505554582229035,27312.74492809644,1.696253846824745e-05,0.0,0.0,0.0,27312.74492809644,1714012606.2232,1691592106.6617763,1625182434.5877185,0.9999999999999999,0.9999999999999998,1.1102230246251565e-16,0.1360179466280455,8,0.05000000000000011,5,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2013-06-30,2013-05-31,current_portfolio,Current Portfolio,-0.041255596676620654,-0.04127177646257685,-0.04127177646257685,0.003472796196641918,27426.604880620136,1.6876016068668503e-05,0.0,0.0,0.0,27426.604880620136,1643299993.4422123,1621777095.369772,1558108268.4365077,1.0,0.9999999999999998,0.0,0.15731639663532337,8,0.05000000000000018,7,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2013-07-31,2013-06-30,current_portfolio,Current Portfolio,0.060474053694137005,0.06044998991730921,0.06044998991730921,0.00459340001974301,35355.857613477456,2.2691528136844743e-05,0.0,0.0,0.0,35355.857613477456,1742677005.4812117,1719813504.4329977,1652295897.5535707,0.9999999999999999,0.9999999999999998,1.1102230246251565e-16,0.1449071132974544,8,0.05000000000000012,7,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2013-08-31,2013-07-31,current_portfolio,Current Portfolio,-0.017925043317786618,-0.017942614667920687,-0.017942614667920687,0.003739363022662746,29562.987573845458,1.7892066195659706e-05,0.0,0.0,0.0,29562.987573845458,1711439444.6690502,1688955553.42227,1622649388.9463809,1.0,0.9999999999999998,0.0,0.1587045443843456,8,0.050000000000000294,7,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2013-09-30,2013-08-31,current_portfolio,Current Portfolio,0.06554877958446814,0.06553421348194255,0.06553421348194255,0.0029211102426660984,22181.69436780275,1.3670047589396853e-05,0.0,0.0,0.0,22181.69436780275,1823622211.5998266,1799639927.2217574,1728988440.4079366,1.0,0.9999999999999998,0.0,0.15842060106763375,8,0.05000000000000009,7,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2013-10-31,2013-09-30,current_portfolio,Current Portfolio,0.037658719681322506,0.03764243954501234,0.03764243954501234,0.0033457686661426244,27126.613938281058,1.5689297455268595e-05,0.0,0.0,0.0,27126.613938281058,1892297489.271098,1867382764.3849928,1794071783.2500174,1.0,0.9999999999999998,0.0,0.1579344543439254,8,0.05000000000000026,7,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2013-11-30,2013-10-31,current_portfolio,Current Portfolio,0.004438706218194956,0.004421067064665829,0.004421067064665829,0.003716317439925296,31506.06147592148,1.756120450144267e-05,0.0,0.0,0.0,31506.06147592148,1900696841.9034002,1875638588.82174,1802003494.9225903,1.0,0.9999999999999998,0.0,0.1623564795765121,8,0.050000000000000475,7,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2013-12-31,2013-11-30,current_portfolio,Current Portfolio,0.026504575765631703,0.026483049638421408,0.023916842014325423,0.004366038272992156,37788.58602384052,2.097031783252109e-05,4624315.107318086,0.0025,1849726042.9272342,4662103.693341926,1951074005.3571258,1925311218.6732447,1845101727.819916,1.0,0.9999999999999998,0.0,0.1564660828000928,8,0.05000000000000037,7,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2014-01-31,2013-12-31,current_portfolio,Current Portfolio,-0.07066509075874282,-0.07066932629894962,-0.07066932629894962,0.0010096592174067415,8409.24243353111,4.557603684793612e-06,0.0,0.0,0.0,8409.24243353111,1813201183.6915405,1789250771.933797,1714709631.7618546,1.0,0.9999999999999998,0.0,0.15639951018344264,8,0.04999999999999981,6,186060522.0,current_portfolio_nav,retrospective_holdings_replay
2014-02-28,2014-01-31,current_portfolio,Current Portfolio,0.03159528866685791,0.03158949647924936,0.03158949647924936,0.001239640886510662,9627.729004362605,5.614786798899687e-06,0.0,0.0,0.0,9627.729004362605,1870489798.5013633,1845772302.8942938,1768876445.6373308,1.0,0.9999999999999998,0.0,0.14090595119416988,8,0.05000000000000003,7,186060522.0,current_portfolio_nav,retrospective_holdings_replay
