start_date,end_date,observations,raw_trial_count,unique_trial_count,duplicate_paths_removed,bootstrap_samples,block_months,global_reality_check_p_value,global_reality_check_significant,cscv_slices,cscv_splits,probability_of_backtest_overfitting,median_oos_percentile_of_is_winner,median_is_oos_rank_correlation,median_selected_is_information_ratio,median_selected_oos_information_ratio,selected_information_ratio_haircut,selection_overfit_risk,alpha_evidence_status,deployable_alpha_status
2016-08-31,2026-07-31,120,13,12,drl_baseline=final_portfolio,5000,12,0.003599280143971206,True,12,924,0.28679653679653677,0.7916666666666666,0.12937062937062938,1.1809684590739293,0.7210363187691842,0.3894533649657388,MODERATE,RETROSPECTIVE_ONLY,NOT_ESTABLISHED
