strategy,observations,annualised_return,annualised_volatility,sharpe,sortino,maximum_drawdown,expected_shortfall,positive_period_ratio,worst_period,best_period,gross_annualised_return,annualised_cost_drag,annualised_turnover,total_transaction_cost,mean_net_return_ci_lower,mean_net_return_ci_upper,status,evidence_mode
wolf_cvar,60,0.1366090277173124,0.117646553236871,1.1611817257600574,2.572311312382762,-0.1371930106499825,0.0501223636673842,0.6333333333333333,-0.0642633959647969,0.114527856157263,0.1601362550476461,0.0235272273303337,2.106097008528397,0.1032923588742181,0.0039953439515963,0.0156257539803967,WARNING,reconstructed_pit_proxy
equal_weight_eligible,60,0.1484170643851183,0.133509848130698,1.111656304483449,2.3569131889062542,-0.1782953772923192,0.0597989401314966,0.6333333333333333,-0.0639163820927352,0.1296048576721494,0.1561007982650626,0.0076837338799442,1.0662429515082985,0.0337427753367896,0.0031785069571583,0.0191650838073598,,reconstructed_pit_proxy
cap_weight_eligible,60,0.0993702776786706,0.1109782200230471,0.8954034193198824,1.6941032339279167,-0.1503054556960604,0.0548524543048118,0.5833333333333334,-0.0617198874321983,0.1093877304370141,0.1062289845476316,0.0068587068689609,1.1532759992001311,0.0311778528079129,0.0010054717652634,0.0139159167808895,,reconstructed_pit_proxy
