strategy,year,return
optimised_score_weighted,2025,0.18607189203787744
optimised_score_weighted,2026,0.09271941559814056
final_portfolio,1997,0.10670498663177463
final_portfolio,1998,0.13016983176048647
final_portfolio,1999,0.06818280728671855
final_portfolio,2000,0.05378104423710295
final_portfolio,2001,-0.06977370434016417
final_portfolio,2002,-0.08846064739201465
final_portfolio,2003,0.16232318718570138
final_portfolio,2004,0.10956595275050574
final_portfolio,2005,0.1347748540070175
final_portfolio,2006,0.47373975298835314
final_portfolio,2007,0.19263665512144312
final_portfolio,2008,-0.19093079733702578
final_portfolio,2009,0.296198916802771
final_portfolio,2010,0.039559932380863305
final_portfolio,2011,-0.028842784055778226
final_portfolio,2012,0.15608863212476787
final_portfolio,2013,0.21706928428738004
final_portfolio,2014,0.14805345371775758
final_portfolio,2015,0.041039428978329795
final_portfolio,2016,0.017380397629302546
final_portfolio,2017,0.28024563899536625
final_portfolio,2018,-0.076692639177938
final_portfolio,2019,0.18850221163491154
final_portfolio,2020,0.03031221915604876
final_portfolio,2021,0.05714370650022649
final_portfolio,2022,-0.05313882941319881
final_portfolio,2023,0.07335131981756904
final_portfolio,2024,0.16124249384620537
final_portfolio,2025,0.17839517581305753
final_portfolio,2026,0.1006291482275723
drl_baseline,1997,0.10670498663177463
drl_baseline,1998,0.13016983176048647
drl_baseline,1999,0.06818280728671855
drl_baseline,2000,0.05378104423710295
drl_baseline,2001,-0.06977370434016417
drl_baseline,2002,-0.08846064739201454
drl_baseline,2003,0.16232318718570138
drl_baseline,2004,0.10956595275050574
drl_baseline,2005,0.1347748540070175
drl_baseline,2006,0.4737397529883529
drl_baseline,2007,0.19263665512144312
drl_baseline,2008,-0.19093079733702578
drl_baseline,2009,0.29619891680277033
drl_baseline,2010,0.039559932380863305
drl_baseline,2011,-0.028842784055778226
drl_baseline,2012,0.15608863212476787
drl_baseline,2013,0.2170692842873796
drl_baseline,2014,0.1480534537177578
drl_baseline,2015,0.041039428978329795
drl_baseline,2016,0.017380397629302546
drl_baseline,2017,0.28024563899536625
drl_baseline,2018,-0.076692639177938
drl_baseline,2019,0.18850221163491154
drl_baseline,2020,0.03031221915604876
drl_baseline,2021,0.05714370650022649
drl_baseline,2022,-0.05313882941319881
drl_baseline,2023,0.0733513198175686
drl_baseline,2024,0.16124249384620537
drl_baseline,2025,0.1783951758130573
drl_baseline,2026,0.1006291482275723
drl_challenger_raw,1997,0.1081605399552561
drl_challenger_raw,1998,0.12443980803862109
drl_challenger_raw,1999,0.06485925538174708
drl_challenger_raw,2000,0.05869707952163328
drl_challenger_raw,2001,-0.06215269208855978
drl_challenger_raw,2002,-0.08081999177489407
drl_challenger_raw,2003,0.15378291978528513
drl_challenger_raw,2004,0.101840638562819
drl_challenger_raw,2005,0.1254404159956417
drl_challenger_raw,2006,0.43972413451334935
drl_challenger_raw,2007,0.18584271359602011
drl_challenger_raw,2008,-0.1899916618152352
drl_challenger_raw,2009,0.2929965212520882
drl_challenger_raw,2010,0.03788111616507628
drl_challenger_raw,2011,-0.025581154662569494
drl_challenger_raw,2012,0.1476179745034749
drl_challenger_raw,2013,0.19770376393197497
drl_challenger_raw,2014,0.15113891630135035
drl_challenger_raw,2015,0.042195767592424493
drl_challenger_raw,2016,0.018504281520899113
drl_challenger_raw,2017,0.26564927245916947
drl_challenger_raw,2018,-0.07420123232457854
drl_challenger_raw,2019,0.18371156450500914
drl_challenger_raw,2020,0.02819613084837136
drl_challenger_raw,2021,0.0570767217643704
drl_challenger_raw,2022,-0.04430291978572054
drl_challenger_raw,2023,0.07147221848261531
drl_challenger_raw,2024,0.16225651378822703
drl_challenger_raw,2025,0.17208674827146475
drl_challenger_raw,2026,0.09792403876742917
trend_risk_controlled_indices,1997,0.04362551235305201
trend_risk_controlled_indices,1998,0.11675053372472721
trend_risk_controlled_indices,1999,0.14895923086642693
trend_risk_controlled_indices,2000,-0.0023112858556747495
trend_risk_controlled_indices,2001,-0.013725142318607109
trend_risk_controlled_indices,2002,0.01347004238953109
trend_risk_controlled_indices,2003,0.06970582989534524
trend_risk_controlled_indices,2004,0.07278047039223279
trend_risk_controlled_indices,2005,0.0522503339850422
trend_risk_controlled_indices,2006,0.31921931343582854
trend_risk_controlled_indices,2007,0.2132111381088877
trend_risk_controlled_indices,2008,-0.14110984330753906
trend_risk_controlled_indices,2009,0.021134566026842938
trend_risk_controlled_indices,2010,0.012479024301514485
trend_risk_controlled_indices,2011,-0.06576620075278283
trend_risk_controlled_indices,2012,0.048108557476466585
trend_risk_controlled_indices,2013,0.09571807869719229
trend_risk_controlled_indices,2014,0.11059501408264016
trend_risk_controlled_indices,2015,0.011246703900211097
trend_risk_controlled_indices,2016,-0.07834900455135474
trend_risk_controlled_indices,2017,0.1757832555724026
trend_risk_controlled_indices,2018,-0.10601361194198933
trend_risk_controlled_indices,2019,0.05973505540211632
trend_risk_controlled_indices,2020,-0.05540223001857769
trend_risk_controlled_indices,2021,0.03478471873066824
trend_risk_controlled_indices,2022,-0.06985527167759542
trend_risk_controlled_indices,2023,0.06720773536665914
trend_risk_controlled_indices,2024,0.07087585720175626
trend_risk_controlled_indices,2025,0.1941580201172124
trend_risk_controlled_indices,2026,0.020052559792717473
