strategy,strategy_label,window,initial_capital_usd,capital_source,evidence_type,full_investment_start,start_date,end_date,observations,years,cumulative_return,cagr,annualised_arithmetic_return,annualised_volatility,sharpe,lo_adjusted_sharpe,sortino,maximum_drawdown,maximum_drawdown_duration_months,calmar,monthly_var_5_loss,monthly_expected_shortfall_5,skewness,pearson_kurtosis,positive_month_ratio,worst_month,best_month,ending_value_usd,pnl_usd,gross_cagr,pre_bank_fee_cagr,annualised_transaction_cost_drag,annualised_bank_fee_drag,annualised_cost_drag,total_transaction_cost_usd,total_bank_fee_usd,total_modeled_cost_usd,ending_value_before_bank_fee_usd,ending_value_bank_fee_drag_usd,annualised_turnover,average_live_weight,minimum_live_weight,liquidity_breach_count,maximum_adv_participation
optimised_cvar_constrained,CVaR-Constrained Optimiser,portfolio_investable_window,100000.0,fixed_research_capital,retrospective_holdings_replay,2013-09-30,2013-09-30,2026-07-31,155,12.916666666666666,2.2484234026507393,0.09550247974039117,0.09937743401213502,0.12588513141187646,0.6455034896607297,0.6925016516197448,1.0854523541348837,-0.2121145520927975,36,0.45024011223242244,0.049322434438720565,0.07093080463687267,0.03720564912288454,3.7405436855455734,0.6387096774193548,-0.08599833293110604,0.12477541727778285,324842.34026507393,224842.34026507393,0.0989192467038773,0.0982658359916817,0.0006534107121956012,0.0027633562512905385,0.0034167669634861397,4815.7949766415,20312.13531496277,25127.93029160427,335586.8031227711,10744.462857697159,0.27208855546093047,0.9412903225806452,0.7500000000000001,0,0.02169233778634909
optimised_dividend_income,Dividend-Income Optimiser,portfolio_investable_window,100000.0,fixed_research_capital,retrospective_holdings_replay,2006-10-31,2006-10-31,2026-07-31,238,19.833333333333332,8.453038374242375,0.11992380225276178,0.12991876736580066,0.18014434796960369,0.6356523290326959,0.5625383476200323,1.0274287073120643,-0.4588286826750396,35,0.26136945396174477,0.07555945204663259,0.10770660456501698,-0.10019755297026788,4.3914051517846,0.6176470588235294,-0.17981603368047194,0.18561373377988732,945303.8374242375,845303.8374242375,0.1235683334139055,0.12275424538382707,0.0008140880300784303,0.0028304431310652856,0.003644531161143716,11322.533772004888,41666.82995359206,52989.36372559695,993832.8178997806,48528.98047554307,0.3451598132571884,0.9674369747899157,0.6999999999999998,0,0.003014058611345889
optimised_mean_variance,Mean-Variance Optimiser,portfolio_investable_window,100000.0,fixed_research_capital,retrospective_holdings_replay,2010-02-28,2010-02-28,2026-07-31,198,16.5,3.648263902270595,0.09759435626894697,0.10191125779496747,0.13055533412380566,0.6698480580475088,0.7769983724720112,1.1180533738627323,-0.22370707915563137,35,0.436259579434459,0.05698995276341008,0.07269145648371944,-0.017151629831275828,3.4133869186068244,0.6111111111111112,-0.09074788669329426,0.124625839986086,464826.39022705954,364826.39022705954,0.10091380500233216,0.10026175862296682,0.0006520463793653342,0.0026674023540198544,0.0033194487333851885,5907.812473547401,24507.005254029347,30414.81772757675,483820.5458919143,18994.15566485474,0.28365312330481707,0.9194444444444445,0.7500000000000001,0,0.03292473384683882
optimised_regime_aware,Regime-Aware Optimiser,portfolio_investable_window,100000.0,fixed_research_capital,retrospective_holdings_replay,2006-10-31,2006-10-31,2026-07-31,238,19.833333333333332,6.942529137655802,0.11013571475796291,0.11764197831787138,0.16060958967792624,0.6368754906335165,0.6088768750674549,1.073548810732711,-0.39498620096405446,39,0.2788343351974105,0.06438702629295698,0.08830332756646309,0.150385205124668,3.8116469852254857,0.6218487394957983,-0.1180281256070711,0.17507014004030763,794252.9137655802,694252.9137655802,0.11365872934035193,0.11294141993367779,0.0007173094066741381,0.0028057051757148788,0.003523014582389017,9080.361169782464,36382.174345474996,45462.53551525746,835027.4061761888,40774.492410608684,0.3066728558501975,0.9497899159663866,0.7000000000000002,0,0.028100330974318015
optimised_risk_parity,Risk-Parity Optimiser,portfolio_investable_window,100000.0,fixed_research_capital,retrospective_holdings_replay,2010-08-31,2010-08-31,2026-07-31,192,16.0,3.7902403020442064,0.10286494131880608,0.10559215865262617,0.12123946126500637,0.7487037237804953,0.8402083243081846,1.2626709080754108,-0.23554486153871268,22,0.43671061489872426,0.05272076540039816,0.06909244188066035,-0.12386488813365724,3.3638391157964413,0.6354166666666666,-0.08616007566210315,0.11595682194615398,479024.0302044206,379024.0302044206,0.10619960887973656,0.10562901385343948,0.0005705950262970827,0.0027640725346333994,0.003334667560930482,7876.0270227936035,37606.82779330747,45482.85481610108,498598.34265355614,19574.312449135527,0.24535602711211618,0.9195312499999999,0.7500000000000001,0,0.0055780897480849955
optimised_score_weighted,Score-Weighted Optimiser,portfolio_investable_window,100000.0,fixed_research_capital,retrospective_holdings_replay,2006-10-31,2006-10-31,2026-07-31,238,19.833333333333332,7.5081276444494875,0.11399280640556819,0.11996794376366829,0.1527749363269977,0.6846331403053109,0.6658236036322549,1.1430196660933465,-0.3364369120590964,37,0.33882372094042085,0.06531740408968595,0.08291428750229675,0.025458054004635012,3.5591179783408258,0.634453781512605,-0.11336025916003634,0.15488318386715716,850812.7644449488,750812.7644449488,0.11749025036293026,0.11680825981463405,0.0006819905482962074,0.00281545340906586,0.0034974439573620675,7915.156781292803,33673.82471326376,41588.98149455657,894490.8649661494,43678.100521200686,0.3021602219693005,0.9497899159663866,0.7000000000000001,0,0.007982202473134215
final_portfolio,Final Resolved Portfolio,portfolio_investable_window,186060522.0,current_portfolio_nav,retrospective_holdings_replay,2014-08-31,2014-08-31,2026-07-31,144,12.0,1.714924612061651,0.08679212099693401,0.09105119750226635,0.12361894536000592,0.5792427201556462,0.6156360595364706,0.971362351110939,-0.20401055785906008,37,0.4254295557433553,0.049103185904176526,0.06740931217119032,0.0756513335949668,3.620009332144266,0.6111111111111112,-0.08346148855625857,0.11807586072024967,505140290.51083827,319079768.51083827,0.09063394100029254,0.08951591077386878,0.0011180302264237607,0.0027237897769347708,0.0038418200033585315,13637762.026049618,33466580.68490995,47104342.71095957,520543655.25443834,15403364.74360007,0.21780514525994493,0.926416635128661,0.7982294492509339,1007,0.050000000000010744
drl_baseline,DRL Baseline Portfolio,portfolio_investable_window,186060522.0,current_portfolio_nav,retrospective_holdings_replay,2014-08-31,2014-08-31,2026-07-31,144,12.0,1.7149246120616524,0.08679212099693401,0.09105119750226638,0.12361894536000606,0.5792427201556458,0.61563605953647,0.971362351110938,-0.20401055785906064,37,0.4254295557433541,0.04910318590417664,0.06740931217119042,0.07565133359496756,3.620009332144271,0.6111111111111112,-0.08346148855625868,0.11807586072024989,505140290.5108385,319079768.5108385,0.09063394100029254,0.08951591077386878,0.0011180302264237607,0.0027237897769347708,0.0038418200033585315,13637762.026049638,33466580.684909984,47104342.71095962,520543655.25443846,15403364.743599951,0.21780514525994493,0.9264166351286625,0.7982294492509348,1007,0.05000000000001079
drl_challenger_raw,DRL Raw Challenger,portfolio_investable_window,186060522.0,current_portfolio_nav,research_challenger_replay,2014-07-31,2014-07-31,2026-07-31,145,12.083333333333334,1.6815196836397566,0.08505616738016464,0.08871732857131204,0.11750514632819625,0.590636988434659,0.6262686101983296,0.9928149982092892,-0.19312313102825696,36,0.44042454638807393,0.046545536531063414,0.0642091825816982,0.06734836163740751,3.6290972295274657,0.6206896551724138,-0.07964739198614312,0.11246984139440253,498924952.091288,312864430.091288,0.08883556502523127,0.08775682832381815,0.0010787367014131188,0.00270066094365351,0.003779397645066629,12464374.076316405,31425759.136523813,43890133.212840214,514138791.02101016,15213838.92972219,0.2136399761241951,0.8830479258907347,0.747066227878797,939,0.0500000000000106
trend_risk_controlled_indices,Trend and Risk-Controlled Regional Indices,portfolio_investable_window,100000.0,fixed_research_capital,point_in_time_index_challenger,1998-01-31,1998-01-31,2026-07-31,343,28.583333333333332,2.4382260124877417,0.04415238899899632,0.04714486048107763,0.08750045265221436,0.30240332369185524,0.2945144717756387,0.4349504517002528,-0.2330235188312888,120,0.18947610619065047,0.03608621647767872,0.06156864008315778,-0.8041452267179914,7.251716494999468,0.6793002915451894,-0.12986809410708133,0.09821897386111833,343822.60124877415,243822.60124877418,0.048682881575659476,0.046715840178214174,0.0019670413974453016,0.002563451179217857,0.004530492576663159,12170.596541420486,15832.494690495867,28003.091231916354,368784.87388161704,24962.272632842883,1.30658761390377,0.5304640126060938,0.0,0,
