strategy,benchmark,observations,start_date,end_date,annualised_active_return,tracking_error,information_ratio,annualised_regression_alpha,beta,annualised_alpha_standard_error,newey_west_t_statistic,two_sided_p_value,sidak_per_comparison_alpha,positive_alpha_familywise_significant,minimum_required_months,primary_annualised_cost_drag,benchmark_annualised_cost_drag,incremental_annualised_cost_drag,alpha_evidence_verdict,evidence_mode,deployable_alpha_status
wolf_cvar,cap_weight_eligible,60,2021-08-31,2026-07-30,0.02665423018233571,0.06485653132777348,0.4109721817781146,0.053301134453089455,0.7429242133832428,0.025452100993254886,2.0941742478239775,0.036244460913502675,0.025320565519103666,False,60,0.0081742059454748,0.0075428002759663,0.0006314056695084997,NOT_SIGNIFICANT,reconstructed_pit_proxy,NOT_ESTABLISHED
wolf_cvar,equal_weight_eligible,60,2021-08-31,2026-07-30,-0.024393125528152797,0.09072751982766859,-0.26886137276193656,0.043824080213265934,0.5590390548784399,0.03184158000249818,1.3763161316061467,0.1687237807187283,0.025320565519103666,False,60,0.0081742059454748,0.0067764823283515,0.0013977236171232995,NOT_SIGNIFICANT,reconstructed_pit_proxy,NOT_ESTABLISHED
