as_of_date,dominant_regime,regime_confidence,regime_risk_score,regime_deterioration_probability,regime_stability_score,crisis_probability,steady_state_probability,inflation_probability,walking_on_ice_probability,low_chaos_probability,intermediate_chaos_probability,high_chaos_probability,wolf_chaos_index,top_regime_driver_1,top_regime_driver_2,top_regime_driver_3,factor_crisis_probability,factor_steady_state_probability,factor_inflation_probability,factor_walking_on_ice_probability,factor_factor_regime_confidence,chaos_cross_sectional_return_dispersion,chaos_average_pairwise_correlation,chaos_correlation_instability,chaos_largest_correlation_eigenvalue,chaos_effective_number_of_bets,chaos_market_breadth,chaos_volatility_of_volatility,chaos_drawdown_breadth,chaos_adjusted_return_fraction,chaos_wolf_chaos_index,chaos_low_chaos_probability,chaos_intermediate_chaos_probability,chaos_high_chaos_probability,chaos_chaos_regime_confidence,second_most_likely_regime,regime_probability_is_certain,change_from_previous_decision_date,regime_sensitive_holdings,sectors_helped_by_regime,sectors_hurt_by_regime,informational_drivers_available,transition_probabilities_available,portfolio_regime_suitability
2026-08-07,steady_state_low_chaos,0.900552025390551,20.59799267500918,0.3979895238534389,79.40200732499082,0.0973801988401717,0.900552025390551,0.0020667876512794,9.881179979041277e-07,0.15,0.7,0.15,45.98964155230607,risk_reframing_score,dividend_risk_news,narrative_instability_score,0.0973801988401717,0.900552025390551,0.0020667876512794,9.881179979041277e-07,0.900552025390551,0.0207358114956135,0.1052051546346413,0.0876332430480431,226.88630649757965,23.02541480994521,0.521126282181917,0.0039496900329275,0.4596608020288476,0.0,45.98964155230607,0.15,0.7,0.15,0.7,chaos:wolf_chaos_index,False,Unavailable,"AC.PA, ACA.PA, ADP.PA, AI.PA, AIR.PA",,,True,True,67.63739677620632
