model_run_id,as_of_date,decision_readiness_status,current_nav_usd,selected_portfolio_source,recommended_positions,top_recommendation,dominant_regime,wolf_chaos_index,worst_stress_scenario,worst_stress_loss,drl_status,number_of_hard_constraint_breaches,maximum_single_name_weight,hhi,effective_number_of_holdings,top_actions,expected_total_return_12m,expected_dividend_yield,p5_return_12m,p50_return_12m,p95_return_12m,portfolio_var_5,portfolio_cvar_5,portfolio_expected_shortfall_5,portfolio_expected_total_return
33d94fa4-0abb-4658-b94a-bc911b16a2a2,2026-08-07,READY,80540.0,explicit_final_portfolio,20,000333.SHE,steady_state_low_chaos,45.98964155230607,crisis_high_chaos,-0.006,baseline_optimiser,0,0.05,0.04999999999999998,20.000000000000007,"('Sell', 'Avoid / Exit', 'Reduce', 'Buy', 'Buy')",0.3473504198490807,0.043324999999999995,-2.1815148605046093,-0.25,1.2945488886433256,0.0136638135575122,-0.050996930305742,-0.050996930305742,0.3473504198490808
