baseline_portfolio_source,drl_challenger_source,accepted,final_selected_weights_source,blend_weight_drl,blend_weight_baseline,rejection_reasons
cvar_constrained,constrained_regime_gated_drl,False,baseline_optimiser,0.0,1.0,excessive_seed_instability;oos_active_return_not_statistically_positive;all_ppo_seeds_failed_validation_guard;insufficient_prospective_shadow_cycles
