security_id,ticker,issuer_id,company_name,country,region,sector,currency,industry,current_weight,current_market_value_usd,final_recommendation,final_recommendation_score,scorecard_score,portfolio_fit_score,regime_suitability_score,sentiment_alt_data_score,narrative_reframing_score,expected_total_return_12m,expected_dividend_return_12m,expected_volatility_12m,p5_return_12m,p50_return_12m,p95_return_12m,var_5_12m,cvar_5_12m,expected_shortfall_5_12m,dividend_cut_probability,large_drawdown_probability_12m,tail_risk_score,skewness_risk_score,forecast_uncertainty_score,liquidity_score,average_daily_value_usd,liquidity_observation_count,market_cap_usd,dividend_yield,free_cash_flow_yield,balance_sheet_strength_score,cashflow_quality_score,dividend_safety_score,regime_review_required_flag,regime_exclusion_flag,reframing_review_required_flag,reframing_exclusion_flag,alt_data_review_required_flag,alt_data_exclusion_flag,price_data_quality_score,price_data_exclusion_flag,sector_data_source,liquidity_data_source,market_cap_data_source,fundamentals_data_source,is_synthetic_data,is_synthetic_fundamentals,instrument_type,listing_status,risk_management_flags
O.US,O.US,NAME:realtyincomecorporation,Realty Income Corporation,United States,US,Real Estate,USD,REIT - Retail,0.0,0.0,Avoid,59.17202790186565,59.17202790186565,95.76747503566334,65.06396400462653,66.45416666666668,81.44223886264008,0.23959776429036334,0.0519,0.16565880643726177,-0.23496923629369815,0.23959776429036334,0.6221699275951013,-0.06449778264604822,-0.12247836489908984,-0.12247836489908984,0.6876391975426368,0.2620447672805458,17.49690927129855,67.26266070774342,30.377968721033373,84.80741797432239,372724472.8,60,59005157376.0,0.0519,0.0677017768895036,22.077856415773415,82.98522640451118,50.43749242813611,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_dividend_cut_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;
INDU-C.ST,INDU-C.ST,NAME:industrivardenabserc,Industrivarden AB ser. C,Sweden,EU ex-DACH,Financials,SEK,Asset Management,0.0,0.0,Avoid,59.16993390466141,59.16993390466141,78.6390668710172,48.65010434743253,52.77083333333333,90.2262276750101,0.35,0.015600000000000001,0.19417533169377751,-0.15443988725645674,0.35,0.7798180523190346,-0.001000471434418504,-0.06896183752724062,-0.06896183752724062,0.28694327539402376,0.286972198612554,9.85169107532009,48.562968514972894,33.11114421261393,37.660485021398,24177303.910971105,60,24499048145.19699,0.015600000000000001,0.03938728014423437,42.50713266761769,57.78576580774151,67.2049038008975,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;
600000.SHG,600000.SHG,NAME:shanghaipudongdevelopmentbankcoltd,Shanghai Pudong Development Bank Co Ltd,China,Mainland China,Financials,CNY,Banks - Regional,0.0,0.0,Hold,59.15296872363019,59.15296872363019,86.67887860720452,75.72408650118663,48.77083333333333,81.00001336983581,0.35,0.0452,0.2324514796127332,-0.2758713321406481,0.35,0.8726313058511063,-0.0724196574257831,-0.15377767529023972,-0.15377767529023972,0.28694327539402376,0.34497538038986364,21.968239327177105,55.25564333543169,40.7042154679379,65.9771754636234,118110860.87264988,60,45339179529.38394,0.0452,1.161358159900871,42.50713266761769,85.05897306821737,60.5872616153733,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;
603156.SHG,603156.SHG,NAME:hebeiyangyuanzhihuibeveragecoltd,Hebei Yangyuan ZhiHui Beverage Co Ltd,China,Mainland China,Consumer Staples,CNY,Beverages - Non-Alcoholic,0.0,0.0,Avoid,59.149438201813695,59.149438201813695,72.2886585891169,46.45177478431037,57.10416666666667,73.98492652868289,0.19893560447004063,0.0622,0.51638580505236,-1.4913431530741281,0.19893560447004063,1.4840190550323558,-0.7742852377786621,-0.955020269546988,-0.955020269546988,0.6627762542188752,0.4550840764696435,100.0,88.19765328135982,100,63.124108416547784,99430414.3165425,60,9006505607.18931,0.0622,0.03162378945900864,98.98321411550722,68.46538098798833,46.159340223360815,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
LGEN.LSE,LGEN.LSE,NAME:legalgeneralgroupplc,Legal & General Group PLC,United Kingdom,UK,Financials,GBX,Asset Management,0.0,0.0,Avoid,59.120529289642775,59.120529289642775,92.12789694880527,72.20157369143801,56.77083333333333,83.2973760420765,0.19561845920015902,0.07139999999999999,0.2152758953885458,-0.41189790349994054,0.19561845920015902,0.6902299687691689,-0.19838789734293305,-0.27373446072892405,-0.27373446072892405,0.5313877198384682,0.3054003129301632,39.104922961274866,63.85168256016712,39.060642006452106,58.91583452211127,83886295.37502995,60,22592423633.41055,0.07139999999999999,0.26887253930919286,42.50713266761769,68.05368387190589,62.06767131729389,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
PRU.LSE,PRU.LSE,NAME:prudentialplc,Prudential plc,United Kingdom,UK,Financials,GBX,Insurance - Life,0.0,0.0,Hold,59.114460474896006,59.114460474896006,75.4219411713445,62.916079806447755,51.14583333333333,90.2262276750101,0.3281871139681496,0.0192,0.2551419611756844,-0.34951685627799967,0.3281871139681496,0.9000709076186845,-0.13417896442834626,-0.22347865083983579,-0.22347865083983579,0.2593877198384682,0.3275291262689058,31.92552154854797,51.758853330022035,44.2867851628866,66.47646219686163,123750054.51713395,60,34004011651.622864,0.0192,0.0689918596674765,42.50713266761769,50.99264479472197,58.8003747475846,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;
COA.LSE,COA.LSE,NAME:coatsgroupplc,Coats Group PLC,United Kingdom,UK,Consumer Discretionary,GBX,Textile Manufacturing,0.0,0.0,Avoid,59.09356741825246,59.09356741825246,80.15782873591843,51.01613607429276,66.45416666666668,81.00001336983581,0.31764620215566153,0.029900000000000003,0.2776868729718387,-0.4293541388089096,0.31764620215566153,0.943688174946962,-0.18652254379353062,-0.28371294933367414,-0.28371294933367414,0.23945991271752137,0.3566430120038573,40.53042133338202,54.04511206985005,48.66215221189265,5.492154065620542,3772850.9782131165,60,2175496956.6259284,0.029900000000000003,0.08853149594780937,43.74881400586887,72.36925415341472,66.87308493205308,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,liquidity_stress;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
3698.HK,3698.HK,NAME:huishangbankcorpltd,Huishang Bank Corp Ltd,Hong Kong,Hong Kong,Financials,HKD,Banks - Regional,0.0,0.0,Avoid,59.093493933402485,59.093493933402485,91.65622401854529,63.68563917551053,61.10416666666667,81.00001336983581,0.35,0.0593,0.2795254945616019,-0.40127091544612614,0.35,0.9802578513418952,-0.15735909171188223,-0.2551930148084429,-0.2551930148084429,0.24694327539402372,0.35022803066120267,36.45614497263471,53.70787221289388,48.962921580070315,11.626248216833096,5541063.69178824,60,8379717198.445563,0.0593,0.9526619728681086,42.50713266761769,88.51102180555591,73.27749362964289,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,liquidity_stress;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;
ELISA.HE,ELISA.HE,NAME:elisaoyj,Elisa Oyj,Finland,EU ex-DACH,Communication Services,EUR,Telecom Services,0.0,0.0,Avoid,59.0898780467011,59.0898780467011,78.1541048085905,51.266973231443984,46.9375,90.2262276750101,0.35,0.069,0.3451076668311655,-0.6658313625866793,0.35,1.162260293966738,-0.2858326204568873,-0.40662030384779524,-0.40662030384779524,0.42855848226503773,0.4075768222602128,58.08861483539932,70.10432084429581,64.78960885418886,26.60485021398003,12748726.94546656,60,6439004413.255716,0.069,0.07342481020418763,57.92400343606315,78.57554473518167,56.839813471539586,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
300487.SHE,300487.SHE,NAME:xiansunresinnewmaterialscoltd,Xian Sunresin New Materials Co Ltd,China,Mainland China,Materials,CNY,Specialty Chemicals,0.0,0.0,Avoid,59.063991162941356,59.063991162941356,67.2379014317409,47.36349199407404,61.10416666666667,84.07541813822725,-0.09332736401327518,0.0148,0.54193293697941,-1.6612121214244604,-0.09332736401327518,1.1797402827740915,-1.086819859163184,-1.2764963871059773,-1.2764963871059773,0.2361574123585201,0.45119946808204986,100.0,64.77764544415682,100,62.981455064194016,99125305.74376255,60,5170674499.231406,0.0148,0.019222734686691043,98.33705952424866,48.73584430862602,57.517048656392504,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
CSCO.US,CSCO.US,NAME:ciscosystemsinc,Cisco Systems Inc,United States,US,Technology,USD,Communication Equipment,0.0,0.0,Avoid,59.049325780426614,59.049325780426614,69.84316734899627,58.15508354496779,56.60416666666667,86.28947834408092,0.07378390663763679,0.0138,0.3278510736193231,-0.808245159701635,0.07378390663763679,0.8166339428792931,-0.5206745907509873,-0.6354224665177504,-0.6354224665177504,0.23995754072925912,0.34222146050866115,90.77463807396434,52.40788225180562,57.58752911221308,99.78601997146933,3090502454.24,60,476440592384.0,0.0138,0.027890150865420345,67.91597959488294,65.66824197812078,50.59797662532065,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;
ITRK.LSE,ITRK.LSE,NAME:intertekgroupplc,Intertek Group PLC,United Kingdom,UK,Industrials,GBX,Specialty Business Services,0.0,0.0,Watchlist,59.02170411219767,59.02170411219767,72.65030866012475,55.125579340706835,71.6625,81.00001336983581,0.2251530637477952,0.028300000000000002,0.32298560510553803,-0.6825497942186182,0.2251530637477952,0.9691118410890484,-0.3650209381154884,-0.4780658999024267,-0.4780658999024267,0.31642420739592575,0.38590706640616007,68.29512855748953,61.56596498356832,58.53673196715166,67.3323823109843,127835465.02649306,60,11934098761.881939,0.028300000000000002,0.04436932519280537,59.81064724940306,65.45471300186688,55.06635874398001,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
PETS.LSE,PETS.LSE,NAME:petsathomegroupplc,Pets at Home Group Plc,United Kingdom,UK,Consumer Discretionary,GBX,Specialty Retail,0.0,0.0,Avoid,59.01599499922019,59.01599499922019,78.06938365745908,50.750044764257204,28.8125,84.07541813822725,0.35,0.0347,0.2912653139537503,-0.4961990934483854,0.35,1.0294016146200247,-0.18578080384071838,-0.28772366372453095,-0.28772366372453095,0.4516286207292592,0.3844071295740939,41.10338053207585,68.6731329901248,54.06899199451471,5.420827389443652,3701225.204356045,60,1237505445.0568469,0.0347,0.16176608288562858,58.42040946288131,80.38571067466492,52.12260599039862,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,liquidity_stress;alt_data_review;narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
CTAS.US,CTAS.US,NAME:cintascorporation,Cintas Corporation,United States,US,Industrials,USD,Specialty Business Services,0.0,0.0,Avoid,59.01067104134371,59.01067104134371,72.13564280975031,57.43552906002316,20.520833333333332,68.49808309056827,-0.20383597184779564,0.0103,0.23278535028416444,-0.8279277500145745,-0.20383597184779564,0.3189596222564779,-0.62648429957483,-0.7079591721742875,-0.7079591721742875,0.29595754072925906,0.3316044923678657,100.0,54.19823208171385,40.6469686478101,89.44365192582026,471937570.65000004,60,80894279680.0,0.0103,0.023254734542930786,87.46485369394705,57.234340183605,61.18730740198179,False,False,True,True,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,alt_data_review;narrative_review;narrative_exclusion;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
300251.SHE,300251.SHE,NAME:beijingenlightmedia,Beijing Enlight Media,China,Mainland China,Communication Services,CNY,Entertainment,0.0,0.0,Avoid,59.00496789330523,59.00496789330523,64.72541926340995,53.013732930908006,48.77083333333333,86.71868425443364,0.29802370644374376,0.0126,0.5540816123636999,-1.3335155616421526,0.29802370644374376,1.6090716889351788,-0.7213846090571602,-0.9153131733844552,-0.9153131733844552,0.2719575407292591,0.4657029080909912,100.0,68.37881851130523,100,64.76462196861627,112035674.02004257,60,5138203031.80797,0.0126,0.039780811070911595,98.22537226733733,58.50027285794053,55.941009922830716,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
ROVI.MC,ROVI.MC,NAME:laboratoriosfarmaceuticosrovi,Laboratorios Farmaceuticos ROVI,Spain,EU ex-DACH,Healthcare,EUR,Drug Manufacturers - Specialty & Generic,0.0,0.0,Avoid,58.98939905018755,58.98939905018755,61.57571551620003,40.7515752669686,56.77083333333333,86.71868425443364,0.1876109448969066,0.016399999999999998,0.2858241493275556,-0.5950955150889214,0.1876109448969066,0.8363126176031856,-0.3329792710460047,-0.4330177233106492,-0.4330177233106492,0.23640198517370353,0.39046410936237486,61.85967475866418,57.78288874347344,50.73070198387867,21.96861626248217,10019602.191818275,60,3437460188.423463,0.016399999999999998,0.04004764134649149,95.60690575077477,61.475648571781804,57.44591099305072,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
TEMN.SW,TEMN.SW,NAME:temenosgroupag,Temenos Group AG,Switzerland,DACH,Technology,CHF,Software - Application,0.0,0.0,Avoid,58.98683477316201,58.98683477316201,60.177731526532575,49.700839743938296,52.77083333333333,81.00001336983581,0.12545545509867953,0.0203,0.4281346989375681,-1.1117790101659581,0.12545545509867953,1.1297793483116652,-0.6594176012687449,-0.8092647458968938,-0.8092647458968938,0.2719575407292591,0.4352872746193027,100.0,64.86932234149504,79.44333028870712,30.4564907275321,16269021.798998788,60,5825777407.865265,0.0203,0.04819116494580856,69.03147931610101,71.9545496537086,67.32336931119114,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
2607.HK,2607.HK,NAME:shanghaipharmaceuticalsholdingcoltd,Shanghai Pharmaceuticals Holding Co Ltd,Hong Kong,Hong Kong,Healthcare,HKD,Medical Distribution,0.0,0.0,Avoid,58.97687227969651,58.97687227969651,89.552513756112,50.788845195524644,39.52083333333333,73.98492652868289,0.35,0.0455,0.17789104383997606,-0.11678157671734618,0.35,0.744416613724643,0.02775676138652683,-0.03450510395746479,-0.03450510395746479,0.2879575407292591,0.310403850320627,4.929300565352113,51.321234922417055,30.521825152830534,6.9186875891583455,4308396.243868256,60,5613217685.927248,0.0455,0.10117779103811708,60.806920983198374,56.707383673790254,60.07939874490638,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"eastmoney_hk_financials,yahoo_finance_timeseries",False,False,Equity,Active,liquidity_stress;narrative_review;ml_drawdown_risk;
SBMO.AS,SBMO.AS,NAME:sbmoffshorenv,SBM Offshore N.V.,Netherlands,EU ex-DACH,Energy,EUR,Oil & Gas Equipment & Services,0.0,0.0,Avoid,58.965709727042636,58.965709727042636,65.2063366321552,66.10537907063153,28.770833333333332,86.71868425443364,0.35,0.016,0.2700206327102765,-0.40008125968942754,0.35,0.9676342277313251,-0.14259856599818732,-0.23710578744678407,-0.23710578744678407,0.38707468582392324,0.3392257686817672,33.87225534954058,59.98391793072285,48.47336354068498,31.74037089871612,17505463.323498253,60,6377946571.58155,0.016,0.17952486543267993,24.638699906922852,72.68189894309879,72.15150082947913,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;
SCHP.SW,SCHP.SW,NAME:schindlerps,Schindler Ps,Switzerland,DACH,Industrials,CHF,Specialty Industrial Machinery,0.0,0.0,Watchlist,58.92959646125305,58.92959646125305,69.72680470483296,50.872762973405486,24.020833333333332,90.2262276750101,0.05086434346166761,0.0229,0.19196045249785107,-0.45118019269968485,0.05086434346166761,0.47651655420040107,-0.2965688395015729,-0.3637549978758208,-0.3637549978758208,0.2799575407292591,0.3044349151304428,51.96499969654583,50.201742400472725,32.87860822048652,45.00713266761769,37976402.736808605,60,34473767596.47984,0.0229,0.04938749257001693,97.93911959636972,64.76203911528688,57.41514915164968,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;
600886.SHG,600886.SHG,NAME:sdicpowerholdingscoltd,SDIC Power Holdings Co Ltd,China,Mainland China,Utilities,CNY,Utilities - Renewable,0.0,0.0,Avoid,58.912859144526834,58.912859144526834,86.63072172075297,65.16672713312742,48.77083333333333,86.71868425443364,0.32583691271843285,0.0341,0.19175697294722602,-0.185563035337181,0.32583691271843285,0.7551055711881889,-0.02206534661295928,-0.08918028714448838,-0.08918028714448838,0.38102874909833273,0.2860130305334873,12.740041020641197,53.51843616685107,33.33834540500938,61.41226818830242,94327379.61747664,60,16835750247.132553,0.0341,0.08927270440975621,19.16696699954885,76.37611194325163,59.22916535692818,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,alt_data_review;narrative_review;ml_dividend_cut_risk;
0823.HK,0823.HK,NAME:linkrealestateinvestmenttrust,Link Real Estate Investment Trust,Hong Kong,Hong Kong,Real Estate,HKD,REIT - Retail,0.0,0.0,Avoid,58.90701243806876,58.90701243806876,93.34060347646255,64.0300391964326,27.270833333333332,62.31520509938785,0.35,0.0654,0.1973293814496061,-0.17193136513257967,0.35,0.7891485348396609,-0.007874088143125957,-0.07693937165048809,-0.07693937165048809,0.260296038097873,0.335516603350697,10.991338807212585,52.729394745735114,34.0617444281875,51.711840228245364,54522449.85666051,60,12840771339.236797,0.0654,0.08351643288324657,72.8735892098102,72.31542104320201,66.64991838882924,False,False,True,True,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;narrative_exclusion;ml_drawdown_risk;
UNP.US,UNP.US,NAME:unionpacificcorporation,Union Pacific Corporation,United States,US,Industrials,USD,Railroads,0.0,0.0,Watchlist,58.89398833220754,58.89398833220754,79.5291877455563,59.56821061989736,61.10416666666667,73.98492652868289,0.07741722012911334,0.0192,0.2224456871598636,-0.4962796092272451,0.07741722012911334,0.569305203791666,-0.324119517692555,-0.40197550819850725,-0.40197550819850725,0.23648108879891544,0.2928324803336064,57.42507259978675,46.52196020458849,37.76551519666208,95.57774607703281,882784778.58,60,175478030336.0,0.0192,0.03133725623356201,47.73822596517183,66.07949200772136,56.10277417790113,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;
SCCO.US,SCCO.US,NAME:southerncoppercorporation,Southern Copper Corporation,United States,US,Materials,USD,Copper,0.0,0.0,Watchlist,58.885297447386,58.885297447386,74.04422253922968,48.27519103997144,56.77083333333333,73.98492652868289,0.029135617820969364,0.0223,0.5096848005386818,-1.459515815483854,0.029135617820969364,1.2318340308942646,-0.9067600969813636,-1.0851497771699021,-1.0851497771699021,0.27737563767887286,0.4469447969280969,100.0,66.5061647513351,95.38444268454786,78.3166904422254,252813900.39000002,60,161051049984.0,0.0223,0.021277725294808345,89.29980797383122,58.10596795497822,45.76486211135105,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
NOV.XETRA,NOV.XETRA,NAME:novonordiskas,Novo Nordisk A/S,Germany,DACH,Healthcare,EUR,Drug Manufacturers - General,0.0,0.0,Avoid,58.87596696599747,58.87596696599747,68.5674141591334,38.27060687000471,56.77083333333333,85.54950311424149,0.34332951490640945,0.054400000000000004,0.5551987979143854,-1.3513896277437103,0.34332951490640945,1.677941559625096,-0.6860417185103471,-0.880361297780382,-0.880361297780382,0.3696978383193182,0.4815872040019547,100.0,75.47456098665039,100,20.185449358059916,9381370.769300874,60,205498598484.86575,0.054400000000000004,0.021772233533271384,87.57591886563085,50.87115808933159,66.50782725034972,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
600547.SHG,600547.SHG,NAME:shandonggoldminingcoltd,Shandong Gold Mining Co Ltd,China,Mainland China,Materials,CNY,Gold,0.0,0.0,Avoid,58.85759468126897,58.85759468126897,65.12930656726158,68.20610700307482,52.60416666666667,71.17434401523342,-0.054433888733549825,0.0118,0.5170727975673372,-1.581984260523789,-0.054433888733549825,1.1709061969470127,-1.0063349099819343,-1.1873103891305024,-1.1873103891305024,0.2846366322900447,0.46506970168522027,100.0,68.98847654852781,97.56551063431353,81.16975748930099,303684904.8598794,60,20768395790.469433,0.0118,0.06117515615520193,47.18189479313785,48.546947670205945,66.88396580051133,False,False,True,True,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;narrative_exclusion;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
LOG.MC,LOG.MC,NAME:ciadedistribucionintegral,Cia de Distribucion Integral,Spain,EU ex-DACH,Industrials,EUR,Integrated Freight & Logistics,0.0,0.0,Avoid,58.846835576799585,58.846835576799585,83.56934818895422,48.51474072329465,51.14583333333333,81.00001336983581,0.35,0.0554,0.1569880666250337,-0.07566338491607777,0.35,0.703031437016161,0.06426790027624096,0.009322076957479171,0.009322076957479171,0.46068642961814804,0.2837715546774926,0.0,57.549064057610956,27.597813681229827,13.195435092724678,6113944.293184174,60,5474285615.338171,0.0554,0.07384461298036296,93.96316603452304,50.65810070302229,59.970789676093545,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,liquidity_stress;narrative_review;ml_dividend_cut_risk;ml_downside_skew;
BN.PA,BN.PA,NAME:danonesa,Danone SA,France,EU ex-DACH,Consumer Staples,EUR,Packaged Foods,0.0,0.0,Watchlist,58.84202832011779,58.84202832011779,62.863209091131296,63.89081401344687,52.77083333333333,90.2262276750101,0.2519557798506788,0.0331,0.22883724319405405,-0.35971800018317296,0.2519557798506788,0.7657478447208477,-0.16318556030993814,-0.24327859542785707,-0.24327859542785707,0.3325205357313939,0.306662347124446,34.75408506112244,53.289068899895746,39.88776580686177,67.76034236804564,130740248.39088184,60,49975894154.77154,0.0331,0.06291412161020932,49.274058054488165,69.25694442691808,64.83578815335751,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;
0005.HK,0005.HK,NAME:hsbcholdingsplc,HSBC Holdings PLC,Hong Kong,Hong Kong,Financials,HKD,Banks - Diversified,0.0,0.0,Hold,58.84195939114728,58.84195939114728,84.3480036191159,70.28176053835686,52.60416666666667,81.44223886264008,0.35,0.036699999999999997,0.26827897538520273,-0.3701201694407842,0.35,0.9547731157778907,-0.136760397815965,-0.23065803920078595,-0.23065803920078595,0.2904988309495793,0.32680433436469253,32.95114845725514,53.350437170134164,46.95569689579784,81.66904422253923,311029916.1368415,60,350458388059.8841,0.036699999999999997,0.07163475281325045,42.50713266761769,75.6786693579482,64.89714341711093,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;
