security_id,ticker,issuer_id,company_name,country,region,sector,currency,industry,current_weight,current_market_value_usd,final_recommendation,final_recommendation_score,scorecard_score,portfolio_fit_score,regime_suitability_score,sentiment_alt_data_score,narrative_reframing_score,expected_total_return_12m,expected_dividend_return_12m,expected_volatility_12m,p5_return_12m,p50_return_12m,p95_return_12m,var_5_12m,cvar_5_12m,expected_shortfall_5_12m,dividend_cut_probability,large_drawdown_probability_12m,tail_risk_score,skewness_risk_score,forecast_uncertainty_score,liquidity_score,average_daily_value_usd,liquidity_observation_count,market_cap_usd,dividend_yield,free_cash_flow_yield,balance_sheet_strength_score,cashflow_quality_score,dividend_safety_score,regime_review_required_flag,regime_exclusion_flag,reframing_review_required_flag,reframing_exclusion_flag,alt_data_review_required_flag,alt_data_exclusion_flag,price_data_quality_score,price_data_exclusion_flag,sector_data_source,liquidity_data_source,market_cap_data_source,fundamentals_data_source,is_synthetic_data,is_synthetic_fundamentals,instrument_type,listing_status,risk_management_flags
AFL.US,AFL.US,NAME:aflacincorporated,Aflac Incorporated,United States,US,Financials,USD,Insurance - Life,0.0,0.0,Hold,61.453994999756056,61.453994999756056,84.53691155492155,62.36562576775954,61.10416666666667,90.2262276750101,0.22895221331807714,0.0194,0.1689577109906914,-0.19546208655291902,0.22895221331807714,0.5975387862890471,-0.07513744148998341,-0.1342726403367254,-0.1342726403367254,0.24694327539402372,0.25194611578009485,19.18180576238934,42.36765126507375,28.104836094119587,81.09843081312411,302171242.08,60,64468029440.0,0.0194,0.03963204742248129,42.50713266761769,57.95689692168823,68.87427618993047,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;
1908.HK,1908.HK,NAME:cdinternationalinvestmentgroupltd,C&D International Investment Group Ltd,Hong Kong,Hong Kong,Real Estate,HKD,Real Estate - Development,0.0,0.0,Avoid,61.44229207515522,61.44229207515522,86.01125254921577,60.203126441490056,54.8125,73.98492652868289,0.35,0.0602,0.3807238928898296,-0.7424983503644572,0.35,1.237402555327836,-0.3477778020127944,-0.4810311645242348,-0.4810311645242348,0.28795171771554,0.4259115734718973,68.7187377891764,64.64873558528646,70.16989809564818,27.674750356633382,13418869.419634325,60,4116400412.817736,0.0602,0.778781927026173,49.90392537777875,74.08891313604957,50.14221167917069,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"eastmoney_hk_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
NOVO-B.CO,NOVO-B.CO,NAME:novonordiskas,Novo Nordisk A/S,Denmark,EU ex-DACH,Healthcare,DKK,Drug Manufacturers - General,0.0,0.0,Watchlist,61.42496448977094,61.42496448977094,76.96955774981075,55.12349531657703,22.145833333333332,81.00001336983581,0.12518778832343358,0.054000000000000006,0.5358471412783294,-1.5208148978165088,0.12518778832343358,1.4180653721883125,-0.8692627476608022,-1.0568092471082176,-1.0568092471082176,0.4208840371024265,0.46572349740794805,100.0,76.40031323720157,100,76.53352353780313,230267244.91504782,60,205880799230.25397,0.054000000000000006,0.021731815175093767,87.57591886563085,50.84619375266968,66.43191447695332,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,alt_data_review;narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
1093.HK,1093.HK,NAME:cspcpharmaceuticalgroupltd,CSPC Pharmaceutical Group Ltd,Hong Kong,Hong Kong,Healthcare,HKD,Drug Manufacturers - General,0.0,0.0,Watchlist,61.410604355243024,61.410604355243024,74.85369064626893,51.665279256321575,48.27083333333333,81.44223886264008,0.20470118847364963,0.0353,0.5093084595052167,-1.2884612381586869,0.20470118847364963,1.4083313618723134,-0.7312357422815712,-0.9094937031083971,-0.9094937031083971,0.2838964775314709,0.4506645084516489,100.0,67.28648438073098,95.57733994929701,64.4793152639087,111494061.829649,60,12686447356.819775,0.0353,0.041525733185291534,95.86772429481539,62.67201911998943,50.76364686644152,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,eastmoney_hk_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
NEM.XETRA,NEM.XETRA,NAME:nemetschekagon,Nemetschek AG O.N.,Germany,DACH,Technology,EUR,Software - Application,0.0,0.0,Avoid,61.37661563579197,61.37661563579197,51.60327179909364,51.47070279805275,52.77083333333333,86.71868425443364,0.1972310725826233,0.012,0.45343060403520224,-1.1427985829373637,0.1972310725826233,1.271522971590823,-0.6377186888877314,-0.7964194003000522,-0.7964194003000522,0.2719575407292591,0.4727491459108281,100.0,69.19184595205564,85.56625079785638,33.66619115549215,19367569.74743965,60,7697775728.232761,0.012,0.05835603166154546,87.72377370357736,76.68050393581302,61.99699474805371,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
MBG.XETRA,MBG.XETRA,NAME:mercedesbenzgroupag,Mercedes-Benz Group AG,Germany,DACH,Consumer Discretionary,EUR,Auto Manufacturers,0.0,0.0,Avoid,61.35587922454227,61.35587922454227,80.48725449683963,72.15097173484949,66.45416666666668,70.43436878539397,0.35,0.0741,0.2496261377430188,-0.32882428256476803,0.35,0.9145632164164437,-0.10412131092489935,-0.19149045913495594,-0.19149045913495594,0.31587270871498485,0.34323136760683276,27.355779876422275,56.612149808518325,44.06704085344471,67.18972895863052,127641640.42902224,60,50881441405.315506,0.0741,0.18747031541209797,34.88237979330516,63.03092809087792,58.6828252950051,False,False,True,True,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;narrative_exclusion;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;
SGO.PA,SGO.PA,NAME:compagniedesaintgobainsa,Compagnie de Saint-Gobain S.A.,France,EU ex-DACH,Industrials,EUR,Building Products & Equipment,0.0,0.0,Avoid,61.287770516190506,61.287770516190506,64.95041286048134,67.53074535283781,23.270833333333332,73.37949682690193,0.3316525372711023,0.0269,0.2932587664587225,-0.4752706013006696,0.3316525372711023,0.9998131779311594,-0.2025614172596824,-0.30520198552023525,-0.30520198552023525,0.2879575407292591,0.3690824756395224,43.60028364574789,58.091845536135764,52.27861564872051,64.12268188302424,108440870.84904478,60,47238935951.97138,0.0269,0.08424977658534702,62.44227517647907,65.89450680911206,65.37213161744165,False,False,True,True,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,alt_data_review;narrative_review;narrative_exclusion;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
VID.MC,VID.MC,NAME:vidralasa,Vidrala SA,Spain,EU ex-DACH,Consumer Discretionary,EUR,Packaging & Containers,0.0,0.0,Avoid,61.28541296433266,61.28541296433266,69.68992104648828,44.52065297694426,61.10416666666667,73.3359878589597,0.35,0.019299999999999998,0.2101463450511835,-0.20537636892103606,0.35,0.8177372056157259,-0.031043774876062136,-0.10459499564397635,-0.10459499564397635,0.23195754072925912,0.3459795276846839,14.942142234853767,52.41073615673133,36.260287097760674,9.272467902995722,4909677.378931659,60,3461279174.308791,0.019299999999999998,0.06395541927744763,85.66219930380355,65.49327257158683,58.769014619270145,False,False,True,True,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,liquidity_stress;narrative_review;narrative_exclusion;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;
COL.MC,COL.MC,NAME:inmobiliariacolonialsa,Inmobiliaria Colonial SA,Spain,EU ex-DACH,Real Estate,EUR,REIT - Office,0.0,0.0,Avoid,61.27430219585367,61.27430219585367,85.49254988704985,58.84612718108483,64.97916666666667,71.17434401523342,0.35,0.0572,0.1836660973559761,-0.15603759939533024,0.35,0.766028562204501,0.014811696903262062,-0.04947143717132957,-0.04947143717132957,0.4329744968952988,0.32243741235524026,7.067348167332796,60.51832818150534,32.6790539924937,17.76034236804565,8193375.918478942,60,3933532258.689238,0.0572,0.08287588508519092,21.771927703347032,79.61553079895218,81.36798513935386,False,False,True,True,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,liquidity_stress;narrative_review;narrative_exclusion;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_skew;
002155.SHE,002155.SHE,NAME:hunangoldcorpltd,Hunan Gold Corp Ltd,China,Mainland China,Materials,CNY,Gold,0.0,0.0,Avoid,61.24238232769448,61.24238232769448,65.0162537855212,56.618491536754036,48.77083333333333,73.3359878589597,0.024172536084075925,0.011899999999999999,0.5785459255482175,-1.6972664687825663,0.024172536084075925,1.399269881785887,-1.0425403891885916,-1.2450314631304678,-1.2450314631304678,0.2988781369315879,0.47111023096373045,100.0,70.45231094597747,100,74.96433666191156,206199513.93815774,60,5954409251.507627,0.011899999999999999,0.029232893375150806,98.48712855136537,38.78308491569635,66.48486882928296,False,False,True,True,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,alt_data_review;narrative_review;narrative_exclusion;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
600563.SHG,600563.SHG,NAME:xiamenfaratroniccoltd,Xiamen Faratronic Co Ltd,China,Mainland China,Technology,CNY,Electronic Components,0.0,0.0,Watchlist,61.23356672491357,61.23356672491357,64.59497748259166,50.625713827163494,68.97916666666667,81.08624857805513,0.19684532590772083,0.0168,0.5312746586349208,-1.3354212672459973,0.19684532590772083,1.4433724540450148,-0.776489242285061,-0.9624353728072833,-0.9624353728072833,0.23195754072925912,0.44745844900218956,100.0,64.11984246259738,98.48355121775037,74.6077032810271,203779771.36543694,60,4529864453.115762,0.0168,0.02384384562666828,98.49846936987356,53.18057493711009,54.23323983224624,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
DOM.LSE,DOM.LSE,NAME:dominospizzagroupplc,Domino’s Pizza Group PLC,United Kingdom,UK,Consumer Discretionary,GBX,Restaurants,0.0,0.0,Avoid,61.21796178079943,61.21796178079943,81.81332088998406,51.44328561592916,56.77083333333333,86.71868425443364,0.35,0.0538,0.3254511155396068,-0.5785564652563038,0.35,1.1040587669767763,-0.24646067175302833,-0.36036856219189073,-0.36036856219189073,0.32983015919221265,0.407076281593885,51.481223170270106,64.7304256788751,59.63376199310166,2.9243937232524964,2765437.9962457065,60,1037724120.6699151,0.0538,0.10387412154848343,47.548022631414945,78.09056563410702,64.23168215515118,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,liquidity_stress;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
BBY.LSE,BBY.LSE,NAME:balfourbeattyplc,Balfour Beatty plc,United Kingdom,UK,Industrials,GBX,Engineering & Construction,0.0,0.0,Avoid,61.202807628078325,61.202807628078325,74.34075088551705,62.07489724187526,26.270833333333332,84.07541813822725,0.2826568379597193,0.0159,0.22843098606390114,-0.3196982866233361,0.2826568379597193,0.7924108920350422,-0.13098057814894032,-0.2109314232713057,-0.2109314232713057,0.2799575407292591,0.30973697954959284,30.133060467329386,50.81351906422081,39.41439064618594,28.744650499286735,14418815.067763666,60,5571383614.239689,0.0159,0.14716753399124569,76.87075766472587,67.17748284935006,65.84268582251705,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;
A5G.IR,A5G.IR,NAME:aibgroupplc,AIB Group PLC,Ireland,EU ex-DACH,Financials,EUR,Banks - Regional,0.0,0.0,Hold,61.14159602564039,61.14159602564039,84.29337014382588,78.32967488442733,48.77083333333333,84.07541813822725,0.35,0.061,0.2513952203145845,-0.31819999442404967,0.35,0.9138767648667782,-0.10554815034763576,-0.19353647745774033,-0.19353647745774033,0.28694327539402376,0.3146039027071509,27.64806820824862,51.75124206434947,43.666175613584066,54.350927246790306,62995132.2040077,60,26181916542.304142,0.061,0.3645026089586021,42.50713266761769,82.63882532776228,82.20542936206871,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;
RS1.LSE,RS1.LSE,NAME:rsgroupplc,RS GROUP PLC,United Kingdom,UK,Industrials,GBX,Industrial Distribution,0.0,0.0,Avoid,61.139743127048085,61.139743127048085,77.64014460876955,52.019113050545045,66.45416666666668,83.2973760420765,0.3416032405292914,0.030899999999999997,0.30209242468859193,-0.47294331766738545,0.3416032405292914,1.024643528723787,-0.20680152676985702,-0.3125338754108642,-0.3125338754108642,0.23013090517370355,0.35934682887529135,44.647696487266316,53.85475976419457,53.076149467140844,32.73894436519258,18390453.405823145,60,4557754282.8234415,0.030899999999999997,0.06250461091689405,75.56336832984668,64.49316787011257,61.148963718899864,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
LOOMIS.ST,LOOMIS.ST,NAME:loomisabserb,Loomis AB ser. B,Sweden,EU ex-DACH,Industrials,SEK,Security & Protection Services,0.0,0.0,Avoid,61.13596357405437,61.13596357405437,79.22656417434811,53.17488413279982,56.77083333333333,71.17434401523342,0.35,0.027999999999999997,0.2555036990159077,-0.333431090753028,0.35,0.9236312335923269,-0.11370528846802469,-0.20313158312359236,-0.20313158312359236,0.23640198517370353,0.3537079763316884,29.018797589084627,53.54179647070193,44.55169192841465,9.486447931526392,4943677.69233145,60,3675532235.0906453,0.027999999999999997,0.09128259474774185,56.64259095258418,74.27908174498282,68.47602925246659,False,False,True,True,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,liquidity_stress;narrative_review;narrative_exclusion;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;
3288.HK,3288.HK,NAME:haitianflav,Haitian Flav,Hong Kong,Hong Kong,Consumer Staples,HKD,Packaged Foods,0.0,0.0,Avoid,61.12745017498035,61.12745017498035,79.5316958692166,46.801056536672505,26.270833333333332,86.28947834408092,0.1215445330527904,0.056799999999999996,0.27672129890571073,-0.646252213859208,0.1215445330527904,0.7541827602769482,-0.38320628239209337,-0.48005873700909213,-0.48005873700909213,0.36144628948331264,0.3492466879224714,68.57981957272744,59.76018727092507,49.632978671907416,21.0413694721826,9790849.696120279,60,23736672010.19303,0.056799999999999996,0.040388634424618576,99.26536635156172,63.663553453332895,75.38227280296485,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,alt_data_review;narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
0998.HK,0998.HK,NAME:chinaciticbankcorpltd,China Citic Bank Corp Ltd,Hong Kong,Hong Kong,Financials,HKD,Banks - Regional,0.0,0.0,Avoid,61.1228471135198,61.1228471135198,92.95740090870221,73.62705392094146,56.77083333333333,86.28947834408092,0.35,0.0572,0.2326777351551797,-0.26107000453466667,0.35,0.8683076336650148,-0.07110671863395657,-0.15254392593826946,-0.15254392593826946,0.2513877198384682,0.31655639022930426,21.79198941975278,50.06199917160647,40.02640412766792,39.657631954350926,27442659.616487227,60,51933595504.87354,0.0572,1.157646733211738,42.50713266761769,84.2117059238788,77.22667535594037,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;
RMS.PA,RMS.PA,NAME:hermesinternationalsca,Hermes International SCA,France,EU ex-DACH,Consumer Discretionary,EUR,Luxury Goods,0.0,0.0,Avoid,61.11680900523618,61.11680900523618,56.12555062529069,52.97978394147587,56.77083333333333,71.77379906466153,0.02849428969408282,0.0116,0.32246680580275405,-0.8584392256501224,0.02849428969408282,0.7640552844087236,-0.5587236319607135,-0.6715870139916774,-0.6715870139916774,0.23640198517370353,0.388568613693784,95.94100199881107,57.564177704789884,57.50301649150914,72.82453637660485,182659048.65517595,60,193122436098.928,0.0116,0.025180267263825065,98.66143605122963,60.917704994002136,60.8470696677179,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
WIE.VI,WIE.VI,NAME:wienerbergerag,Wienerberger AG,Austria,DACH,Materials,EUR,Building Materials,0.0,0.0,Avoid,61.10734383032298,61.10734383032298,74.07956072721683,58.801109318792925,56.77083333333333,83.2973760420765,0.35,0.042300000000000004,0.3493470661289148,-0.655374514032614,0.35,1.163920534194427,-0.29091731640309226,-0.4131887895482124,-0.4131887895482124,0.3395608951571171,0.4117792500007668,59.026969935458915,65.79703858547171,64.47784723618338,20.898716119828816,9773943.153985487,60,2756761959.8774223,0.042300000000000004,0.14612609108704597,48.69765000319638,72.95215221295096,63.428072681776406,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
DNLM.LSE,DNLM.LSE,NAME:dunelmgroupplc,Dunelm Group PLC,United Kingdom,UK,Consumer Discretionary,GBX,Specialty Retail,0.0,0.0,Avoid,61.09369564258317,61.09369564258317,79.50929093278006,50.39268952691969,61.10416666666667,86.71868425443364,0.35,0.0504,0.3308161920165326,-0.5811282845186436,0.35,1.1111000803180366,-0.2551293946669143,-0.37091506187270074,-0.37091506187270074,0.23195754072925912,0.43332395628267323,52.987865981814394,62.488939456499324,59.974462142909765,11.055634807417974,5325406.71512634,60,2389835183.853875,0.0504,0.11948775914457607,63.55331053323667,80.27308921777333,51.478603457797846,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,liquidity_stress;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
VALMT.HE,VALMT.HE,NAME:valmetoyj,Valmet Oyj,Finland,EU ex-DACH,Industrials,EUR,Specialty Industrial Machinery,0.0,0.0,Avoid,61.08594841209826,61.08594841209826,72.8175650220498,58.37688287456533,52.77083333333333,73.98492652868289,0.35,0.0499,0.3519445908252571,-0.6764095795757915,0.35,1.1750600670143216,-0.29724169519529764,-0.4204223019841376,-0.4204223019841376,0.38283754072925913,0.41296004917617274,60.0603288548768,68.26356555959542,65.61815091598586,26.961483594864475,13096891.924220502,60,5662536503.343548,0.0499,0.09743578519219603,62.948837399141155,66.60228794580155,65.93517381320686,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
GTT.PA,GTT.PA,NAME:gaztransporttechnigazsas,Gaztransport & Technigaz SAS,France,EU ex-DACH,Energy,EUR,Oil & Gas Equipment & Services,0.0,0.0,Avoid,61.06575109588732,61.06575109588732,77.95118231891934,51.86164279172438,34.60416666666667,86.71868425443364,0.2856914038183154,0.0441,0.2507289503726636,-0.3923969213653505,0.2856914038183154,0.8521416052666639,-0.16984500670208535,-0.2576001393325176,-0.2576001393325176,0.33773531850703686,0.32016894623655007,36.80001990464537,55.12831863921161,44.107834558185125,35.37803138373752,21330585.43420558,60,8262233841.036216,0.0441,0.05349208072546718,86.06688702310458,70.32888013587505,64.78504828611693,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
SWEC-B.ST,SWEC-B.ST,NAME:swecoabpubl,Sweco AB (publ),Sweden,EU ex-DACH,Industrials,SEK,Engineering & Construction,0.0,0.0,Avoid,61.063709576840694,61.063709576840694,76.86743435979749,49.248643018248536,55.47916666666667,81.00001336983581,0.3182182947457117,0.027999999999999997,0.2622909061328363,-0.3877580141095228,0.3182182947457117,0.9087694221032396,-0.15824322599018775,-0.25004504313668047,-0.25004504313668047,0.23995754072925912,0.3618460570509931,35.72072044809721,54.67225877592085,45.9503795446017,8.773181169757489,4812490.358977527,60,4896394250.5945215,0.027999999999999997,0.07673725701962034,77.11129399129084,71.8008433773646,64.64560324349797,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,liquidity_stress;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
CME.US,CME.US,NAME:cmegroupinc,CME Group Inc,United States,US,Financials,USD,Financial Data & Stock Exchanges,0.0,0.0,Avoid,61.04661926130246,61.04661926130246,79.3543152639087,62.46823500029717,82.20416666666668,81.08624857805513,0.21000801996893792,0.0196,0.23509491530220075,-0.4426906601047117,0.21000801996893792,0.7465499633520117,-0.2190540570495625,-0.3013372774053328,-0.3013372774053328,0.43122325672735706,0.32359020786663223,43.048182486476115,60.55704550069988,42.14801514522495,95.72039942938659,892155859.84,60,95043993600.0,0.0196,0.044122725078757634,42.50713266761769,71.13621009232769,52.28340222216554,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
FITB.US,FITB.US,NAME:fifththirdbancorp,Fifth Third Bancorp,United States,US,Financials,USD,Banks - Regional,0.0,0.0,Hold,61.04528940052081,61.04528940052081,82.97771041369472,72.32491459430153,68.97916666666667,81.00001336983581,0.35,0.0278,0.2633128216905774,-0.3473860197171884,0.35,0.9398972408988776,-0.1268898944266052,-0.2190493820183073,-0.2190493820183073,0.24694327539402372,0.32649582199818766,31.292768859758187,50.96954044408445,45.622755642954125,85.73466476462197,391907640.96,60,51656597504.0,0.0278,0.0736595165739548,42.50713266761769,76.99889168355764,66.03735533158908,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;
CIE.MC,CIE.MC,NAME:cieautomotivesa,CIE Automotive S.A.,Spain,EU ex-DACH,Consumer Discretionary,EUR,Auto Parts,0.0,0.0,Avoid,61.03759762244399,61.03759762244399,74.94295243022579,54.35683447626602,26.270833333333332,71.17434401523342,0.35,0.0363,0.26243768668245293,-0.3676230458915577,0.35,0.9447520063813947,-0.1279504734314657,-0.21980366377032423,-0.21980366377032423,0.2799575407292591,0.3701823731104806,31.400523395760604,57.78798755201556,46.5120367471442,2.211126961483595,2608864.674587895,60,3506022378.41902,0.0363,0.12788143908604235,55.90430075056747,77.66406046058138,69.10185843840424,False,False,True,True,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,liquidity_stress;alt_data_review;narrative_review;narrative_exclusion;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;
SBRY.LSE,SBRY.LSE,NAME:jsainsburyplc,J Sainsbury PLC,United Kingdom,UK,Consumer Staples,GBX,Grocery Stores,0.0,0.0,Hold,61.029516423668774,61.029516423668774,75.23892514755075,68.8038781310265,57.10416666666667,86.28947834408092,0.35,0.0385,0.21272673759010768,-0.2244089082674937,0.35,0.8290818391777214,-0.03663273377868814,-0.11108709193522583,-0.11108709193522583,0.37448458645558325,0.30761306931413174,15.869584562175119,55.65837034539276,37.336888013135635,52.49643366619116,56418816.4390127,60,10225285640.493116,0.0385,0.12193057910528725,43.902812214380724,60.652002278932805,68.06202800020203,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;
BIM.PA,BIM.PA,NAME:biomerieuxsa,Biomerieux SA,France,EU ex-DACH,Healthcare,EUR,Diagnostics & Research,0.0,0.0,Avoid,60.99849738574083,60.99849738574083,55.42682298373285,47.33594010946261,48.77083333333333,81.00001336983581,0.35,0.013600000000000001,0.2986496152448663,-0.48676280170008046,0.35,1.0347121426992187,-0.19604507589051656,-0.30057244122621973,-0.30057244122621973,0.2719575407292591,0.4114260768570654,42.93892017517425,62.11610721508302,53.92277032483624,29.814550641940084,15831300.167462207,60,9814264426.24258,0.013600000000000001,0.053289042211129,95.19924304981475,63.01841158132182,56.76582032497777,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;
