accepted,selected_weights_source,rejection_reasons,blend_weight_drl,blend_weight_baseline
False,baseline_optimiser,"('excessive_seed_instability', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0,1.0
