security_id,ticker,company_name,current_weight,baseline_weight,raw_drl_weight,projected_drl_weight,accepted_blended_weight,weight_change_vs_current,weight_change_vs_baseline,trade_action,trade_size_usd,transaction_cost_estimate,slippage_estimate,liquidity_impact,primary_positive_driver,primary_negative_driver,regime_effect,risk_effect,constraint_adjustment,acceptance_status,commentary
601988.SHG,601988.SHG,Bank of China Limited,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,no dominant negative model attribution exceeded the reporting threshold,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,601988.SHG: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
002415.SHE,002415.SHE,Hangzhou Hikvision Digital Technology Co Ltd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were associated with lower allocation confidence,0.0,Rejected - Baseline Fallback,002415.SHE: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
0293.HK,0293.HK,Cathay Pacific Airways Limited,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,no dominant negative model attribution exceeded the reporting threshold,regime suitability contributed positively to the model allocation,risk metrics were associated with lower allocation confidence,0.0,Rejected - Baseline Fallback,0293.HK: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
002352.SHE,002352.SHE,S.F. Holding Co. Ltd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,no dominant negative model attribution exceeded the reporting threshold,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,002352.SHE: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
FGR.PA,FGR.PA,Eiffage SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,FGR.PA: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
TMUS.US,TMUS.US,T-Mobile US Inc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were associated with lower allocation confidence,0.0,Rejected - Baseline Fallback,TMUS.US: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
SCHP.SW,SCHP.SW,Schindler Ps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime effect was neutral to moderate,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,SCHP.SW: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
ABI.BR,ABI.BR,Anheuser Busch Inbev SA NV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,ABI.BR: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
DCC.LSE,DCC.LSE,DCC plc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime effect was neutral to moderate,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,DCC.LSE: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
601166.SHG,601166.SHG,Industrial Bank Co Ltd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,601166.SHG: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
COP.US,COP.US,ConocoPhillips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,no dominant negative model attribution exceeded the reporting threshold,regime effect was neutral to moderate,risk metrics were associated with lower allocation confidence,0.0,Rejected - Baseline Fallback,COP.US: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
601009.SHG,601009.SHG,Bank of Nanjing Co Ltd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,601009.SHG: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
STT.US,STT.US,State Street Corp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,STT.US: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
BNZL.LSE,BNZL.LSE,Bunzl PLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,no dominant negative model attribution exceeded the reporting threshold,regime effect was neutral to moderate,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,BNZL.LSE: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
GILD.US,GILD.US,Gilead Sciences Inc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,GILD.US: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
BUD.US,BUD.US,Anheuser Busch Inbev NV ADR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,no dominant negative model attribution exceeded the reporting threshold,regime suitability contributed positively to the model allocation,risk metrics were associated with lower allocation confidence,0.0,Rejected - Baseline Fallback,BUD.US: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
601838.SHG,601838.SHG,Bank of Chengdu Co Ltd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,601838.SHG: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
601211.SHG,601211.SHG,Guotai Junan Securities Co Ltd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,601211.SHG: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
GSK.US,GSK.US,GlaxoSmithKline PLC ADR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,no dominant negative model attribution exceeded the reporting threshold,regime effect was neutral to moderate,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,GSK.US: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
DHL.XETRA,DHL.XETRA,Deutsche Post AG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,no dominant negative model attribution exceeded the reporting threshold,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,DHL.XETRA: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
TFC.US,TFC.US,Truist Financial Corp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,TFC.US: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
RHHBY.US,RHHBY.US,Roche Holding Ltd ADR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,no dominant negative model attribution exceeded the reporting threshold,regime effect was neutral to moderate,risk metrics were associated with lower allocation confidence,0.0,Rejected - Baseline Fallback,RHHBY.US: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
GD.US,GD.US,General Dynamics Corporation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,portfolio fit and risk-adjusted score influenced the model allocation,dividend-cut risk was associated with lower allocation confidence,regime effect was neutral to moderate,risk metrics were associated with lower allocation confidence,0.0,Rejected - Baseline Fallback,GD.US: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
AFL.US,AFL.US,Aflac Incorporated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime effect was neutral to moderate,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,AFL.US: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
AENA.MC,AENA.MC,Aena SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime effect was neutral to moderate,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,AENA.MC: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
LMT.US,LMT.US,Lockheed Martin Corporation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,no dominant negative model attribution exceeded the reporting threshold,regime suitability contributed positively to the model allocation,risk metrics were associated with lower allocation confidence,0.0,Rejected - Baseline Fallback,LMT.US: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
MDT.US,MDT.US,Medtronic PLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime effect was neutral to moderate,risk metrics were associated with lower allocation confidence,0.0,Rejected - Baseline Fallback,MDT.US: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
601939.SHG,601939.SHG,China Construction Bank Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,601939.SHG: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
PRU.LSE,PRU.LSE,Prudential plc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,PRU.LSE: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
USB.US,USB.US,U.S. Bancorp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,USB.US: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
601998.SHG,601998.SHG,China Citic Bank Corp Ltd Class A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,601998.SHG: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
BBVA.MC,BBVA.MC,Banco Bilbao Vizcaya Argentaria SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were associated with lower allocation confidence,0.0,Rejected - Baseline Fallback,BBVA.MC: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
SREN.SW,SREN.SW,Swiss Re AG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime effect was neutral to moderate,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,SREN.SW: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
5.HK,5.HK,HSBC Holdings PLC (HK Reg),0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,no dominant negative model attribution exceeded the reporting threshold,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,5.HK: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
MTB.US,MTB.US,M&T Bank Corporation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,MTB.US: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
ROP.SW,ROP.SW,Roche Holding AG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime effect was neutral to moderate,risk metrics were associated with lower allocation confidence,0.0,Rejected - Baseline Fallback,ROP.SW: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
TSCO.LSE,TSCO.LSE,Tesco PLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime suitability contributed positively to the model allocation,risk metrics were within the model's conservative review range,0.0,Rejected - Baseline Fallback,TSCO.LSE: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
HSY.US,HSY.US,Hershey Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baseline Fallback,0.0,0.0,0.0,0.0,strong 12-month expected return distribution,dividend-cut risk was associated with lower allocation confidence,regime effect was neutral to moderate,risk metrics were associated with lower allocation confidence,0.0,Rejected - Baseline Fallback,HSY.US: DRL allocation rejected by acceptance rules; baseline optimiser weight selected.
