as_of_date,dominant_regime,regime_confidence,regime_risk_score,regime_deterioration_probability,regime_stability_score,crisis_probability,steady_state_probability,inflation_probability,walking_on_ice_probability,low_chaos_probability,intermediate_chaos_probability,high_chaos_probability,wolf_chaos_index,top_regime_driver_1,top_regime_driver_2,top_regime_driver_3
2026-07-16,steady_state_low_chaos,0.9672638624867711,51.85200199701064,0.4249255603324549,48.14799800298936,0.9672638624867711,0.0011934803259578647,0.02864096149431963,0.002901695692951408,0.15,0.7,0.15,36.5583459250352,risk_reframing_score,dividend_risk_news,narrative_instability_score
