portfolio_expected_total_return,portfolio_expected_dividend_yield,portfolio_expected_volatility,portfolio_var_5,portfolio_var_1,portfolio_cvar_5,portfolio_cvar_1,portfolio_expected_shortfall_5,portfolio_expected_shortfall_1,portfolio_max_drawdown_proxy,portfolio_drawdown_probability,portfolio_dividend_cut_risk,portfolio_tail_risk_score,portfolio_skewness_risk_score,portfolio_forecast_uncertainty_score,portfolio_liquidity_risk_score,portfolio_regime_risk_score,portfolio_narrative_risk_score,portfolio_alt_data_risk_score,HHI,effective_number_of_holdings,max_single_name_weight,max_sector_weight,max_country_weight,max_region_weight,max_currency_weight
0.1570897751457513,0.03680439495349404,0.16052071560364045,-0.323225523157475,-0.37322552315747504,-0.4154963388282886,-0.46549633882828867,-0.4154963388282886,-0.46549633882828867,-0.4154963388282886,0.3532431704824198,0.2971534400146538,56.49735898120678,56.759397210299035,74.02989125366194,42.91666666666665,44.4945382371152,72.86134476685567,48.07958333333332,0.049999999999999975,20.00000000000001,0.04999999999999999,0.19999999999999996,0.14999999999999997,0.24999999999999992,0.34999999999999987
