model_run_id,model_name,model_version,git_commit_hash,git_is_dirty,backend,mode,as_of_date,started_at,config_hash,input_snapshot_hash,random_seed,status,completed_at,train_start,train_end,validation_start,validation_end,test_start,test_end,output_path,error_message,runtime_seconds
e3421779-2aba-4daa-9a77-45da3812df6e,wolf_quant_two_phase_pipeline,local,f269d954aa720506aa3aad90a07b93132b77deec,True,duckdb,observed_two_phase,2026-08-19T06:30:46.966333,2026-08-19T06:30:46.966333,61434a1d68fb4ad2c34d076bd2a7233d08efe02be281fa8877074d5b6ce6e910,26588bae7596b2ca7cd8f6c690db0248c24fca4add72f91691a0ed67a5599a03,,completed,2026-08-19T06:30:47.038826+00:00,,,,,,,C:\Users\Admin\the-wolf-quant-model\reports\outputs,,23.71527630003402
