agent,agent_weight,agent_status
stable_low_chaos_agent,0.678662459196153,mvp_active
crisis_high_chaos_agent,0.3198990508493188,mvp_active
inflation_agent,0.0014378025502966218,future_ready
regional_stress_agent,6.874042316350355e-07,future_ready
credit_stress_agent,0.0,future_ready
