security_id,ticker,company_name,p5_return_3m,p50_return_3m,p95_return_3m,forecast_spread_3m,p5_return_6m,p50_return_6m,p95_return_6m,forecast_spread_6m,p5_return_9m,p50_return_9m,p95_return_9m,forecast_spread_9m,p5_return_12m,p50_return_12m,p95_return_12m,forecast_spread_12m,downside_risk_score,upside_potential_score,forecast_uncertainty_score,distribution_family,distribution_degrees_of_freedom,distribution_skewness
000039.SHE,000039.SHE,China International Marine Containers Group Ltd,-0.6984570811418825,0.04972405641122075,0.6268699198079866,1.3253270009498692,-0.9586397990168875,0.0994481128224415,0.9156556203056774,1.8742954193225647,-1.1467155742729915,0.14917216923366225,1.148818128015067,2.2955337022880586,-1.2974660494613237,0.198896225644883,1.3531879524384145,2.6506540018997384,100,100,93.93053201044265,student_t,7.6375337079970285,0.461187811503011
600875.SHG,600875.SHG,Dongfang Electric Corp Ltd Class A,-0.942327644553958,-0.06249999999999999,0.6118992710076311,1.554226915561589,-1.3692641874789822,-0.12499999999999999,0.8287445955135204,2.1980087829925026,-1.711406182271106,-0.18749999999999997,0.9805938019726295,2.6919999842437354,-2.009655289107916,-0.24999999999999997,1.0987985420152622,3.108453831123178,100,100,100,student_t,7.47861058942586,0.4461646834781824
600886.SHG,600886.SHG,SDIC Power Holdings Co Ltd,-0.16777626338450607,0.08306654958195765,0.29410682910674674,0.4618830924912528,-0.1886122089570754,0.1661330991639153,0.464589124674881,0.6532013336319564,-0.1852728480255394,0.24919964874587297,0.6147321353263455,0.800004983351885,-0.16941942760509682,0.3322661983278306,0.7543467573774087,0.9237661849825056,48.40555074431338,100,32.73526048532751,student_t,9.961262449175614,0.6570880081082998
600887.SHG,600887.SHG,Inner Mongolia Yili Industrial Group Co Ltd,-0.1595085696129663,0.0875,0.29198012469412016,0.4514886943070865,-0.17432286916903572,0.175,0.4641785655781664,0.6385014347472021,-0.16533139247457151,0.2625,0.6166699651082357,0.7820013575828072,-0.14401713922593262,0.35,0.7589602493882404,0.902977388614173,41.14775406455218,100,31.998573350252645,student_t,9.562469275363592,0.6218486005783607
000408.SHE,000408.SHE,Zangge Holding Co Ltd,-0.6917665294927563,-0.01901651055070213,0.5214982855661044,1.2132648150588607,-0.989445221976014,-0.03803302110140426,0.7263703342303119,1.715815556206326,-1.222286745252669,-0.05704953165210639,0.8791495574649354,2.1014363027176044,-1.421566080086917,-0.07606604220280852,1.0049635500308045,2.4265296301177215,100,100,85.98829531606349,student_t,8.735210740259092,0.555187610789974
600741.SHG,600741.SHG,HUAYU Automotive Systems Co Ltd,-0.23594502694370198,0.0875,0.36149849340637263,0.5974435203500746,-0.2824203437859145,0.175,0.5624923854450874,0.8449127292310019,-0.2977232201219763,0.26249999999999996,0.7370793117771635,1.0348025318991398,-0.29689005388740397,0.35,0.8979969868127453,1.1948870407001493,84.82572968211542,100,42.34289927878479,student_t,10.109021040878995,0.6718858299839156
000425.SHE,000425.SHE,XCMG Construction Machinery Co Ltd,-0.49121014106082317,0.0875,0.5611928792508503,1.0524030203116734,-0.6434197301710631,0.175,0.8449028942361134,1.4883226244071766,-0.7398553671726977,0.26249999999999996,1.0829601340460617,1.8228155012187595,-0.8074202821216464,0.35,1.2973857585017006,2.104806040623347,100,100,74.58746069190761,student_t,9.210209765651982,0.5969108163075904
000596.SHE,000596.SHE,Anhui Gujing Distillery Co Ltd,-0.6329988176660635,0.006608415605310693,0.48680608554183824,1.1198049032079016,-0.8913243926736879,0.013216831210621387,0.6923188886548177,1.5836432813285057,-1.0880069780986468,0.019825246815932077,0.8515520088221878,1.9395589869208347,-1.2527808041215056,0.026433662421242773,0.9868290022942979,2.2396098064158037,100,100,79.36446645305996,student_t,6.9185118416438165,0.39642445633267764
000617.SHE,000617.SHE,CNPC Capital Co Ltd,-0.8689480544729653,-0.0625,0.5347959862999118,1.4037440407728772,-1.2654897759850643,-0.125,0.7197040845763497,1.985193860561414,-1.5843090040122494,-0.1875,0.8470469954284112,2.431355999440661,-1.8628961089459306,-0.25,0.9445919725998235,2.8074880815457544,100,100,99.48822023680499,student_t,6.516183576533394,0.3633366098053314
000651.SHE,000651.SHE,Gree Electric Appliances Inc of Zhuhai,-0.13334181539221301,0.0875,0.27375388194315176,0.40709569733536477,-0.137317490466763,0.175,0.4384027658886426,0.5757202563554056,-0.12000924469505947,0.26249999999999996,0.5851011866324743,0.7051104313275338,-0.09168363078442604,0.35,0.7225077638863036,0.8141913946707295,26.195323081264586,100,28.852287324160038,student_t,10.016269882979799,0.6623579005737973
