date,ticker,close,return
2022-09-01,BTC/USD,20132.97,0.0
2022-09-02,BTC/USD,19954.16,-0.008881451668581453
2022-09-03,BTC/USD,19832.06,-0.006119024804852602
2022-09-04,BTC/USD,20002.38,0.008588114396588242
2022-09-05,BTC/USD,19795.12,-0.01036176694973312
2022-09-06,BTC/USD,18790.39,-0.05075644906421384
2022-09-07,BTC/USD,19290.53,0.026616797203251163
