security_id,ticker,issuer_id,company_name,country,region,sector,currency,industry,current_weight,current_market_value_usd,final_recommendation,final_recommendation_score,scorecard_score,portfolio_fit_score,regime_suitability_score,sentiment_alt_data_score,narrative_reframing_score,expected_total_return_12m,expected_dividend_return_12m,expected_volatility_12m,p5_return_12m,p50_return_12m,p95_return_12m,var_5_12m,cvar_5_12m,expected_shortfall_5_12m,dividend_cut_probability,large_drawdown_probability_12m,tail_risk_score,skewness_risk_score,forecast_uncertainty_score,liquidity_score,average_daily_value_usd,liquidity_observation_count,market_cap_usd,dividend_yield,free_cash_flow_yield,balance_sheet_strength_score,cashflow_quality_score,dividend_safety_score,regime_review_required_flag,regime_exclusion_flag,reframing_review_required_flag,reframing_exclusion_flag,alt_data_review_required_flag,alt_data_exclusion_flag,price_data_quality_score,price_data_exclusion_flag,sector_data_source,liquidity_data_source,market_cap_data_source,fundamentals_data_source,is_synthetic_data,is_synthetic_fundamentals,instrument_type,listing_status,risk_management_flags,target_weight,portfolio_method,eligible_for_optimisation,fallback_eligibility_used,optimisation_feasible,optimisation_status,eligible_security_count,candidate_security_count,baseline_weight,selected_weight,selected_weights_source
FGR.PA,FGR.PA,NAME:eiffagesa,Eiffage SA,France,EU ex-DACH,Industrials,EUR,Engineering & Construction,0.0,0.0,Hold,63.43801150019738,63.43801150019738,71.73625451526023,70.0827991297499,30.14583333333333,81.00001336983581,0.35,0.0385,0.2477910437565531,-0.3093028770968569,0.35,0.9054237923105484,-0.0992367517936134,-0.185963617108407,-0.185963617108407,0.2660508474424466,0.3292410238205469,26.56623101548672,52.31516376465637,43.0641657438151,41.86875891583452,31266394.89183309,60,13893781223.72723,0.0385,0.1888308542790103,43.175568865628456,78.17364561270423,74.04948926005576,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
000538.SHE,000538.SHE,NAME:yunnanbaiyaogroupcoltd,Yunnan Baiyao Group Co Ltd,China,Mainland China,Healthcare,CNY,Drug Manufacturers - Specialty & Generic,0.0,0.0,Hold,63.37662145808946,63.37662145808946,84.68679459298805,53.76563621228952,56.77083333333333,81.00001336983581,0.35,0.0312,0.1446015267728217,-0.0146331591014768,0.35,0.6649228333056835,0.0894203655173656,0.038809831146878,0.038809831146878,0.2364019851737035,0.2723438662654692,0.0,44.15362992459971,24.09143770878199,57.84593437945792,77385621.70982617,60,13386716764.810217,0.0312,0.0454904492065789,95.69367267773129,58.08751186281082,57.88551450912965,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;,0.05,cvar_constrained,True,False,True,optimal,142,140,0.05000000000000002,0.05000000000000002,baseline_optimiser
TMUS.US,TMUS.US,NAME:tmobileusinc,T-Mobile US Inc,United States,US,Communication Services,USD,Telecom Services,0.0,0.0,Hold,63.29688993730813,63.29688993730813,78.41476462196862,79.26238640688098,28.8125,90.2262276750101,0.1698289668390869,0.0235,0.2866667456725169,-0.6178565964445317,0.1698289668390869,0.8230287353056602,-0.3521017175978928,-0.4524350785832737,-0.4524350785832737,0.3282970604438885,0.3459163903937874,64.6335826547534,57.590963684723306,51.08188229257627,96.3623395149786,969533124.21,60,193048707072.0,0.0235,0.079912475115652,28.104379694269987,71.54292254092404,73.53956743926457,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
TTE.PA,TTE.PA,NAME:totalenergiesse,TotalEnergies SE,France,EU ex-DACH,Energy,EUR,Oil & Gas Integrated,0.0,0.0,Watchlist,63.16342384954427,63.16342384954427,78.66355749723603,60.93081983171008,76.95416666666668,81.00001336983581,0.35,0.0487999999999999,0.2257554089014739,-0.2358703958390852,0.35,0.8504149320003154,-0.0578816055011918,-0.1368959986167077,-0.1368959986167077,0.23922721685588,0.3023466017235143,19.55657123095825,47.76761187572212,38.510697576082464,84.1654778887304,349160863.3303335,60,189020995358.9045,0.0487999999999999,0.0549674388301253,70.66117789443612,58.08879702390864,47.73794457725192,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
601658.SHG,601658.SHG,NAME:postalsavingsbankofchinacoltd,Postal Savings Bank of China Co Ltd,China,Mainland China,Financials,CNY,Banks - Regional,0.0,0.0,Hold,62.99990771543699,62.99990771543699,89.8557687641232,77.59608940831181,55.47916666666667,86.71868425443364,0.35,0.0438999999999999,0.1877825940363791,-0.1342479099838677,0.35,0.7639916990735625,0.0108102008024636,-0.054913707110269,-0.054913707110269,0.2549432753940237,0.2924310659140928,7.844815301467007,47.46976089591967,31.844150932307706,65.04992867332382,112936314.43774389,60,88044142367.26971,0.0438999999999999,0.6686571939404901,42.50713266761769,95.32707742387922,68.29981118902215,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
PSON.LSE,PSON.LSE,NAME:pearsonplc,Pearson PLC,United Kingdom,UK,Communication Services,GBX,Publishing,0.0,0.0,Hold,62.91073147988753,62.91073147988753,75.39519366777817,55.57222462731273,74.32916666666668,81.00001336983581,0.35,0.0207,0.2527921631485866,-0.321501349179242,0.35,0.9159288871961532,-0.108291253719553,-0.1967685108215583,-0.1967685108215583,0.2269575407292591,0.3463221716627782,28.109787260222628,52.181041231126834,43.86904654170051,41.94008559201141,31278848.683334667,60,9868237313.949465,0.0207,0.0704222713225125,69.50902240329259,72.95465115963121,57.70788450681159,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
JNJ.US,JNJ.US,NAME:johnsonjohnson,Johnson & Johnson,United States,US,Healthcare,USD,Drug Manufacturers - General,0.0,0.0,Hold,62.81803584385965,62.81803584385965,82.5161185535439,58.76582547163933,68.52083333333333,73.98492652868289,0.2220617825509747,0.0208,0.1843821185460431,-0.250133542521309,0.2220617825509747,0.6277343853467108,-0.1105875630988739,-0.175121304589989,-0.175121304589989,0.2719575407292591,0.2706169141736441,25.017329227141293,45.86889613622673,31.12193952679957,99.2867332382311,2126125057.92,60,619295735808.0,0.0208,0.0311854238343853,86.43082865338103,62.37679927896353,50.48845997806879,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
FDX.US,FDX.US,NAME:fedexcorporation,FedEx Corporation,United States,US,Industrials,USD,Integrated Freight & Logistics,0.0,0.0,Hold,62.665446120535165,62.665446120535165,74.17255436467185,71.58809891835574,54.8125,83.2973760420765,0.35,0.0157,0.2864458295168222,-0.4084195358731758,0.35,0.9931953120949218,-0.1684390749076912,-0.268695115238579,-0.268695115238579,0.2492301790266932,0.3179797216167214,38.38501646265415,50.11005444182826,49.68967558054538,92.43937232524964,609553607.07,60,74728898560.0,0.0157,0.0684607976108781,45.36368085128293,62.45239705409307,61.323649242989084,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
601838.SHG,601838.SHG,NAME:bankofchengducoltd,Bank of Chengdu Co Ltd,China,Mainland China,Financials,CNY,Banks - Regional,0.0,0.0,Hold,62.47879421220545,62.47879421220545,91.65605407082792,79.3873422850826,48.77083333333333,81.00001336983581,0.35,0.0513,0.1952157106429291,-0.1612675240116377,0.35,0.7833036579950019,-0.0033548815978625,-0.0716803803228877,-0.0716803803228877,0.2869432753940237,0.3022844974147873,10.240054331841105,50.32977222292287,33.48668549329645,53.28102710413695,58401715.46647747,60,11201255934.728626,0.0513,0.9815077374032676,42.50713266761769,83.32185575626082,82.29275297266314,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
BUD.US,BUD.US,NAME:anheuserbuschinbevnvadr,Anheuser Busch Inbev NV ADR,United States,US,Consumer Staples,USD,Beverages - Brewers,0.0,0.0,Hold,62.46523522474097,62.46523522474097,66.03970152256859,67.23625167542268,72.52083333333334,85.54950311424149,0.3120029969863021,0.0158,0.267414201282399,-0.3975878123266529,0.3120029969863021,0.9117261416778584,-0.1724176935352604,-0.2660126639841002,-0.2660126639841002,0.2480992358135135,0.3283350385118145,38.00180914058574,51.244001756706254,46.41744891749756,71.11269614835949,162194688.63,60,165346803712.0,0.0158,0.0678997098701412,44.15137468009503,77.07215060273808,67.74042153850132,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
GILD.US,GILD.US,NAME:gileadsciencesinc,Gilead Sciences Inc,United States,US,Healthcare,USD,Drug Manufacturers - General,0.0,0.0,Hold,62.34680647882739,62.34680647882739,80.92268060775217,69.98098658969954,52.60416666666667,86.28947834408092,0.35,0.0249,0.2705844658172971,-0.3680971731777845,0.35,0.9575658160641518,-0.1400006640712154,-0.2347052271072694,-0.2347052271072694,0.2755130962848147,0.3124573094035729,33.52931815818135,50.88808703882536,46.99705055212654,96.64764621968617,1015085207.52,60,162471837696.0,0.0249,0.0582008558165819,69.08012798888356,75.18460543495439,60.75676217395305,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
BNZL.LSE,BNZL.LSE,NAME:bunzlplc,Bunzl PLC,United Kingdom,UK,Consumer Staples,GBX,Food Distribution,0.0,0.0,Hold,62.18645117896251,62.18645117896251,71.2754800690914,64.04440883761221,74.32916666666668,81.00001336983581,0.35,0.0262,0.215349202115168,-0.208577770709728,0.35,0.8265781769737304,-0.0391937157691892,-0.114565936509498,-0.114565936509498,0.2269575407292591,0.3111993567183436,16.366562358499728,48.12840873753822,36.69807243425678,50.14265335235378,49048902.30849109,60,12106075522.539074,0.0262,0.0925400759518445,53.372421558121744,72.14611741237579,63.97037128659533,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
STT.US,STT.US,NAME:statestreetcorp,State Street Corp,United States,US,Financials,USD,Asset Management,0.0,0.0,Hold,62.15331153715449,62.15331153715449,81.19115549215408,81.94098401875362,56.77083333333333,86.71868425443364,0.35,0.0197,0.2478602773586957,-0.296198663409739,0.35,0.9016757245871744,-0.0978618537008316,-0.1846129507763751,-0.1846129507763751,0.2513877198384682,0.2980502431631907,26.373278682339308,47.92667451013183,42.46672316014574,87.01854493580599,419063484.96,60,50797850624.0,0.0197,0.2134539132424848,42.50713266761769,80.50837583884845,67.73234072609048,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
601009.SHG,601009.SHG,NAME:bankofnanjingcoltd,Bank of Nanjing Co Ltd,China,Mainland China,Financials,CNY,Banks - Regional,0.0,0.0,Hold,62.14336897061506,62.14336897061506,91.11254479836,76.7985794721395,68.52083333333333,81.00001336983581,0.35,0.0469,0.2086666639536632,-0.195979232073883,0.35,0.813648572180016,-0.027511321046818,-0.1005446534306001,-0.1005446534306001,0.2869432753940237,0.2965689133516574,14.363521918657163,49.6702817541002,35.793055505371264,58.98716119828816,84127081.69711483,60,20485334922.54937,0.0469,1.510818996182139,42.50713266761769,86.6316949729924,69.29204895035576,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
COP.US,COP.US,NAME:conocophillips,ConocoPhillips,United States,US,Energy,USD,Oil & Gas E&P,0.0,0.0,Hold,62.07647203658895,62.07647203658895,82.50945078459344,61.82324861740099,36.35416666666667,81.08624857805513,0.35,0.0292,0.2992442310619871,-0.4495219701717242,0.35,1.0245846188906045,-0.192329348434101,-0.2970648293057965,-0.2970648293057965,0.2399575407292591,0.3370048917600275,42.43783275797093,51.80597047311712,52.25963344198152,95.07845934379458,826704468.24,60,140268158976.0,0.0292,0.0516368080459321,75.16380008152817,64.75495309506188,43.43019066964787,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
601166.SHG,601166.SHG,NAME:industrialbankcoltd,Industrial Bank Co Ltd,China,Mainland China,Financials,CNY,Banks - Regional,0.0,0.0,Hold,62.04624841049187,62.04624841049187,94.77356476982932,83.7387294553314,39.52083333333333,90.2262276750101,0.35,0.115,0.1785179350970298,-0.1146875429019011,0.35,0.7449822974795522,0.0271177368198053,-0.035363540464155,-0.035363540464155,0.3029432753940237,0.2864492225868082,5.051934352022152,49.3641635889253,30.47678578523872,80.17118402282453,284100793.6029325,60,57367688702.84971,0.115,1.649463378420182,42.50713266761769,86.02988499307727,70.89198837655313,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
DCC.LSE,DCC.LSE,NAME:dccplc,DCC plc,United Kingdom,UK,Energy,GBX,Oil & Gas Refining & Marketing,0.0,0.0,Hold,62.020524266703504,62.020524266703504,83.59187697733594,62.20504722644819,61.10416666666667,81.00001336983581,0.35,0.0339,0.2509598781554286,-0.3183646949904258,0.35,0.913137644466284,-0.1049508493857037,-0.1927868067401037,-0.1927868067401037,0.2809886518403702,0.3218622439185509,27.540972391443383,52.26810939739118,43.65889232195078,51.85449358059915,54851106.31839604,60,7250031514.764225,0.0339,0.0850251502377799,59.39684753546015,65.513830091478,60.38613452512811,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
ABI.BR,ABI.BR,NAME:anheuserbuschinbevsanv,Anheuser Busch Inbev SA NV,Belgium,EU ex-DACH,Consumer Staples,EUR,Beverages - Brewers,0.0,0.0,Watchlist,61.9762261292631,61.9762261292631,59.920981794782506,67.28963059838988,52.60416666666667,81.44223886264008,0.35,0.0156,0.2288710740338145,-0.2508778256647206,0.35,0.860147597328422,-0.0640888112544624,-0.1441936871662975,-0.1441936871662975,0.2872103469246246,0.2971222921153821,20.59909816661393,49.74851392463926,39.38777682777803,71.0413694721826,161472646.6091751,60,164562339895.87726,0.0156,0.068223385782577,44.15137468009503,77.19697228604764,67.59743651710332,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
SCHP.SW,SCHP.SW,NAME:schindlerps,Schindler Ps,Switzerland,DACH,Industrials,CHF,Specialty Industrial Machinery,0.0,0.0,Watchlist,61.96257611059313,61.96257611059313,69.72680470483296,52.39401565361956,52.60416666666667,81.00001336983581,0.2229997306487195,0.0229,0.191960452497851,-0.2802932370520418,0.2229997306487195,0.6489382719984842,-0.1245970863878946,-0.1917832447621425,-0.1917832447621425,0.2755130962848147,0.3116923394870521,27.397606394591797,50.799821279226805,32.94286750092434,45.00713266761769,37976402.736808605,60,34473767596.47984,0.0229,0.0491027774624848,97.93911959636972,65.24318851487007,61.83291205700962,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
DHL.XETRA,DHL.XETRA,NAME:deutschepostag,Deutsche Post AG,Germany,DACH,Industrials,EUR,Integrated Freight & Logistics,0.0,0.0,Watchlist,61.93572815185319,61.93572815185319,71.38344340820716,68.75618307521408,61.10416666666667,81.00001336983581,0.35,0.0342,0.2676346772070088,-0.3544674075304561,0.35,0.9483615801250614,-0.1342207319392642,-0.2278928689617173,-0.2278928689617173,0.2319575407292591,0.3216374463837714,32.5561241373882,49.6020344681645,46.18754562095402,65.62054208273894,116921871.84014766,60,69573369726.93408,0.0342,0.1035495697409928,50.93049596944746,73.8017644603758,59.957547730691154,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
RHHBY.US,RHHBY.US,NAME:rocheholdingltdadr,Roche Holding Ltd ADR,United States,US,Healthcare,USD,Drug Manufacturers - General,0.0,0.0,Hold,61.85859621025324,61.85859621025324,81.00506291873648,54.11213754630475,71.6625,73.98492652868289,0.2713406523808306,0.0275,0.286357923824541,-0.4902837569129481,0.2713406523808306,0.9147023846899696,-0.2474964675591573,-0.3477217408977467,-0.3477217408977467,0.2202908740625924,0.3428215457104937,49.67453441396382,51.41814849304271,49.8091937828845,66.26248216833096,120198520.02,60,358034702336.0,0.0275,0.0446912772275749,72.57288553712011,71.85117357523983,52.303274587159706,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
TFC.US,TFC.US,NAME:truistfinancialcorp,Truist Financial Corp,United States,US,Financials,USD,Banks - Regional,0.0,0.0,Hold,61.78862972806717,61.78862972806717,87.87410841654778,75.95438880257379,77.1875,81.00001336983581,0.35,0.0394,0.241987651614426,-0.287282941273586,0.35,0.8901879621907027,-0.0880210729709528,-0.1727167510360019,-0.1727167510360019,0.2602766087273571,0.3142780728467342,24.6738215765717,50.277748875327006,41.74338427100045,89.58630527817404,473968426.8,60,64245325824.0,0.0394,0.0893294559003714,42.50713266761769,75.62757006207384,65.25994110700725,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
GSK.US,GSK.US,NAME:glaxosmithklineplcadr,GlaxoSmithKline PLC ADR,United States,US,Healthcare,USD,Drug Manufacturers - General,0.0,0.0,Hold,61.43049965752014,61.43049965752014,84.23116848221721,58.753795790984015,51.14583333333333,73.98492652868289,0.35,0.0353,0.2693635186865576,-0.3652087984004349,0.35,0.9542665840400544,-0.1379983765813209,-0.2322756081216161,-0.2322756081216161,0.2444019851737035,0.3310321140405723,33.182229731659454,51.35612005249622,46.77768916691462,75.24964336661911,210146290.02,60,104486363136.0,0.0353,0.0605984259133037,68.59564779094283,71.31789830930884,45.09439922347583,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
601939.SHG,601939.SHG,NAME:chinaconstructionbankco,China Construction Bank Co,China,Mainland China,Financials,CNY,Banks - Diversified,0.0,0.0,Hold,61.38561175474095,61.38561175474095,89.68297989108468,81.22879753244179,27.27083333333333,73.98492652868289,0.35,0.0384,0.1936976710568329,-0.1548084328325925,0.35,0.7793983523375221,-0.0002739266050704,-0.0680681114749619,-0.0680681114749619,0.3029432753940237,0.2843670812371289,9.72401592499457,49.12391651011615,33.11924966230368,72.82453637660485,182900591.67110085,60,389369121267.589,0.0384,0.7886974134592342,42.50713266761769,90.07761298415168,71.37308771241774,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
SBRY.LSE,SBRY.LSE,NAME:jsainsburyplc,J Sainsbury PLC,United Kingdom,UK,Consumer Staples,GBX,Grocery Stores,0.0,0.0,Hold,61.16300249012455,61.16300249012455,75.23892514755075,68.54400224876477,61.10416666666667,83.2973760420765,0.35,0.0385,0.2127267375901076,-0.2191391544565193,0.35,0.8270962339748145,-0.0361210369002859,-0.1105753950568236,-0.1105753950568236,0.3389290309000277,0.3095256656012911,15.796485008117664,53.96452461784276,37.09085781119104,52.49643366619116,56418816.4390127,60,10225285640.493116,0.0385,0.1201725737112058,43.90281221438072,60.602073605608986,67.46217883180803,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,0.05,cvar_constrained,True,False,True,optimal,142,140,0.05000000000000002,0.05000000000000002,baseline_optimiser
PRU.LSE,PRU.LSE,NAME:prudentialplc,Prudential plc,United Kingdom,UK,Financials,GBX,Insurance - Life,0.0,0.0,Hold,61.08009402895454,61.08009402895454,75.42568582184379,66.63136862854532,39.52083333333333,81.00001336983581,0.3139807412416496,0.0192,0.2551419611756844,-0.3748262503199912,0.3139807412416496,0.8897060514734558,-0.1495358742328095,-0.238835560644299,-0.238835560644299,0.3029432753940237,0.3347865506255151,34.11936580632843,54.94154759339148,44.82986173293369,66.47646219686163,123750054.51713397,60,34004011651.622864,0.0192,0.0689918596674765,42.50713266761769,54.1230254338504,68.98752561080201,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
601211.SHG,601211.SHG,NAME:guotaijunansecuritiescoltd,Guotai Junan Securities Co Ltd,China,Mainland China,Financials,CNY,Capital Markets,0.0,0.0,Hold,61.049495920853474,61.049495920853474,81.44439215927298,78.73874752573826,51.14583333333333,71.77379906466153,0.35,0.0279999999999999,0.2539224625875852,-0.3291520561028871,0.35,0.9203785440789318,-0.1107394759558164,-0.1996123378614712,-0.1996123378614712,0.2593877198384682,0.3412653038455051,28.51604826592447,53.34379689655273,44.29802541048135,84.73609129814551,371207343.9827953,60,46667345186.23625,0.0279999999999999,0.2517743980307815,42.50713266761769,89.40296858535694,58.97029555957825,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
0823.HK,0823.HK,NAME:linkrealestateinvestmenttrust,Link Real Estate Investment Trust,Hong Kong,Hong Kong,Real Estate,HKD,REIT - Retail,0.0,0.0,Hold,61.00868305496552,61.00868305496552,93.34060347646256,64.20382450328518,56.60416666666667,84.07541813822725,0.35,0.0654,0.1973293814496061,-0.1614148818556847,0.35,0.7859589778800746,-0.0066942897958139,-0.0757595733031761,-0.0757595733031761,0.2399575407292591,0.3076083831103472,10.822796186168018,48.41406562892325,33.586045276277254,51.71184022824536,54522449.85666051,60,12840771339.236795,0.0654,0.0835675100161814,72.8735892098102,72.49017139983539,66.64716110374123,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;,0.05,cvar_constrained,True,False,True,optimal,142,140,0.05000000000000002,0.05000000000000002,baseline_optimiser
MDT.US,MDT.US,NAME:medtronicplc,Medtronic PLC,United States,US,Healthcare,USD,Medical Devices,0.0,0.0,Hold,60.843302183911696,60.843302183911696,83.94193881031993,63.5691629191719,48.77083333333333,81.44223886264008,0.1946147810817785,0.0335,0.2357074581168839,-0.4406224545598334,0.1946147810817785,0.7257785953066012,-0.2335125420648093,-0.3160101524057187,-0.3160101524057187,0.3412730962848146,0.3157324284958598,45.14430748653125,54.80690847255077,41.35093877515049,95.22111269614835,833246832.96,60,109981483008.0,0.0335,0.0493355776954318,53.98212024295142,70.97879998504756,50.43604322942534,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
