security_id,ticker,issuer_id,company_name,country,region,sector,currency,industry,current_weight,current_market_value_usd,final_recommendation,final_recommendation_score,scorecard_score,portfolio_fit_score,regime_suitability_score,sentiment_alt_data_score,narrative_reframing_score,expected_total_return_12m,expected_dividend_return_12m,expected_volatility_12m,p5_return_12m,p50_return_12m,p95_return_12m,var_5_12m,cvar_5_12m,expected_shortfall_5_12m,dividend_cut_probability,large_drawdown_probability_12m,tail_risk_score,skewness_risk_score,forecast_uncertainty_score,liquidity_score,average_daily_value_usd,liquidity_observation_count,market_cap_usd,dividend_yield,free_cash_flow_yield,balance_sheet_strength_score,cashflow_quality_score,dividend_safety_score,regime_review_required_flag,regime_exclusion_flag,reframing_review_required_flag,reframing_exclusion_flag,alt_data_review_required_flag,alt_data_exclusion_flag,price_data_quality_score,price_data_exclusion_flag,sector_data_source,liquidity_data_source,market_cap_data_source,fundamentals_data_source,is_synthetic_data,is_synthetic_fundamentals,instrument_type,listing_status,risk_management_flags,target_weight,portfolio_method,eligible_for_optimisation,fallback_eligibility_used,optimisation_feasible,optimisation_status,eligible_security_count,candidate_security_count,baseline_weight,selected_weight,selected_weights_source
BMY.US,BMY.US,NAME:bristolmyerssquibbcompany,Bristol-Myers Squibb Company,United States,US,Healthcare,USD,Drug Manufacturers - General,0.0,0.0,Hold,64.0,64.0,86.31141099291622,78.84816641256987,22.14583333333333,81.44223886264008,0.35,0.0395999999999999,0.2785598197290843,-0.3949558178240683,0.35,0.9780940676174484,-0.1548715668034972,-0.2523675037086767,-0.2523675037086767,0.3043088839783237,0.3090382058137264,36.05250052981096,52.04411750041662,48.67699815138294,94.8644793152639,798278045.35,60,131040149504.0,0.0395999999999999,0.0980233924382687,41.82432837546772,86.22808208032275,65.65137418060519,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
ADP.US,ADP.US,NAME:automaticdataprocessinginc,Automatic Data Processing Inc,United States,US,Technology,USD,Software - Application,0.0,0.0,Hold,64.0,64.0,76.89594908936718,63.442029770287945,82.20416666666668,84.07541813822725,0.35,0.0252,0.2691585908082268,-0.3657889053476238,0.35,0.9537801181782656,-0.1378501517397412,-0.2320556585226205,-0.2320556585226205,0.2269575407292591,0.3438138661264991,33.15080836037437,51.89162136155617,46.78100890568685,94.57917261055636,756634508.37,60,108655337472.0,0.0252,0.0404278344920881,77.62016475351703,66.58972939016087,59.68152789472936,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
SHEL.LSE,SHEL.LSE,NAME:shellplc,Shell plc,United Kingdom,UK,Energy,GBX,Oil & Gas Integrated,0.0,0.0,Hold,64.0,64.0,83.90250465208631,79.8297281025183,68.52083333333333,81.44223886264008,0.35,0.0358,0.2264089726508967,-0.2444663184945658,0.35,0.8543085972718718,-0.0597274504030453,-0.1389705908308592,-0.1389705908308592,0.2719575407292591,0.3064801884241963,19.8529415472656,50.00696624205965,38.95347511452594,87.16119828815977,424251353.3429188,60,243086066810.4481,0.0358,0.0983849066867705,69.22999347406474,72.94713977719265,74.70201507994837,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
MET.US,MET.US,NAME:metlifeinc,MetLife Inc,United States,US,Financials,USD,Insurance - Life,0.0,0.0,Hold,64.0,64.0,83.19917974322397,80.38142891089983,52.77083333333333,86.71868425443364,0.35,0.0246,0.2375063761066795,-0.2763309117791935,0.35,0.8806181912182665,-0.0799459018835486,-0.1630731335208864,-0.1630731335208864,0.2869432753940237,0.3033771241936037,23.29616193155521,50.45584454355555,41.0158508769274,85.66333808844507,385322342.45,60,63748108288.0,0.0246,0.2681177600248479,42.50713266761769,89.86240211736279,62.5122546017558,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
NVS.US,NVS.US,NAME:novartisagadr,Novartis AG ADR,United States,US,Healthcare,USD,Drug Manufacturers - General,0.0,0.0,Hold,64.0,64.0,85.525034388066,61.69108169834516,52.60416666666667,86.28947834408092,0.3349536379928369,0.0306999999999999,0.2173839245570056,-0.2363537169311894,0.3349536379928369,0.8195393427050737,-0.0584225279081521,-0.134506901503104,-0.134506901503104,0.3165797380625924,0.2861061761509181,19.215271643300586,50.05885237463013,37.43323899367651,80.09985734664765,282998481.5,60,293109268480.0,0.0306999999999999,0.0520079084467441,77.35803892340972,75.17257071173687,55.39208587951886,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
PGR.US,PGR.US,NAME:progressivecorp,Progressive Corp,United States,US,Financials,USD,Insurance - Property & Casualty,0.0,0.0,Hold,64.0,64.0,92.67671184022824,86.39873316604246,61.10416666666667,84.07541813822725,0.35,0.0653,0.256844301390435,-0.3314271911808261,0.35,0.9258802255846464,-0.1152552251243275,-0.2051507306109797,-0.2051507306109797,0.276436608727357,0.3153098762626881,29.30724723013997,51.26695696178323,44.573727036824245,94.151212553495,708739067.04,60,125192593408.0,0.0653,0.1373883193228977,42.50713266761769,82.68592943703834,80.4178192353608,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
SHEL.US,SHEL.US,NAME:shellplcadr,Shell PLC ADR,United States,US,Energy,USD,Oil & Gas Integrated,0.0,0.0,Hold,64.0,64.0,88.51818830242512,81.0568103065126,66.45416666666668,81.00001336983581,0.35,0.0356,0.2198581755669417,-0.215975463456938,0.35,0.8356037494092583,-0.0468080519154167,-0.1237584133638463,-0.1237584133638463,0.2269575407292591,0.2953200364185854,17.67977333769234,46.29617947218151,37.28030564909934,92.58202567760344,620939468.8,60,247694376960.0,0.0356,0.0965544728690477,69.22999347406474,72.57267472726399,74.63144090020515,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,0.05,cvar_constrained,True,False,True,optimal,142,140,0.05000000000000002,0.05000000000000002,baseline_optimiser
T.US,T.US,NAME:attinc,AT&T Inc.,United States,US,Communication Services,USD,Telecom Services,0.0,0.0,Hold,64.0,64.0,89.47539229671898,82.76303586813648,67.7875,84.07541813822725,0.35,0.0481,0.2478356658937052,-0.3039068606143229,0.35,0.9037743986773424,-0.0987175309366067,-0.1854600139994036,-0.1854600139994036,0.2526606513272546,0.3204387248215437,26.494287714200517,50.57850332010722,42.81439374440277,98.5021398002853,1516564935.03,60,162470068224.0,0.0481,0.1196651187047882,42.92445881034968,81.5922699253262,68.79718012457172,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
LOW.US,LOW.US,NAME:lowescompaniesinc,Lowe's Companies Inc,United States,US,Consumer Discretionary,USD,Home Improvement Retail,0.0,0.0,Hold,64.0,64.0,79.23713578140703,71.15912966963465,51.14583333333333,86.28947834408092,0.35,0.0227,0.2737625100199735,-0.3804543873742828,0.35,0.965706594008703,-0.1462542966483443,-0.242071175155335,-0.242071175155335,0.2612210419590741,0.3298972199775163,34.58159645076216,52.13081225674048,47.72373989978712,93.43794579172612,673101374.4,60,122458423296.0,0.0227,0.0624783481125378,53.57145146557473,67.81768220710117,63.59302995073934,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
EOG.US,EOG.US,NAME:eogresourcesinc,EOG Resources Inc,United States,US,Energy,USD,Oil & Gas E&P,0.0,0.0,Hold,64.0,64.0,84.4966119828816,60.46022556839611,56.77083333333333,90.2262276750101,0.35,0.0304,0.2709988296455706,-0.3612337822191814,0.35,0.9556006094359848,-0.1400017354735905,-0.2348513258495402,-0.2348513258495402,0.2364019851737035,0.3125327082720875,33.55018940707718,48.79080400228645,46.68406146632044,89.80028530670471,483060676.2,60,71440875520.0,0.0304,0.0482916814063143,90.57125326855692,69.0907816673494,46.91305532278655,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
3968.HK,3968.HK,NAME:chinamerchantsbankcoltdclassh,China Merchants Bank Co Ltd Class H,Hong Kong,Hong Kong,Financials,HKD,Banks - Regional,0.0,0.0,Hold,64.0,64.0,96.0046548316694,77.0175078798738,66.45416666666668,73.98492652868289,0.35,0.0911999999999999,0.2033113899750918,-0.1762529117963471,0.35,0.799294841038837,-0.0173685829895619,-0.0885275694808441,-0.0885275694808441,0.2419432753940237,0.3023327602800821,12.646795640120589,47.91226409199537,34.58485861646188,59.77175463623395,86976035.3035612,60,156425067328.53412,0.0911999999999999,0.3999926541265614,42.50713266761769,95.33797345892368,73.0253638630183,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
2020.HK,2020.HK,NAME:antasportsproductsltd,ANTA Sports Products Ltd,Hong Kong,Hong Kong,Consumer Discretionary,HKD,Leisure,0.0,0.0,Hold,64.0,64.0,80.33094895829754,69.58629821293091,51.14583333333333,85.54950311424149,0.35,0.0289999999999999,0.2631431909392518,-0.354302761928375,0.35,0.941497069223946,-0.1274861236433276,-0.2195862404720658,-0.2195862404720658,0.2444019851737035,0.3482782862257048,31.369462924580837,53.34606299693458,45.93834984027642,56.99001426533523,74392037.20456138,60,26263001935.146843,0.0289999999999999,0.1028787095643573,87.04933989421993,83.53273593426587,69.94088056761596,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
3988.HK,3988.HK,NAME:bankofchinaltdh,Bank of China Ltd H,Hong Kong,Hong Kong,Financials,HKD,Banks - Diversified,0.0,0.0,Hold,64.0,64.0,92.73628821255384,82.18369040459928,61.10416666666667,71.77379906466153,0.35,0.0484,0.1885569340696135,-0.1340184769722858,0.35,0.7650155239687948,0.0096459477711262,-0.0563489791532384,-0.0563489791532384,0.2469432753940237,0.2878287899696677,8.049854164748353,46.507959825409074,31.87231350138981,70.25677603423681,154213929.70758748,60,214712469258.58444,0.0484,0.5236997578428297,42.50713266761769,89.39155249133542,77.8001506974693,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;,0.05,cvar_constrained,True,False,True,optimal,142,140,0.05000000000000002,0.05000000000000002,baseline_optimiser
601288.SHG,601288.SHG,NAME:agriculturalbankofchinaltdclassa,Agricultural Bank of China Ltd Class A,China,Mainland China,Financials,CNY,Banks - Diversified,0.0,0.0,Hold,64.0,64.0,86.09186006226871,87.1203374134275,34.60416666666667,81.08624857805513,0.35,0.0384,0.2429399983025683,-0.2973951718027844,0.35,0.8949723251297035,-0.0905098067004995,-0.1755388061063984,-0.1755388061063984,0.2904988309495793,0.3200493269910968,25.076972300914065,52.57101324241159,42.27149432759921,85.09272467902996,374307428.8695754,60,334691701057.1124,0.0384,0.9210245765812624,42.50713266761769,96.54933142672886,77.3338354465567,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
601169.SHG,601169.SHG,NAME:bankofbeijingcoltd,Bank of Beijing Co Ltd,China,Mainland China,Financials,CNY,Banks - Regional,0.0,0.0,Hold,64.0,64.0,92.23593994814604,81.27236285237748,76.95416666666668,73.98492652868289,0.35,0.0553,0.1553590952839788,-0.0489316454919397,0.35,0.6907617504455061,0.0693114716778046,0.014935788328412,0.014935788328412,0.2419432753940237,0.3009245825557862,0.0,47.74978204688431,26.223412891556485,61.12696148359487,92461468.66353317,60,15656610069.764692,0.0553,3.566373810256345,42.50713266761769,89.84955365601655,79.81221259228293,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
600690.SHG,600690.SHG,NAME:qingdaohaiercoltd,Qingdao Haier Co Ltd,China,Mainland China,Consumer Discretionary,CNY,"Furnishings, Fixtures & Appliances",0.0,0.0,Hold,64.0,64.0,89.32400297634335,72.5440750545217,61.10416666666667,86.28947834408092,0.35,0.0558,0.2195111665132909,-0.2226475712454156,0.35,0.8369721459219235,-0.047035160622601,-0.1238640689022528,-0.1238640689022528,0.2319575407292591,0.3182621431403442,17.694866986036125,49.2125764016152,37.56535546203971,71.18402282453637,162437058.73980132,60,30396625715.974934,0.0558,0.0834002448624114,82.46508652523966,66.2204950874551,73.85733284377307,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
600019.SHG,600019.SHG,NAME:baoshanironsteelcoltd,Baoshan Iron & Steel Co Ltd,China,Mainland China,Materials,CNY,Steel,0.0,0.0,Hold,64.0,64.0,91.67263752303904,67.14642010340025,23.27083333333333,90.2262276750101,0.35,0.0615,0.2261633400597571,-0.2494072729142079,0.35,0.855541344512893,-0.059885158837143,-0.139042327858058,-0.139042327858058,0.2879575407292591,0.3157388170374406,19.863189694008287,51.93680800512632,39.17234353839728,60.27104136947218,88565135.43809861,60,18544522549.36739,0.0615,0.1202716173419923,74.8167186659062,65.15841921857734,56.73381085177736,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
600050.SHG,600050.SHG,NAME:chinaunitednetworkcommunicationsltd,China United Network Communications Ltd,China,Mainland China,Communication Services,CNY,Telecom Services,0.0,0.0,Hold,64.0,64.0,85.00680300092777,76.14266455684435,61.10416666666667,86.28947834408092,0.35,0.0373,0.2236612110018725,-0.2356555028059771,0.35,0.8469890595788228,-0.0547547980645675,-0.1330362219152229,-0.1330362219152229,0.2319575407292591,0.3242555320383413,19.005174559317567,49.90412127446104,38.38162613069485,67.97432239657631,132320803.0034291,60,19870674593.8276,0.0373,0.1768111393674437,92.05071052675972,73.33633695515867,69.84311332524103,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
600406.SHG,600406.SHG,NAME:naritechnologycoltd,NARI Technology Co Ltd,China,Mainland China,Industrials,CNY,Specialty Industrial Machinery,0.0,0.0,Hold,64.0,64.0,76.71733882066378,67.19613740620865,77.1875,90.2262276750101,0.35,0.0256999999999999,0.280701215561165,-0.3974275007860476,0.35,0.981015353759552,-0.1586366918580308,-0.2568821173044386,-0.2568821173044386,0.2452908740625924,0.3327645210027299,36.69744532920552,51.60387641137765,48.86818825299056,81.38373751783166,306910005.1968783,60,28633967789.99645,0.0256999999999999,0.055017647177073,98.67611846026608,71.09241955933115,67.88054746995013,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
601766.SHG,601766.SHG,NAME:crrccorpltdclassa,CRRC Corp Ltd Class A,China,Mainland China,Industrials,CNY,Railroads,0.0,0.0,Hold,64.0,64.0,89.1506483784384,71.81518303928092,55.4375,86.71868425443364,0.35,0.0742,0.2204320583046171,-0.2322813779878997,0.35,0.8415998406089031,-0.0494078735501362,-0.1265590939567522,-0.1265590939567522,0.2674757009971725,0.3223588468976848,18.07987056525032,51.59778931111908,38.07095040515041,73.1811697574893,185657910.3405463,60,24942254662.40984,0.0742,0.0877230270487249,92.47709820657562,65.67771008741059,68.49375712466241,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
603195.SHG,603195.SHG,NAME:gongniugroupcoltd,Gongniu Group Co Ltd,China,Mainland China,Industrials,CNY,Electrical Equipment & Parts,0.0,0.0,Hold,64.0,64.0,86.92275964805324,55.3964406389912,53.35416666666667,84.07541813822725,0.35,0.0466,0.2129717930264529,-0.2191880875529815,0.35,0.8273995362553322,-0.0365130675650531,-0.1110531951243117,-0.1110531951243117,0.3328197629514813,0.3107878313361499,15.86474216061596,53.781198543866296,37.10334516578457,43.65192582025678,34445742.52690079,60,10846372188.719404,0.0466,0.0578280882128851,99.53984039575458,72.07251643339455,64.7255141142565,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
2057.HK,2057.HK,NAME:ztoexpresscaymaninc,Zto Express Cayman Inc,Hong Kong,Hong Kong,Industrials,HKD,Integrated Freight & Logistics,0.0,0.0,Hold,64.0,64.0,79.6048126200217,50.45625654795426,52.77083333333333,73.98492652868289,0.35,0.0283999999999999,0.2940905257348717,-0.4468795886956738,0.35,1.0163501886272672,-0.1842441454707313,-0.2871758294779364,-0.2871758294779364,0.2719575407292591,0.3479642774691024,41.02511849684806,54.79359190108729,51.87403161458625,46.14835948644793,40342833.16557304,60,18033019278.588264,0.0283999999999999,0.0483102321918509,95.38759273162488,64.9558866946546,55.67489643413872,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
EN.PA,EN.PA,NAME:bouyguessa,Bouygues SA,France,EU ex-DACH,Industrials,EUR,Engineering & Construction,0.0,0.0,Hold,64.0,64.0,75.8594713483558,67.84792006563778,68.52083333333333,86.28947834408092,0.35,0.043,0.2266889702120892,-0.2432452076416983,0.35,0.8544084765625459,-0.0600020935902098,-0.139343233164441,-0.139343233164441,0.2719575407292591,0.3000455475431001,19.90617616634872,49.26450767885628,38.91372551237467,48.85877318116976,46561566.62603525,60,21478469117.462776,0.043,0.157579168351245,58.80739333711991,67.50067692198391,64.0264600204283,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
ORA.PA,ORA.PA,NAME:orangesa,Orange S.A.,France,EU ex-DACH,Communication Services,EUR,Telecom Services,0.0,0.0,Hold,64.0,64.0,79.69672440165829,64.3145820960712,57.10416666666667,81.00001336983581,0.35,0.0472,0.2231188592413986,-0.2353747454814305,0.35,0.8468299267945407,-0.0537182383582076,-0.1318098390926971,-0.1318098390926971,0.2809806578060674,0.3009231489661977,18.829977013242445,49.85162953181106,38.36603126393779,59.05848787446505,84265599.93620488,60,49246074407.90148,0.0472,0.0766389056902385,76.95125373147171,69.29549448180433,64.23281862378607,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0499999999999997,cvar_constrained,True,False,True,optimal,142,140,0.04999999999999971,0.04999999999999971,baseline_optimiser
601988.SHG,601988.SHG,NAME:bankofchinalimited,Bank of China Limited,China,Mainland China,Financials,CNY,Banks - Diversified,0.0,0.0,Hold,64.0,64.0,89.46810827910181,83.30327081879328,61.10416666666667,71.77379906466153,0.35,0.0391,0.1954627070663335,-0.1525146103719935,0.35,0.7807321115300676,-0.0028470048977139,-0.0712589523709306,-0.0712589523709306,0.2469432753940237,0.2887653905445081,10.179850338704384,46.616029122506056,33.0852137555098,78.45934379457917,257103509.0546293,60,274796837989.8309,0.0391,0.4091927293600002,42.50713266761769,89.1169447880544,74.7527729528188,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
002415.SHE,002415.SHE,NAME:hangzhouhikvisiondigitaltechnologycoltd,Hangzhou Hikvision Digital Technology Co Ltd,China,Mainland China,Technology,CNY,Computer Hardware,0.0,0.0,Hold,64.0,64.0,79.70107591340478,66.04501266102373,23.27083333333333,71.77379906466153,0.35,0.0306999999999999,0.2807170221247403,-0.4026534399793849,0.35,0.9833082731211092,-0.1590690524275069,-0.257320010171166,-0.257320010171166,0.2879575407292591,0.3224614961825929,36.76000145302372,52.712501752643895,49.13474482013192,90.01426533523538,494957623.8145915,60,50446349561.31016,0.0306999999999999,0.0636313381398723,98.18933106951788,73.51580589302898,50.98860352711491,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
002352.SHE,002352.SHE,NAME:sfholdingcoltd,S.F. Holding Co. Ltd,China,Mainland China,Industrials,CNY,Integrated Freight & Logistics,0.0,0.0,Hold,64.0,64.0,78.33805922009319,68.29755925402026,55.47916666666667,71.77379906466153,0.35,0.0264,0.2033399654211385,-0.1854166862853826,0.35,0.8018423312671765,-0.0184993848988791,-0.0896683727962776,-0.0896683727962776,0.2399575407292591,0.3364162636931755,12.809767542325371,51.73805185001882,35.00004324816571,64.69329529243937,112029092.8520752,60,25915624963.9352,0.0264,0.1029445376216473,77.65098671662786,70.38325837887496,59.51330359514246,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
0293.HK,0293.HK,NAME:cathaypacificairwayslimited,Cathay Pacific Airways Limited,Hong Kong,Hong Kong,Industrials,HKD,Airlines,0.0,0.0,Hold,64.0,64.0,86.08769421773924,73.5421415512133,71.6625,86.28947834408092,0.35,0.0594,0.2949219233138438,-0.43756670576234,0.35,1.014041639995007,-0.1846136275941683,-0.2878363007540137,-0.2878363007540137,0.2202908740625924,0.3481553135095997,41.11947153628767,52.0335832390934,51.46203172380811,41.51212553495007,30635278.03784163,60,11591218133.401287,0.0594,0.1709395592858201,55.3526914738723,82.47722064869924,85.45156400000215,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
MCD.US,MCD.US,NAME:mcdonaldscorporation,McDonald’s Corporation,United States,US,Consumer Discretionary,USD,Restaurants,0.0,0.0,Hold,63.9088490346246,63.9088490346246,85.35963934774085,61.82305053809608,82.20416666666668,73.98492652868289,0.35,0.0272,0.1810170697391202,-0.1144649181906294,0.35,0.7480909235206754,0.0232265448090685,-0.0401294295996235,-0.0401294295996235,0.2496808908677884,0.2876779867223422,5.732775657089075,46.63796951468963,30.57909953427843,97.8601997146933,1293195713.32,60,196284350464.0,0.0272,0.0366101524803831,52.20132849617452,68.55941173676334,55.5245911033436,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;,0.05,cvar_constrained,True,False,True,optimal,142,140,0.05000000000000002,0.05000000000000002,baseline_optimiser
