security_id,ticker,company_name,country,region,sector,currency,current_weight,target_weight,weight_change,trade_action,trade_size_usd,expected_total_return_12m,expected_dividend_return_12m,p5_return_12m,var_5_12m,cvar_5_12m,expected_shortfall_5_12m,dividend_cut_probability,large_drawdown_probability_12m,regime_suitability_score,portfolio_fit_score,final_recommendation_score,risk_flags,trade_rationale,expected_portfolio_impact
601728.SHG,601728.SHG,China Telecom Corp Ltd,China,Mainland China,Communication Services,CNY,0.0,0.0,0.0,Hold,0.0,0.35,0.0432,-0.27495357173102375,-0.07287779657919946,-0.15439171516448508,-0.15439171516448508,0.3053442073959258,0.32810498907382646,65.02932370243632,86.83383581119881,64,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,Hold: acceptable risk-adjusted return but limited incremental portfolio benefit.,0.0
EOG.US,EOG.US,EOG Resources Inc,United States,US,Energy,USD,0.0,0.0,0.0,Hold,0.0,0.35,0.0304,-0.36123378221918145,-0.14000173547359052,-0.23485132584954024,-0.23485132584954024,0.23640198517370353,0.31253270827208757,60.46022556839611,84.4966119828816,64,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold: acceptable risk-adjusted return but limited incremental portfolio benefit.,0.0
LOW.US,LOW.US,Lowe's Companies Inc,United States,US,Consumer Discretionary,USD,0.0,0.0,0.0,Hold,0.0,0.35,0.0227,-0.38045438737428283,-0.14625429664834433,-0.24207117515533505,-0.24207117515533505,0.2612210419590741,0.3298972199775163,71.15912966963465,79.23713578140703,64,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold: acceptable risk-adjusted return but limited incremental portfolio benefit.,0.0
2020.HK,2020.HK,ANTA Sports Products Ltd,Hong Kong,Hong Kong,Consumer Discretionary,HKD,0.0,0.0,0.0,Hold,0.0,0.35,0.028999999999999998,-0.35430276192837507,-0.12748612364332768,-0.21958624047206582,-0.21958624047206582,0.24440198517370354,0.3482782862257048,69.58629821293091,80.33094895829754,64,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold: acceptable risk-adjusted return but limited incremental portfolio benefit.,0.0
3968.HK,3968.HK,China Merchants Bank Co Ltd Class H,Hong Kong,Hong Kong,Financials,HKD,0.0,0.0,0.0,Hold,0.0,0.35,0.09119999999999999,-0.17625291179634717,-0.017368582989561954,-0.0885275694808441,-0.0885275694808441,0.24194327539402372,0.30233276028008216,77.0175078798738,96.0046548316694,64,narrative_review;ml_drawdown_risk;,Hold: acceptable risk-adjusted return but limited incremental portfolio benefit.,0.0
601169.SHG,601169.SHG,Bank of Beijing Co Ltd,China,Mainland China,Financials,CNY,0.0,0.0,0.0,Hold,0.0,0.35,0.0553,-0.04893164549193979,0.0693114716778046,0.014935788328412018,0.014935788328412018,0.24194327539402372,0.30092458255578625,81.27236285237748,92.23593994814603,64,narrative_review;ml_drawdown_risk;,Hold: acceptable risk-adjusted return but limited incremental portfolio benefit.,0.0
600690.SHG,600690.SHG,Qingdao Haier Co Ltd,China,Mainland China,Consumer Discretionary,CNY,0.0,0.0,0.0,Hold,0.0,0.35,0.0558,-0.22264757124541568,-0.04703516062260105,-0.12386406890225286,-0.12386406890225286,0.23195754072925912,0.3182621431403442,72.5440750545217,89.32400297634335,64,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold: acceptable risk-adjusted return but limited incremental portfolio benefit.,0.0
600019.SHG,600019.SHG,Baoshan Iron & Steel Co Ltd,China,Mainland China,Materials,CNY,0.0,0.0,0.0,Hold,0.0,0.35,0.061500000000000006,-0.24940727291420794,-0.059885158837143015,-0.139042327858058,-0.139042327858058,0.2879575407292591,0.3157388170374406,67.14642010340025,91.67263752303904,64,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold: acceptable risk-adjusted return but limited incremental portfolio benefit.,0.0
2328.HK,2328.HK,PICC Property & Casualty-H,Hong Kong,Hong Kong,Financials,HKD,0.0,0.0,0.0,Hold,0.0,0.35,0.047400000000000005,-0.44689230203428587,-0.18843987253412098,-0.2923307622543026,-0.2923307622543026,0.24194327539402372,0.3458915342634768,75.10105650268714,86.95133814122717,64,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;cvar_risk;,Hold: acceptable risk-adjusted return but limited incremental portfolio benefit.,0.0
ADP.US,ADP.US,Automatic Data Processing Inc,United States,US,Technology,USD,0.0,0.0,0.0,Hold,0.0,0.35,0.0252,-0.36578890534762387,-0.1378501517397412,-0.23205565852262056,-0.23205565852262056,0.2269575407292591,0.34381386612649917,63.442029770287945,76.89594908936718,64,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold: acceptable risk-adjusted return but limited incremental portfolio benefit.,0.0
