date,baseline_return,gross_return,net_return,active_return,transaction_cost,incremental_turnover,drawdown,expected_cvar,active_return_component,transaction_cost_penalty,turnover_penalty,drawdown_penalty,tail_risk_penalty,volatility_penalty,constraint_violations,overlay_json,reward,seed,split
2025-07-31,0.032145567957444034,0.03151045190837756,0.0314958140252769,-0.0006497539321671311,1.4637883100658656e-05,0.007704149000346661,0.0,-0.09004612583424615,-0.06497539321671311,0.0003659470775164664,0.00038520745001733306,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.007704149000346661, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": -0.009999999776482582}",-0.06572654774424691,23,test
2025-08-31,-0.010170713717258199,-0.0104097214848391,-0.010414083601313759,-0.00024336988405555988,4.362116474658251e-06,0.0022958507761359215,-0.010414083601313795,-0.08855768924408804,-0.02433698840555599,0.00010905291186645627,0.00011479253880679608,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": -0.009999999776482582}",-0.02456083385622924,23,test
2025-09-30,0.02101066654250136,0.020716996219654654,0.020716996219654654,-0.00029367032284670705,0.0,0.0,0.0,-0.07924701513105256,-0.029367032284670705,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": -0.009999999776482582}",-0.029367032284670705,23,test
2025-10-31,0.029931773421298317,0.029480574193956176,0.029480574193956176,-0.000451199227342141,0.0,0.0,0.0,-0.07060097478395996,-0.0451199227342141,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": -0.009999999776482582}",-0.0451199227342141,23,test
2025-11-30,-0.005211831463595365,-0.00514120589668706,-0.00514120589668706,7.06255669083054e-05,0.0,0.0,-0.0051412058966872065,-0.06265279599412422,0.00706255669083054,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": -0.009999999776482582}",0.00706255669083054,23,test
2025-12-31,0.02621068906993365,0.025722381417746888,0.025722381417746888,-0.0004883076521867633,0.0,0.0,0.0,-0.05598776643982324,-0.048830765218676325,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": -0.009999999776482582}",-0.048830765218676325,23,test
2026-01-31,0.0741067430090526,0.07318452423845981,0.07318452423845981,-0.0009222187705927865,0.0,0.0,0.0,-0.06071459423475648,-0.09222187705927865,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": -0.009999999776482582}",-0.09222187705927865,23,test
2026-02-28,0.00652572516212242,0.006131645823147923,0.006131645823147923,-0.0003940793389744972,0.0,0.0,0.0,-0.06866362655695113,-0.03940793389744972,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": -0.009999999776482582}",-0.03940793389744972,23,test
2026-03-31,0.008098803222641605,0.008210281615291847,0.008210281615291847,0.0001114783926502421,0.0,0.0,0.0,-0.06797799047189022,0.01114783926502421,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": -0.009999999776482582}",0.01114783926502421,23,test
2026-04-30,-0.008272729242609491,-0.00803193981164588,-0.008050939811221198,0.00022178943138829316,1.8999999575316906e-05,0.009999999776482582,-0.00805093981122118,-0.052611583344588354,0.022178943138829316,0.00047499998938292263,0.0004999999888241291,0.0,0.0,0.0,0,"{""US"": -0.006846778094768524, ""UK"": 0.0, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": -0.009999999776482582}",0.021203943160622265,23,test
2026-05-31,-0.04908673069778624,-0.04742229307468268,-0.04743484632826629,0.0016518843695199487,1.2553253583610058e-05,0.006606975570321083,-0.05510389104674418,-0.05910820314955134,0.16518843695199487,0.00031383133959025147,0.0003303487785160542,0.0,0.0,0.0,0,"{""US"": -0.009999999776482582, ""UK"": 0.0, ""DACH"": 0.0, ""EU ex-DACH"": -0.003453753888607025, ""Mainland China"": 0.0, ""Hong Kong"": -0.009999999776482582}",0.16454425683388854,23,test
2025-06-30,0.01663964845953985,0.01623744958756978,0.01621844958799446,-0.00042119887154538904,1.8999999575316906e-05,0.009999999776482582,0.0,-0.0922343966491248,-0.042119887154538904,0.00047499998938292263,0.0004999999888241291,0.0,0.0,0.0,0,"{""US"": -0.009999999776482582, ""UK"": 0.0, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.04309488713274595,37,test
2025-07-31,0.032145567957444034,0.03145432594328556,0.03145432594328556,-0.0006912420141584746,0.0,0.0,0.0,-0.09025148305729143,-0.06912420141584746,0.0,0.0,0.0,0.0,0.0,0,"{""US"": -0.009999999776482582, ""UK"": 0.0, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.06912420141584746,37,test
2025-08-31,-0.010170713717258199,-0.010170713717258199,-0.010189713716833516,-1.899999957531706e-05,1.8999999575316906e-05,0.009999999776482582,-0.010189713716833637,-0.09015690796001673,-0.0018999999575317061,0.00047499998938292263,0.0004999999888241291,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": 0.0, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.002874999935738758,37,test
2025-09-30,0.02101066654250136,0.021102789056827432,0.02109831915843778,8.765261593642049e-05,4.469898389652371e-06,0.0023525780998170376,0.0,-0.08040357184951971,0.008765261593642049,0.00011174745974130928,0.00011762890499085189,0.0,0.0,0.0,0,"{""US"": -0.0023525780998170376, ""UK"": 0.0, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",0.008535885228909888,37,test
2025-10-31,0.029931773421298317,0.029720182209994984,0.029711671335177835,-0.00022010208612048207,8.51087481714785e-06,0.004479407798498869,0.0,-0.07083802355013091,-0.022010208612048207,0.00021277187042869624,0.00022397038992494345,0.0,0.0,0.0,0,"{""US"": -0.0068319858983159065, ""UK"": 0.0, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.022446950872401845,37,test
2025-11-30,-0.005211831463595365,-0.005212794671210547,-0.005212794671210547,-9.632076151816493e-07,0.0,0.0,-0.005212794671210497,-0.06298438897577156,-9.632076151816493e-05,0.0,0.0,0.0,0.0,0.0,0,"{""US"": -0.0068319858983159065, ""UK"": 0.0, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-9.632076151816493e-05,37,test
2025-12-31,0.02621068906993365,0.025620201236154064,0.025620201236154064,-0.0005904878337795877,0.0,0.0,0.0,-0.05635992106913645,-0.05904878337795877,0.0,0.0,0.0,0.0,0.0,0,"{""US"": -0.0068319858983159065, ""UK"": 0.0, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.05904878337795877,37,test
2026-01-31,0.0741067430090526,0.07302463825070449,0.07301861902433597,-0.001088123984716624,6.019226368516683e-06,0.0031680138781666756,0.0,-0.06060068387857784,-0.10881239847166241,0.0001504806592129171,0.0001584006939083338,0.0,0.0,0.0,0,"{""US"": -0.009999999776482582, ""UK"": 0.0, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.10912127982478366,37,test
2026-02-28,0.00652572516212242,0.006421029589774607,0.006421029589774607,-0.00010469557234781338,0.0,0.0,0.0,-0.06855690318185269,-0.010469557234781338,0.0,0.0,0.0,0.0,0.0,0,"{""US"": -0.009999999776482582, ""UK"": 0.0, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.010469557234781338,37,test
2026-03-31,0.008098803222641605,0.0077364344063864865,0.0077364344063864865,-0.00036236881625511825,0.0,0.0,0.0,-0.06813487771847485,-0.03623688162551182,0.0,0.0,0.0,0.0,0.0,0,"{""US"": -0.009999999776482582, ""UK"": 0.0, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.03623688162551182,37,test
2026-04-30,-0.008272729242609491,-0.00776664592574436,-0.00777236817741852,0.0005003610651909711,5.722251674160361e-06,0.0030117114074528217,-0.007772368177418554,-0.05222543750111812,0.05003610651909711,0.00014305629185400903,0.0001505855703726411,0.0,0.0,0.0,0,"{""US"": -0.009999999776482582, ""UK"": 0.0, ""DACH"": 0.0, ""EU ex-DACH"": -0.0030117114074528217, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",0.04974246465687046,37,test
2026-05-31,-0.04908673069778624,-0.04829742995414146,-0.04830315220581562,0.0007835784919706171,5.722251674160361e-06,0.0030117114074528217,-0.05570009050016078,-0.05954718095033609,0.07835784919706171,0.00014305629185400903,0.0001505855703726411,0.0,0.0,0.0,0,"{""US"": -0.009999999776482582, ""UK"": -0.0023365970700979233, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",0.07806420733483505,37,test
2025-06-30,0.01663964845953985,0.01658357422457346,0.01654874466697955,-9.090379256030193e-05,3.482955759391189e-05,0.018331346102058887,0.0,-0.0925621795306326,-0.009090379256030193,0.0008707389398477972,0.0009165673051029444,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": 0.0, ""DACH"": -0.009851529262959957, ""EU ex-DACH"": -0.00847981683909893, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.010877685500980935,53,test
2025-07-31,0.032145567957444034,0.031808784690426216,0.03180417754684717,-0.000341390410596866,4.607143579050898e-06,0.0024248124100267887,0.0,-0.09078913098853379,-0.0341390410596866,0.00011517858947627246,0.00012124062050133944,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": 0.0, ""DACH"": -0.007426716852933168, ""EU ex-DACH"": -0.00847981683909893, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.03437546026966421,53,test
2025-08-31,-0.010170713717258199,-0.010155013536466945,-0.010206624765033562,-3.591104777536311e-05,5.1611228566616776e-05,0.02716380450874567,-0.010206624765033423,-0.08714115297702515,-0.003591104777536311,0.0012902807141654195,0.0013581902254372836,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": -0.00847981683909893, ""Mainland China"": -0.007163804955780506, ""Hong Kong"": -0.009999999776482582}",-0.006239575717139014,53,test
2025-09-30,0.02101066654250136,0.019714810809812616,0.01970942203965328,-0.0013012445028480792,5.388770159333944e-06,0.002836194820702076,0.0,-0.0778240649063901,-0.1301244502848079,0.00013471925398334862,0.00014180974103510381,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": -0.00847981683909893, ""Mainland China"": -0.009999999776482582, ""Hong Kong"": -0.009999999776482582}",-0.13040097927982636,53,test
2025-10-31,0.029931773421298317,0.028763925694119712,0.028763925694119712,-0.0011678477271786052,0.0,0.0,0.0,-0.0695403262411123,-0.11678477271786052,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": -0.00847981683909893, ""Mainland China"": -0.009999999776482582, ""Hong Kong"": -0.009999999776482582}",-0.11678477271786052,53,test
2025-11-30,-0.005211831463595365,-0.0049133203230266745,-0.0049133203230266745,0.0002985111405686908,0.0,0.0,-0.004913320323026604,-0.06170994434536623,0.02985111405686908,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": -0.00847981683909893, ""Mainland China"": -0.009999999776482582, ""Hong Kong"": -0.009999999776482582}",0.02985111405686908,53,test
2025-12-31,0.02621068906993365,0.025708050972582764,0.025708050972582764,-0.0005026380973508875,0.0,0.0,0.0,-0.05517975189023642,-0.050263809735088746,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": -0.00847981683909893, ""Mainland China"": -0.009999999776482582, ""Hong Kong"": -0.009999999776482582}",-0.050263809735088746,53,test
2026-01-31,0.0741067430090526,0.07196488665437789,0.07196488665437789,-0.002141856354674704,0.0,0.0,0.0,-0.059908950614764145,-0.21418563546747038,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": -0.00847981683909893, ""Mainland China"": -0.009999999776482582, ""Hong Kong"": -0.009999999776482582}",-0.21418563546747038,53,test
2026-02-28,0.00652572516212242,0.005651786020425307,0.005651786020425307,-0.000873939141697113,0.0,0.0,0.0,-0.06762190701694709,-0.0873939141697113,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": -0.00847981683909893, ""Mainland China"": -0.009999999776482582, ""Hong Kong"": -0.009999999776482582}",-0.0873939141697113,53,test
2026-03-31,0.008098803222641605,0.008022723397812495,0.008022723397812495,-7.607982482910926e-05,0.0,0.0,0.0,-0.06688916080731891,-0.007607982482910926,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": -0.00847981683909893, ""Mainland China"": -0.009999999776482582, ""Hong Kong"": -0.009999999776482582}",-0.007607982482910926,53,test
2026-04-30,-0.008272729242609491,-0.00761222358392532,-0.007627864796761228,0.000644864445848263,1.5641212835907937e-05,0.008232217282056808,-0.007627864796761363,-0.051134109754689634,0.0644864445848263,0.0003910303208976984,0.00041161086410284047,0.0,0.0,0.0,0,"{""US"": -0.004601330030709505, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": -0.005304187070578337, ""Mainland China"": -0.004943412262946367, ""Hong Kong"": -0.009999999776482582}",0.06368380339982577,53,test
2026-05-31,-0.04908673069778624,-0.04697801783657886,-0.04698703783918425,0.0020996928586019883,9.020002605393528e-06,0.004747369792312384,-0.05425649186410808,-0.05822570229122556,0.20996928586019883,0.0002255000651348382,0.0002373684896156192,0.0,0.0,0.0,0,"{""US"": -0.004601330030709505, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": -0.005304187070578337, ""Mainland China"": -0.009690782055258751, ""Hong Kong"": -0.009999999776482582}",0.2095064173054484,53,test
2025-06-30,0.01663964845953985,0.016057076272230904,0.01597338249203966,-0.0006662659675001903,8.369378019124269e-05,0.04404935799539089,0.0,-0.090010331952182,-0.06662659675001903,0.002092344504781067,0.0022024678997695445,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": -0.009999999776482582, ""EU ex-DACH"": -0.009999999776482582, ""Mainland China"": -0.004049358889460564, ""Hong Kong"": -0.009999999776482582}",-0.07092140915456965,71,test
2025-07-31,0.032145567957444034,0.031174590755316266,0.031158928191537805,-0.0009866397659062283,1.5662563778460026e-05,0.008243454620242119,0.0,-0.08912656956410842,-0.09866397659062283,0.00039156409446150064,0.000412172731012106,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": -0.009999999776482582, ""EU ex-DACH"": -0.009999999776482582, ""Mainland China"": -0.0012300238013267517, ""Hong Kong"": -0.004575880244374275}",-0.09946771341609643,71,test
2025-08-31,-0.010170713717258199,-0.010128310129868444,-0.01017734134670591,-6.627629447711336e-06,4.903121683746576e-05,0.02580590359866619,-0.010177341346705782,-0.08864458855190883,-0.0006627629447711336,0.001225780420936644,0.0012902951799333097,0.0,0.0,0.0,0,"{""US"": -0.00463850935921073, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.0031788385456410872,71,test
2025-09-30,0.02101066654250136,0.020815660088800914,0.020809334727854557,-0.00020133181464680391,6.325360946357251e-06,0.0033291373401880264,0.0,-0.07970141380296286,-0.02013318146468039,0.00015813402365893127,0.00016645686700940133,0.0,0.0,0.0,0,"{""US"": -0.0013093720190227032, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.020457772355348722,71,test
2025-10-31,0.029931773421298317,0.029792847586551006,0.029790359779714864,-0.000141413641583453,2.4878068361431362e-06,0.0013093720190227032,0.0,-0.07100968584925482,-0.014141364158345299,6.219517090357841e-05,6.546860095113516e-05,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.014269027930200013,71,test
2025-11-30,-0.005211831463595365,-0.00525005697449532,-0.00525005697449532,-3.8225510899954525e-05,0.0,0.0,-0.005250056974495432,-0.06304870537753883,-0.0038225510899954525,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.0038225510899954525,71,test
2025-12-31,0.02621068906993365,0.02598395997466417,0.02598395997466417,-0.0002267290952694817,0.0,0.0,0.0,-0.056367170913406185,-0.02267290952694817,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.02267290952694817,71,test
2026-01-31,0.0741067430090526,0.0732237913384445,0.0732237913384445,-0.0008829516706080898,0.0,0.0,0.0,-0.06111388702669604,-0.08829516706080898,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.08829516706080898,71,test
2026-02-28,0.00652572516212242,0.006311103367752784,0.006311103367752784,-0.00021462179436963595,0.0,0.0,0.0,-0.06904116726542925,-0.021462179436963595,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",-0.021462179436963595,71,test
2026-03-31,0.008098803222641605,0.008662786829939954,0.008662786829939954,0.0005639836072983493,0.0,0.0,0.0,-0.06843936273113295,0.05639836072983493,0.0,0.0,0.0,0.0,0.0,0,"{""US"": 0.0, ""UK"": -0.009999999776482582, ""DACH"": 0.0, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",0.05639836072983493,71,test
2026-04-30,-0.008272729242609491,-0.007919681845560793,-0.007969708946023259,0.00030302029658623233,5.002710046246648e-05,0.026330052874982357,-0.007969708946023113,-0.05019664362755431,0.030302029658623233,0.001250677511561662,0.001316502643749118,0.0,0.0,0.0,0,"{""US"": -0.009999999776482582, ""UK"": -0.009999999776482582, ""DACH"": -0.009999999776482582, ""EU ex-DACH"": -0.006330053322017193, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",0.027734849503312453,71,test
2026-05-31,-0.04908673069778624,-0.04905145144400881,-0.04906347854532064,2.3252152465597087e-05,1.2027101311832667e-05,0.006330053322017193,-0.05664216584745818,-0.057983175350975816,0.0023252152465597087,0.0003006775327958167,0.00031650266610085966,0.0,0.0,0.0,0,"{""US"": -0.009999999776482582, ""UK"": -0.009999999776482582, ""DACH"": -0.009999999776482582, ""EU ex-DACH"": 0.0, ""Mainland China"": 0.0, ""Hong Kong"": 0.0}",0.0017080350476630325,71,test
