security_id,ticker,issuer_id,company_name,country,region,sector,currency,industry,current_weight,current_market_value_usd,final_recommendation,final_recommendation_score,scorecard_score,portfolio_fit_score,regime_suitability_score,sentiment_alt_data_score,narrative_reframing_score,expected_total_return_12m,expected_dividend_return_12m,expected_volatility_12m,p5_return_12m,p50_return_12m,p95_return_12m,var_5_12m,cvar_5_12m,expected_shortfall_5_12m,dividend_cut_probability,large_drawdown_probability_12m,tail_risk_score,skewness_risk_score,forecast_uncertainty_score,liquidity_score,average_daily_value_usd,liquidity_observation_count,market_cap_usd,dividend_yield,free_cash_flow_yield,balance_sheet_strength_score,cashflow_quality_score,dividend_safety_score,regime_review_required_flag,regime_exclusion_flag,reframing_review_required_flag,reframing_exclusion_flag,alt_data_review_required_flag,alt_data_exclusion_flag,price_data_quality_score,price_data_exclusion_flag,sector_data_source,liquidity_data_source,market_cap_data_source,fundamentals_data_source,is_synthetic_data,is_synthetic_fundamentals,instrument_type,listing_status,risk_management_flags,target_weight,portfolio_method,eligible_for_optimisation,fallback_eligibility_used,optimisation_feasible,optimisation_status,eligible_security_count,candidate_security_count,unconstrained_turnover,projected_turnover,turnover_constraint_applied,no_trade_band_applied,retention_eligible,turnover_constraint_skipped_for_hard_exit,turnover_constraint_skipped_for_infeasible_current
0291.HK,0291.HK,NAME:chinaresourcesbeerholdingscoltd,China Resources Beer Holdings Co Ltd,Hong Kong,Hong Kong,Consumer Staples,HKD,Beverages - Brewers,0.0,0.0,Hold,64,64,78.26047618305397,62.092934512535855,54.8125,86.28947834408092,0.35,0.052000000000000005,0.2784840452961135,-0.4183809497080545,0.35,0.9852499091659213,-0.15747113258243572,-0.25494054843607544,-0.25494054843607544,0.3446153185070369,0.34723455559713123,36.42007834801078,58.62173510389404,49.74624439431478,40.584878744650496,29187643.531885076,60,9283332843.728102,0.052000000000000005,0.08514298119631447,96.20968939004176,74.19879974991889,69.79680902094005,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"eastmoney_hk_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
IMB.LSE,IMB.LSE,NAME:imperialbrandsplc,Imperial Brands PLC,United Kingdom,UK,Consumer Staples,GBX,Tobacco,0.0,0.0,Hold,64,64,80.58896081088884,72.5007232346381,56.60416666666667,86.71868425443364,0.35,0.060700000000000004,0.21226315608544052,-0.2099310434588776,0.35,0.8233259040388019,-0.03445198418015849,-0.10874408881006267,-0.10874408881006267,0.3047308740625924,0.3013594739772628,15.534869830008954,51.18083252382377,36.61977955769511,64.19400855920114,108609305.10956678,60,28247281433.55433,0.060700000000000004,0.15139817420322194,50.69167177116433,79.15969302062084,64.74630930296033,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.05,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
1113.HK,1113.HK,NAME:ckassetholdingsltd,CK Asset Holdings Ltd,Hong Kong,Hong Kong,Real Estate,HKD,Real Estate - Development,0.0,0.0,Hold,64,64,88.61039662910164,61.1583478086736,56.60416666666667,86.71868425443364,0.35,0.038,0.22343607811074284,-0.2311098508189201,0.35,0.8455131918947112,-0.053856521726785456,-0.13205914906554544,-0.13205914906554544,0.23995754072925912,0.30679181743694706,18.86559272364935,48.319846512761686,38.15672237809626,40.798858773181166,29336447.474039625,60,20868907332.61133,0.038,0.09885911748638662,67.71911754631552,73.4722491929652,61.165689072264904,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"eastmoney_hk_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.05,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
1109.HK,1109.HK,NAME:chinaresourceslandltd,China Resources Land Ltd,Hong Kong,Hong Kong,Real Estate,HKD,Real Estate - Development,0.0,0.0,Hold,64,64,85.39855640085628,74.73961145326237,71.6625,86.71868425443364,0.35,0.0404,0.31621239095579695,-0.4956834566281909,0.35,1.0638382163686342,-0.2230398596869203,-0.33371419652144924,-0.33371419652144924,0.22029087406259246,0.34495286429677136,47.67345664592133,51.66406986838244,55.271188854715994,64.62196861626248,111702260.94667773,60,29837555067.082882,0.0404,0.1884057428749108,54.71726600257282,75.90726001685465,68.13722286014641,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,eastmoney_hk_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
3968.HK,3968.HK,NAME:chinamerchantsbankcoltdclassh,China Merchants Bank Co Ltd Class H,Hong Kong,Hong Kong,Financials,HKD,Banks - Regional,0.0,0.0,Hold,64,64,96.0046548316694,80.07744142816476,55.4375,71.77379906466153,0.35,0.09119999999999999,0.20331138997509188,-0.1792548385078624,0.35,0.8003802284727493,-0.01765132847108125,-0.0888103149623634,-0.0888103149623634,0.2602766087273571,0.30309257802764766,12.687187851766202,48.98711485774011,34.71936025854638,59.77175463623395,86976035.3035612,60,156425067328.53412,0.09119999999999999,0.40146426251463685,42.50713266761769,95.33797345892367,81.7680311438496,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
600690.SHG,600690.SHG,NAME:qingdaohaiercoltd,Qingdao Haier Co Ltd,China,Mainland China,Consumer Discretionary,CNY,"Furnishings, Fixtures & Appliances",0.0,0.0,Hold,64,64,89.32400297634335,71.43858613036397,61.10416666666667,86.28947834408092,0.35,0.0558,0.21951116651329092,-0.2228733501221728,0.35,0.8370343349289877,-0.04706157263580901,-0.12389048091546083,-0.12389048091546083,0.23195754072925912,0.3190219608879097,17.69864013078012,49.300247680180455,37.564311444581506,71.18402282453637,162437058.73980132,60,30396625715.974934,0.0558,0.08370708174714142,82.46508652523966,63.537867292855516,70.9840997651728,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
PGR.US,PGR.US,NAME:progressivecorp,Progressive Corp,United States,US,Financials,USD,Insurance - Property & Casualty,0.0,0.0,Hold,64,64,92.67671184022825,83.7386571281897,54.4375,81.00001336983581,0.35,0.0653,0.25684430139043507,-0.34315862251716234,0.35,0.9300675830257226,-0.11642584749317703,-0.2063213529798293,-0.2063213529798293,0.3297699420606904,0.3187421080449785,29.47447899711847,54.53477857768854,45.124557920444815,94.15121255349501,708739067.04,60,125192593408.0,0.0653,0.1373883193228977,42.50713266761769,81.16568121522074,72.8889286605298,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
CVX.US,CVX.US,NAME:chevroncorp,Chevron Corp,United States,US,Energy,USD,Oil & Gas Integrated,0.0,0.0,Hold,64,64,88.5089158345221,64.93502599020857,61.10416666666667,81.44223886264008,0.35,0.0382,0.2282357302864777,-0.24457338976817256,0.35,0.8568425901839173,-0.06255357592741378,-0.14243608152768097,-0.14243608152768097,0.250539699020753,0.3027003660931223,20.34801164681157,48.41756449647775,39.03541174811104,98.93009985734665,1731860019.8899999,60,371269238784.0,0.0382,0.04468993998625625,76.9415820473903,59.044336264450266,55.65295789336136,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.05,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
COP.US,COP.US,NAME:conocophillips,ConocoPhillips,United States,US,Energy,USD,Oil & Gas E&P,0.0,0.0,Hold,64,64,82.50945078459344,60.9277730395829,74.3125,86.28947834408092,0.35,0.0292,0.2992442310619871,-0.448425017809432,0.35,1.0242552623243175,-0.19220547925446996,-0.29694096012616544,-0.29694096012616544,0.23862420739592577,0.335086589338774,42.42013716088078,51.512833014254554,52.1934329578594,95.07845934379458,826704468.24,60,140268158976.0,0.0292,0.051636808045932105,75.16380008152817,64.60516707509042,41.29964907580036,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
SHELL.AS,SHELL.AS,NAME:shellplc,Shell PLC,Netherlands,EU ex-DACH,Energy,EUR,Oil & Gas Integrated,0.0,0.0,Hold,64,64,82.20491009863167,73.02974161579564,34.60416666666667,86.71868425443364,0.35,0.07139999999999999,0.2226260332645762,-0.23388418381750897,0.35,0.845568882294157,-0.0528299913276698,-0.13074910297027148,-0.13074910297027148,0.2755130962848147,0.3034513223422091,18.678443281467356,49.848934685591075,38.25702156624121,73.60912981455064,187611526.01360202,60,243689233815.97385,0.07139999999999999,0.09814138944710452,69.22999347406474,71.15858042767928,67.38882768564395,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.05,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
601766.SHG,601766.SHG,NAME:crrccorpltdclassa,CRRC Corp Ltd Class A,China,Mainland China,Industrials,CNY,Railroads,0.0,0.0,Hold,64,64,89.1506483784384,70.8757846331456,55.4375,86.71868425443364,0.35,0.0742,0.22043205830461712,-0.2323891364911005,0.35,0.8416186494278826,-0.04942374735642491,-0.1265749677630409,-0.1265749677630409,0.26675076662360325,0.3231186646452503,18.082138251862986,51.64642566187675,38.064034758101336,73.1811697574893,185657910.3405463,60,24942254662.40984,0.0742,0.08804576783183796,92.47709820657562,60.54521420889098,65.73843500238463,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
PUB.PA,PUB.PA,NAME:publicisgroupesa,Publicis Groupe SA,France,EU ex-DACH,Communication Services,EUR,Advertising Agencies,0.0,0.0,Hold,64,64,71.88074722619466,71.48523329820307,52.77083333333333,90.2262276750101,0.35,0.038599999999999995,0.28170096858478044,-0.4108756976457544,0.35,0.9868253671457575,-0.16160803752662167,-0.2602033765312948,-0.2602033765312948,0.2719575407292591,0.3453165293769915,37.17191093304212,54.488082505843735,49.5360858730987,57.77460770328102,77337208.43918388,60,28317330009.91103,0.038599999999999995,0.10977050411497818,80.82662900177098,80.80075840546102,72.98206049333751,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
LOW.US,LOW.US,NAME:lowescompaniesinc,Lowe's Companies Inc,United States,US,Consumer Discretionary,USD,Home Improvement Retail,0.0,0.0,Hold,64,64,79.23713578140703,71.25262353934909,82.20416666666668,73.98492652868289,0.35,0.0227,0.27376251001997354,-0.38112254842151705,0.35,0.9655616223182661,-0.14642292301778265,-0.24223980152477337,-0.24223980152477337,0.24377659751462966,0.34134669386398153,34.60568593211049,52.51258915817023,47.72799020201028,93.43794579172611,673101374.4,60,122458423296.0,0.0227,0.06247834811253783,53.57145146557473,64.88105450585836,64.14546199748811,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
MET.US,MET.US,NAME:metlifeinc,MetLife Inc,United States,US,Financials,USD,Insurance - Life,0.0,0.0,Hold,64,64,83.19917974322397,80.4294000101819,56.77083333333333,85.54950311424149,0.35,0.0246,0.23750637610667952,-0.27062774214099583,0.35,0.8784637623821134,-0.07942805789298457,-0.1625552895303224,-0.1625552895303224,0.2513877198384682,0.30547314895853167,23.222184218617485,48.78316364036348,40.72508555511162,85.66333808844507,385322342.45,60,63748108288.0,0.0246,0.2681177600248479,42.50713266761769,89.83743778070088,62.720641561595755,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
603195.SHG,603195.SHG,NAME:gongniugroupcoltd,Gongniu Group Co Ltd,China,Mainland China,Industrials,CNY,Electrical Equipment & Parts,0.0,0.0,Hold,64,64,86.92275964805324,55.41726684888635,53.35416666666667,84.07541813822725,0.35,0.0466,0.21297179302645297,-0.21941198404516904,0.35,0.8274618109477843,-0.03654064240320204,-0.11108076996246058,-0.11108076996246058,0.3328197629514813,0.31154764908371546,15.868681423208656,53.86886982243155,37.102375832276465,43.65192582025678,34445742.52690079,60,10846372188.719404,0.0466,0.05804084286925816,99.53984039575458,67.81151194769731,64.99899759963046,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
CA.PA,CA.PA,NAME:carrefoursa,Carrefour SA,France,EU ex-DACH,Consumer Staples,EUR,Grocery Stores,0.0,0.0,Hold,64,64,70.70878683720834,73.35539109568009,56.77083333333333,73.98492652868289,0.35,0.061,0.21845492257091603,-0.23153102659201763,0.35,0.8390430807307564,-0.046197281951634084,-0.12265650485145468,-0.12265650485145468,0.31463672630226663,0.31164284208653037,17.522357835922097,52.90076704164479,37.94234135592323,47.360912981455066,43057179.121905655,60,12780123334.206718,0.061,0.21901724178244564,75.88898487080725,65.25883201321497,76.69504445922865,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.05,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
DG.PA,DG.PA,NAME:vincisa,Vinci S.A.,France,EU ex-DACH,Industrials,EUR,Engineering & Construction,0.0,0.0,Hold,64,64,72.9616468119792,73.48561169101795,26.270833333333332,83.2973760420765,0.35,0.0401,0.24494107133682208,-0.2988177991190215,0.35,0.8983126607709123,-0.09369213662142173,-0.17942151158930947,-0.17942151158930947,0.2799575407292591,0.3137142534114172,25.631644512758495,51.272435279046704,42.42763975518296,66.76176890156918,125737933.49358062,60,79609943910.41342,0.0401,0.11617948103448908,59.50637958161013,74.6503885978901,70.06689951254774,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
FGR.PA,FGR.PA,NAME:eiffagesa,Eiffage SA,France,EU ex-DACH,Industrials,EUR,Engineering & Construction,0.0,0.0,Hold,64,64,71.73625451526023,70.88413980481651,76.95416666666668,81.44223886264008,0.35,0.0385,0.24779104375655311,-0.30475582687094716,0.35,0.9037318386231639,-0.09880597640107702,-0.1855328417158706,-0.1855328417158706,0.24060640299800218,0.3300008415681124,26.504691673695802,51.03274957313616,42.83015179889445,41.86875891583452,31266394.891833086,60,13893781223.72723,0.0385,0.19132648344182332,43.175568865628456,75.92197544476511,76.2677073697835,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
ORA.PA,ORA.PA,NAME:orangesa,Orange S.A.,France,EU ex-DACH,Communication Services,EUR,Telecom Services,0.0,0.0,Hold,64,64,79.69672440165829,64.07092628927765,48.77083333333333,90.2262276750101,0.35,0.0472,0.22311885924139865,-0.23392462680216264,0.35,0.8465001616064692,-0.05353109309220344,-0.13162269382669295,-0.13162269382669295,0.28542510225051193,0.2936657246095884,18.803241975241853,49.253550653057,38.29146048909808,59.05848787446505,84265599.93620488,60,49246074407.90148,0.0472,0.07765178194278159,76.95125373147171,67.97093753448877,63.39400582345074,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,alt_data_review;narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,0.05,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
BMY.US,BMY.US,NAME:bristolmyerssquibbcompany,Bristol-Myers Squibb Company,United States,US,Healthcare,USD,Drug Manufacturers - General,0.0,0.0,Hold,64,64,86.31141099291622,78.81443224205651,61.10416666666667,86.71868425443364,0.35,0.039599999999999996,0.2785598197290843,-0.381853338479058,0.35,0.9734175866955208,-0.15360957982541668,-0.25110551673059617,-0.25110551673059617,0.24830888397832368,0.30578940250920444,35.87221667579946,48.653870965279495,48.03231436385578,94.8644793152639,798278045.35,60,131040149504.0,0.039599999999999996,0.09802339243826876,41.82432837546772,82.99703507785068,65.84029754098886,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
601288.SHG,601288.SHG,NAME:agriculturalbankofchinaltdclassa,Agricultural Bank of China Ltd Class A,China,Mainland China,Financials,CNY,Banks - Diversified,0.0,0.0,Hold,64,64,86.09186006226871,88.01390121655162,34.60416666666667,81.08624857805513,0.35,0.0384,0.24293999830256835,-0.29764969351388404,0.35,0.8950427762298517,-0.09054066974755487,-0.1755696691534538,-0.1755696691534538,0.2904988309495793,0.32080914473866234,25.081381307636256,52.658684520976855,42.2703524306442,85.09272467902996,374307428.86957544,60,334691701057.1124,0.0384,0.9244131075418627,42.50713266761769,88.6699888045552,79.88687488405417,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
T.US,T.US,NAME:attinc,AT&T Inc.,United States,US,Communication Services,USD,Telecom Services,0.0,0.0,Hold,64,64,89.47539229671898,82.66796531712208,77.1875,81.00001336983581,0.35,0.0481,0.2478356658937052,-0.30727039675964873,0.35,0.9049021678494316,-0.09906594363101673,-0.18580842669381353,-0.18580842669381353,0.2643273179939213,0.3238709566038342,26.54406095625908,51.60273519242277,42.96074873667388,98.5021398002853,1516564935.03,60,162470068224.0,0.0481,0.11966511870478821,42.924458810349684,81.5673055886643,68.5968766549932,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
600741.SHG,600741.SHG,NAME:huayuautomotivesystemscoltd,HUAYU Automotive Systems Co Ltd,China,Mainland China,Consumer Discretionary,CNY,Auto Parts,0.0,0.0,Hold,64,64,89.67724834010939,65.03563053857974,56.77083333333333,81.00001336983581,0.35,0.0625,0.2476145296152869,-0.3060123724582333,0.35,0.9037315836707339,-0.09871351092995762,-0.185378596295308,-0.185378596295308,0.23640198517370353,0.33746539222022326,26.48265661361543,51.667652150148264,42.874676141285995,49.928673323823105,48773215.08809271,60,7455892084.663592,0.0625,0.09492977828081406,81.45356479887225,62.05330030923267,66.27257798061709,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
HEN3.XETRA,HEN3.XETRA,NAME:henkelagcokgaavzprefshares,Henkel AG & Co. KGaA vz. (Pref Shares),Germany,DACH,Consumer Staples,EUR,Household & Personal Products,0.0,0.0,Watchlist,63.808317441759236,63.808317441759236,62.96189584427794,54.91110602154849,76.95416666666668,71.77379906466153,0.35,0.027000000000000003,0.19525735981731993,-0.1570209268495112,0.35,0.7813825610654827,-0.003125590862317229,-0.0714656667983792,-0.0714656667983792,0.2269575407292591,0.319151728834994,10.209380971197028,49.045990135613266,33.25806707309505,45.72039942938659,39388221.14124925,60,36711967245.75933,0.027000000000000003,0.05791400189836596,90.4119942316697,61.246260448041724,61.922499780336224,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;,0.05,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
601169.SHG,601169.SHG,NAME:bankofbeijingcoltd,Bank of Beijing Co Ltd,China,Mainland China,Financials,CNY,Banks - Regional,0.0,0.0,Hold,63.58512480811603,63.58512480811603,92.23593994814603,79.28564867827085,76.95416666666668,73.98492652868289,0.35,0.0553,0.15535909528397882,-0.04908945567885903,0.35,0.6908053082365173,0.0692932349000755,0.01491755155068291,0.01491755155068291,0.24194327539402372,0.30168440030335175,0.0,47.83745332544956,26.222696315850126,61.12696148359487,92461468.66353317,60,15656610069.764692,0.0553,3.579494815254914,42.50713266761769,84.54188848329382,74.13588638054968,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;,0.05,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
PG.US,PG.US,NAME:proctergamblecompany,Procter & Gamble Company,United States,US,Consumer Staples,USD,Household & Personal Products,0.0,0.0,Hold,63.52148580251042,63.52148580251042,77.23299681500797,64.32457493582362,52.77083333333333,81.00001336983581,0.2776516820088857,0.0297,0.1963597563700154,-0.22751750544787408,0.2776516820088857,0.710840231443091,-0.07676304817808549,-0.1454889629075909,-0.1454889629075909,0.2719575407292591,0.27590995508120986,20.784137558227272,46.479631625561225,33.25644560573543,97.93152639087019,1304269098.3,60,341621932032.0,0.0297,0.044338488193378545,83.07373898557907,66.55779081616257,55.26401887105095,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
1299.HK,1299.HK,NAME:aiagroupltd,AIA Group Ltd,Hong Kong,Hong Kong,Financials,HKD,Insurance - Life,0.0,0.0,Hold,63.496228475791725,63.496228475791725,78.94581032382347,73.7651812489205,66.45416666666668,90.2262276750101,0.2277355124621998,0.0264,0.31967881307843665,-0.6322579360370161,0.2277355124621998,0.9515126756647487,-0.3520121137353085,-0.46389969831276134,-0.46389969831276134,0.24194327539402372,0.34334032924310043,66.27138547325163,52.64390666465133,56.13059830948275,82.95292439372325,337066872.29406893,60,96637589486.90833,0.0264,0.0694760707054842,42.50713266761769,59.958117385692674,75.10451214792448,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
601988.SHG,601988.SHG,NAME:bankofchinalimited,Bank of China Limited,China,Mainland China,Financials,CNY,Banks - Diversified,0.0,0.0,Hold,63.397786958592114,63.397786958592114,89.46810827910181,82.5292226486603,61.10416666666667,71.77379906466153,0.35,0.0391,0.19546270706633356,-0.152713062984409,0.35,0.7807864837159362,-0.002869521138249065,-0.07128146861146581,-0.07128146861146581,0.24694327539402372,0.2895252082920737,10.183066944495115,46.7037004010713,33.084265922588166,78.45934379457917,257103509.0546293,60,274796837989.8309,0.0391,0.41069818563939253,42.50713266761769,84.57182831238288,72.61253342861575,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;,0.0,mean_variance,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True
