security_id,ticker,issuer_id,company_name,country,region,sector,currency,industry,current_weight,current_market_value_usd,final_recommendation,final_recommendation_score,scorecard_score,portfolio_fit_score,regime_suitability_score,sentiment_alt_data_score,narrative_reframing_score,expected_total_return_12m,expected_dividend_return_12m,expected_volatility_12m,p5_return_12m,p50_return_12m,p95_return_12m,var_5_12m,cvar_5_12m,expected_shortfall_5_12m,dividend_cut_probability,large_drawdown_probability_12m,tail_risk_score,skewness_risk_score,forecast_uncertainty_score,liquidity_score,average_daily_value_usd,liquidity_observation_count,market_cap_usd,dividend_yield,free_cash_flow_yield,balance_sheet_strength_score,cashflow_quality_score,dividend_safety_score,regime_review_required_flag,regime_exclusion_flag,reframing_review_required_flag,reframing_exclusion_flag,alt_data_review_required_flag,alt_data_exclusion_flag,price_data_quality_score,price_data_exclusion_flag,sector_data_source,liquidity_data_source,market_cap_data_source,fundamentals_data_source,is_synthetic_data,is_synthetic_fundamentals,instrument_type,listing_status,risk_management_flags,target_weight,portfolio_method,eligible_for_optimisation,fallback_eligibility_used,optimisation_feasible,optimisation_status,eligible_security_count,candidate_security_count,unconstrained_turnover,projected_turnover,turnover_constraint_applied,no_trade_band_applied,retention_eligible,turnover_constraint_skipped_for_hard_exit,turnover_constraint_skipped_for_infeasible_current
CVX.US,CVX.US,NAME:chevroncorp,Chevron Corp,United States,US,Energy,USD,Oil & Gas Integrated,0.0,0.0,Hold,64,64,88.59069850320742,64.92370778957698,61.10416666666667,71.77379906466153,0.35,0.0382,0.2282357302864777,-0.2470975341335685,0.35,0.8575339956051802,-0.06284728020875519,-0.14272978580902237,-0.14272978580902237,0.2505375636515368,0.3108838228080958,20.389969401288912,49.361694520632255,39.144538362798535,98.93086243763364,1731860019.8899999,60,371269238784.0,0.0382,0.04468993998625625,76.93929150683886,59.0230552269042,55.65209658645048,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.05,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
BMY.US,BMY.US,NAME:bristolmyerssquibbcompany,Bristol-Myers Squibb Company,United States,US,Healthcare,USD,Drug Manufacturers - General,0.0,0.0,Hold,64,64,86.33525077784824,78.82100131699276,61.10416666666667,83.2973760420765,0.35,0.039599999999999996,0.2785598197290843,-0.38343319904289486,0.35,0.9738472732233905,-0.15379268006230296,-0.25128861696748245,-0.25128861696748245,0.24832049185241606,0.3099630790500544,35.89837385249749,49.13607406705944,48.097592803883195,94.86813970064148,798278045.35,60,131040149504.0,0.039599999999999996,0.09802339243826876,41.8174567538134,83.00650707191748,65.84027053811394,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.05,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
ALL.US,ALL.US,NAME:theallstatecorporation,The Allstate Corporation,United States,US,Financials,USD,Insurance - Property & Casualty,0.0,0.0,Hold,64,64,79.46578759800428,82.18585864841124,53.35416666666667,86.71868425443364,0.35,0.0165,0.2488786923939849,-0.3060487580918091,0.35,0.906647447156143,-0.10035438058808932,-0.18746192292598401,-0.18746192292598401,0.29049670574810027,0.2973352211809412,26.780274703712003,49.950040445775535,42.9739979810061,89.95010691375623,485300642.64000005,60,69563744256.0,0.0165,0.14205675823937064,42.50712758374911,74.56277126053216,71.4016081533876,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
AIG.US,AIG.US,NAME:americaninternationalgroupinc,American International Group Inc,United States,US,Financials,USD,Insurance - Diversified,0.0,0.0,Hold,64,64,83.27263007840341,71.85881236629126,30.145833333333332,86.71868425443364,0.35,0.025,0.24447784638235695,-0.29355746137287964,0.35,0.895924536349064,-0.09243641964365679,-0.17800366587748173,-0.17800366587748173,0.26738559463698913,0.308770598239751,25.429095125354532,50.025062585039926,42.15136218563031,81.75338560228083,311011646.88,60,42400591872.0,0.025,0.07815928631384177,42.50712758374911,68.53322398435702,65.81389624255503,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
CA.PA,CA.PA,NAME:carrefoursa,Carrefour SA,France,EU ex-DACH,Consumer Staples,EUR,Grocery Stores,0.0,0.0,Hold,64,64,70.7405943151723,73.45005951332816,30.145833333333332,86.71868425443364,0.35,0.061,0.21845492257091603,-0.23059376823953803,0.35,0.8390221177769676,-0.04601927822496177,-0.12247850112478237,-0.12247850112478237,0.3306345909330504,0.2996544496531479,17.49692873211177,52.37891447175825,37.903698162168375,47.683535281539555,43057179.121905655,60,12780123334.206718,0.061,0.21901724178244564,75.88260523145446,65.25613188173676,76.68350167437004,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
ORA.PA,ORA.PA,NAME:orangesa,Orange S.A.,France,EU ex-DACH,Communication Services,EUR,Telecom Services,0.0,0.0,Hold,64,64,79.74435859799524,64.30126369479322,23.270833333333332,81.44223886264008,0.35,0.0472,0.22311885924139865,-0.23901752602814463,0.35,0.848148127224192,-0.05406748422858909,-0.1321590849630786,-0.1321590849630786,0.3014229668812957,0.30155271044445275,18.879869280439802,51.02501096027586,38.525604669747096,59.80042765502495,84265599.93620488,60,49246074407.90148,0.0472,0.07765178194278159,76.94590644842381,67.96944858377495,63.394100323378275,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
PUB.PA,PUB.PA,NAME:publicisgroupesa,Publicis Groupe SA,France,EU ex-DACH,Communication Services,EUR,Advertising Agencies,0.0,0.0,Hold,64,64,71.91898439984843,71.60364604127663,48.27083333333333,86.71868425443364,0.35,0.038599999999999995,0.28170096858478044,-0.4142013495071801,0.35,0.9879013687214085,-0.1619797196631806,-0.26057505866785374,-0.26057505866785374,0.2799554053600429,0.3493370797962129,37.22500838112197,55.38264641894995,49.685947001045335,58.161083392729864,77337208.43918388,60,28317330009.91103,0.038599999999999995,0.10977050411497818,80.82025742770183,80.79075315920832,72.97610303616969,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
002352.SHE,002352.SHE,NAME:sfholdingcoltd,S.F. Holding Co. Ltd,China,Mainland China,Industrials,CNY,Integrated Freight & Logistics,0.0,0.0,Hold,64,64,78.69595695909346,69.03056567244255,76.95416666666668,90.2262276750101,0.35,0.0264,0.20044924523887248,-0.17088147378599072,0.35,0.7931902339456727,-0.012512163599650794,-0.08266939943325616,-0.08266939943325616,0.22695540536004288,0.3190571297766337,11.80991420475088,49.034959878229266,34.16355674431642,65.00356379187456,110662326.33785596,60,25915624963.9352,0.0264,0.10332327968980196,77.64637740703228,59.52570313307799,61.470081740020184,False,False,True,False,False,False,100.0,False,yahoo_finance,observed_price_volume_fx,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;,0.05,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
600050.SHG,600050.SHG,NAME:chinaunitednetworkcommunicationsltd,China United Network Communications Ltd,China,Mainland China,Communication Services,CNY,Telecom Services,0.0,0.0,Buy,64,64,85.05052871910047,74.82638804742214,66.45416666666668,81.00001336983581,0.35,0.0373,0.22464090872696285,-0.23913144874965953,0.35,0.8493870266781751,-0.056645606908226176,-0.13526992496266316,-0.13526992496266316,0.22695540536004288,0.32974604230356747,19.324274994666165,50.26829593902932,38.57354427505543,64.07697790449038,103490840.32174307,60,19870674593.8276,0.0373,0.17746164320323657,92.04600846640237,71.56370612539399,69.41538016603863,False,False,True,False,False,False,100.0,False,yahoo_finance,observed_price_volume_fx,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.05,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
MET.US,MET.US,NAME:metlifeinc,MetLife Inc,United States,US,Financials,USD,Insurance - Life,0.0,0.0,Hold,64,64,83.25908766928012,80.37136735900665,30.145833333333332,86.28947834408092,0.35,0.0246,0.23750637610667952,-0.2735697095851122,0.35,0.8795341436913731,-0.07970435013742966,-0.16283158177476748,-0.16283158177476748,0.26738559463698913,0.3057211121760962,23.2616545392525,49.67319880846436,40.86223940352988,85.45972915181753,385322342.45,60,63748108288.0,0.0246,0.2681177600248479,42.50712758374911,89.8438210024035,62.72483128945389,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
002415.SHE,002415.SHE,NAME:hangzhouhikvisiondigitaltechnologycoltd,Hangzhou Hikvision Digital Technology Co Ltd,China,Mainland China,Technology,CNY,Computer Hardware,0.0,0.0,Hold,64,64,79.61478728490033,67.07704064572502,48.77083333333333,81.44223886264008,0.35,0.030699999999999998,0.28260905240635814,-0.40218006637525583,0.35,0.9858548053059323,-0.1618932029935114,-0.26080637133573675,-0.26080637133573675,0.27195540536004287,0.3165859468695732,37.2580530479624,51.17290031202998,49.18742840544909,89.73627940128297,478001772.8654955,60,50446349561.31016,0.030699999999999998,0.06386544346652036,98.1812496553188,72.94676809481824,54.361242288875275,False,False,True,False,True,False,100.0,False,yahoo_finance,observed_price_volume_fx,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
FGR.PA,FGR.PA,NAME:eiffagesa,Eiffage SA,France,EU ex-DACH,Industrials,EUR,Engineering & Construction,0.0,0.0,Hold,64,64,71.76808334547223,70.9611215746078,66.45416666666668,71.77379906466153,0.35,0.0385,0.24779104375655311,-0.307499257673012,0.35,0.9044880163111991,-0.09913533694297788,-0.18586220225777145,-0.18586220225777145,0.24061396209971142,0.33808249889864067,26.551743179681637,51.96565552444299,42.94887576938802,42.1240199572345,31266394.891833086,60,13893781223.72723,0.0385,0.19132648344182332,43.17072163016573,75.9146329370668,76.26199688254711,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
601288.SHG,601288.SHG,NAME:agriculturalbankofchinaltdclassa,Agricultural Bank of China Ltd Class A,China,Mainland China,Financials,CNY,Banks - Diversified,0.0,0.0,Hold,64,64,85.93969479180183,88.22915293411323,66.45416666666668,86.28947834408092,0.35,0.0384,0.24616829281386926,-0.29732285749393106,0.35,0.8991697454576801,-0.09550747612894073,-0.18166637861379498,-0.18166637861379498,0.24194115019254464,0.3203789935389558,25.952339801970716,49.99440734178576,42.399795168005944,85.81610833927299,395000248.39259577,60,334691701057.1124,0.0384,0.9244131075418627,42.50712758374911,88.67052888504136,79.88087071899169,False,False,True,False,False,False,100.0,False,yahoo_finance,observed_price_volume_fx,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
ABT.US,ABT.US,NAME:abbottlaboratories,Abbott Laboratories,United States,US,Healthcare,USD,Medical Devices,0.0,0.0,Hold,64,64,77.44394643002215,62.22936828965458,66.45416666666668,86.28947834408092,0.2681871140311048,0.023799999999999998,0.26547236279472647,-0.4558540372664161,0.2681871140311048,0.8700744145396193,-0.2148288870177884,-0.30774421399594265,-0.30774421399594265,0.31381762758226506,0.3455550892280772,43.96345914227752,56.76961331920778,46.98657946177104,98.07555238774056,1383356363.96,60,186812186624.0,0.023799999999999998,0.03958521193739913,85.53203464842977,66.3032848284084,54.03279444126948,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
LOW.US,LOW.US,NAME:lowescompaniesinc,Lowe's Companies Inc,United States,US,Consumer Discretionary,USD,Home Improvement Retail,0.0,0.0,Hold,64,64,79.29519152704279,71.22270191429386,66.45416666666668,73.98492652868289,0.35,0.0227,0.27376251001997354,-0.38120185349028257,0.35,0.9655812144357725,-0.1464330311854687,-0.2422499096924594,-0.2422499096924594,0.24377446214541343,0.3415683633132505,34.60712995606563,52.538051420897325,47.72559903415697,93.3000712758375,673101374.4,60,122458423296.0,0.0227,0.06247834811253783,53.56385396839355,64.88141986755696,64.14917174575766,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
0728.HK,0728.HK,NAME:chinatelecom,China Telecom,Hong Kong,Hong Kong,Communication Services,HKD,Telecom Services,0.0,0.0,Hold,64,64,92.28032506348363,67.04208447058394,57.10416666666667,81.00001336983581,0.35,0.0666,0.2282420466245434,-0.27139570462172313,0.35,0.8656481947439113,-0.06546809030582362,-0.1453528066244138,-0.1453528066244138,0.3368887386933762,0.33994126651990836,20.764686660630545,57.3641551434789,40.293127020763876,47.25588025659302,41945712.846054085,60,52524642799.00618,0.0666,0.14664259400917684,91.7585651238904,72.00657726172587,64.30107832650296,False,False,True,False,False,False,100.0,False,yahoo_finance,observed_price_volume_fx,yahoo_finance,"bloomberg_database_as_of,eastmoney_hk_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
603195.SHG,603195.SHG,NAME:gongniugroupcoltd,Gongniu Group Co Ltd,China,Mainland China,Industrials,CNY,Electrical Equipment & Parts,0.0,0.0,Hold,64,64,86.96341953927877,55.095216836404944,53.35416666666667,84.07541813822725,0.35,0.0466,0.21466978865131064,-0.22440301532666795,0.35,0.8314734378413515,-0.03966064675472197,-0.1147950727826807,-0.1147950727826807,0.3328176275822651,0.3125900973118892,16.39929611181153,53.98903732887841,37.41681747685256,42.55167498218104,31715301.25845385,60,10846372188.719404,0.0466,0.05804084286925816,99.53989685274,67.82651609943142,64.99050854592431,False,False,True,False,False,False,100.0,False,yahoo_finance,observed_price_volume_fx,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
600741.SHG,600741.SHG,NAME:huayuautomotivesystemscoltd,HUAYU Automotive Systems Co Ltd,China,Mainland China,Consumer Discretionary,CNY,Auto Parts,0.0,0.0,Hold,64,64,89.82095189261508,64.53896165387134,61.10416666666667,90.2262276750101,0.35,0.0625,0.24560270010559648,-0.29689005388740397,0.35,0.8979969868127453,-0.094658707016333,-0.18061965205329178,-0.18061965205329178,0.2319554053600429,0.32923970418675935,25.802807436184544,50.47910307939761,42.34289927878479,48.25374198146829,43845026.00153793,60,7455892084.663592,0.0625,0.09492977828081406,81.44904824003842,62.05468925283557,66.2726060490408,False,False,True,False,False,False,100.0,False,yahoo_finance,observed_price_volume_fx,yahoo_finance,"eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
601728.SHG,601728.SHG,NAME:chinatelecomcorpltd,China Telecom Corp Ltd,China,Mainland China,Communication Services,CNY,Telecom Services,0.0,0.0,Hold,64,64,86.72604546892228,66.65552112591337,72.52083333333334,81.00001336983581,0.35,0.0432,0.23788192419143078,-0.29023898509399615,0.35,0.8853536120867672,-0.08210817608606197,-0.16536684955306274,-0.16536684955306274,0.3053420720267096,0.3324595974639201,23.623835650437535,54.80221897035207,41.659167134445156,68.92373485388454,137425196.184908,60,83586685018.32802,0.0432,0.09214804807443681,91.7585651238904,70.92534176438465,55.743195478375846,False,False,True,False,False,False,100.0,False,yahoo_finance,observed_price_volume_fx,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
600019.SHG,600019.SHG,NAME:baoshanironsteelcoltd,Baoshan Iron & Steel Co Ltd,China,Mainland China,Materials,CNY,Steel,0.0,0.0,Hold,64,64,91.93025074333426,67.43915641083096,55.47916666666667,81.08624857805513,0.35,0.061500000000000006,0.21893100491270498,-0.22345239126474004,0.35,0.8364153810874957,-0.04623334863883788,-0.12285920035828461,-0.12285920035828461,0.2399554053600429,0.3218039944129719,17.551314336897804,50.05190579780676,37.55825680998627,60.9408410548824,89493789.25599979,60,18544522549.36739,0.061500000000000006,0.12071410727049958,74.81508947861255,65.08189310407644,57.198119222881274,False,False,True,False,False,False,100.0,False,yahoo_finance,observed_price_volume_fx,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
1113.HK,1113.HK,NAME:ckassetholdingsltd,CK Asset Holdings Ltd,Hong Kong,Hong Kong,Real Estate,HKD,Real Estate - Development,0.0,0.0,Hold,64,64,86.80936996726126,61.41270294802455,82.20416666666668,84.07541813822725,0.35,0.038,0.24099758473882238,-0.2816246078468848,0.35,0.8865246998081716,-0.08602453780713554,-0.17037369246572337,-0.17037369246572337,0.22695540536004288,0.3237885363528433,24.33909892367477,49.58089140625345,41.39540123193342,41.62508909479686,30254539.44534968,60,20868907332.61133,0.038,0.09885911748638662,67.71860943344672,73.48127179380887,61.16896901757144,False,False,True,False,False,False,100.0,False,yahoo_finance,observed_price_volume_fx,yahoo_finance,"eastmoney_hk_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.05,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
600585.SHG,600585.SHG,NAME:anhuiconchcementcoltd,Anhui Conch Cement Co Ltd,China,Mainland China,Materials,CNY,Building Materials,0.0,0.0,Hold,64,64,88.33135551881537,57.66298726418971,56.77083333333333,86.71868425443364,0.35,0.0478,0.23085912898394678,-0.25925497525967967,0.35,0.8647383532526386,-0.06824985301172404,-0.1490505481561054,-0.1490505481561054,0.2363998498044873,0.33482118580113523,21.292935450872204,51.36243642806491,39.83065735764927,58.945117605131855,81800961.514427,60,13910903781.482796,0.0478,0.07473113150249064,84.54858383691624,59.95791060874878,46.44368421068764,False,False,True,False,False,False,100.0,False,yahoo_finance,observed_price_volume_fx,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
1288.HK,1288.HK,NAME:agriculturalbankofchina,Agricultural Bank Of China,Hong Kong,Hong Kong,Financials,HKD,Banks - Diversified,0.0,0.0,Hold,63.43579515698524,63.43579515698524,90.07166504922849,80.10191418847374,22.145833333333332,90.2262276750101,0.35,0.047400000000000005,0.2407012871581761,-0.29115046446922754,0.35,0.8899569743315225,-0.08638767684381499,-0.17063312734917663,-0.17063312734917663,0.3029411501925447,0.3129554254902666,24.376161049882377,52.42245718232165,41.85459513332672,53.81325730577334,59380342.059367836,60,261534106461.10724,0.047400000000000005,1.182994446227943,42.50712758374911,96.77439039531194,83.44972122274444,False,False,True,False,True,False,100.0,False,yahoo_finance,observed_price_volume_fx,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
EN.PA,EN.PA,NAME:bouyguessa,Bouygues SA,France,EU ex-DACH,Industrials,EUR,Engineering & Construction,0.0,0.0,Watchlist,63.399845530286676,63.399845530286676,75.90172554076803,67.71180836634076,72.52083333333334,90.2262276750101,0.35,0.043,0.22668897021208928,-0.23579866627195334,0.35,0.851802749557553,-0.05928574825987931,-0.13862688783411053,-0.13862688783411053,0.2363998498044873,0.2954699246540598,19.803841119158648,46.82190629571005,38.54104667412581,49.25160370634355,46561566.62603525,60,21478469117.462776,0.043,0.15966176851471264,58.80314293264592,62.7793077429615,63.220989996896655,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,0.05,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
0001.HK,0001.HK,NAME:ckhutchisonholdingslimited,CK Hutchison Holdings Limited,Hong Kong,Hong Kong,Industrials,HKD,Conglomerates,0.0,0.0,Hold,63.38270201705477,63.38270201705477,82.92165494282092,65.33055333370721,68.52083333333333,86.28947834408092,0.35,0.032,0.2522264668905444,-0.3285239653813131,0.35,0.9188590719091697,-0.10780629939985209,-0.19608556281154263,-0.19608556281154263,0.3346764417852555,0.31116414460031316,28.012223258791806,53.924594319242196,44.20318616821448,54.882394868139706,64501943.3013298,60,35550580820.284134,0.032,0.1494756016317614,47.283854635745364,81.7979315585415,52.4463218148686,False,False,True,False,False,False,100.0,False,yahoo_finance,observed_price_volume_fx,yahoo_finance,"bloomberg_database_as_of,eastmoney_hk_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
DCC.LSE,DCC.LSE,NAME:dccplc,DCC plc,United Kingdom,UK,Energy,GBX,Oil & Gas Refining & Marketing,0.0,0.0,Hold,63.21626875920669,63.21626875920669,83.65920671603526,63.24141769769995,74.3125,71.77379906466153,0.35,0.0339,0.2509598781554286,-0.3227008331550095,0.35,0.9144514913422638,-0.10544810628581675,-0.19328406364021675,-0.19328406364021675,0.2876531831378206,0.33067805562805314,27.612009091459537,53.64417781835031,43.84064307702888,52.17391304347826,54851106.31839604,60,7250031514.764225,0.0339,0.08626898373601061,59.39185512489205,63.93082952564872,62.768982852811405,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
HEN3.XETRA,HEN3.XETRA,NAME:henkelagcokgaavzprefshares,Henkel AG & Co. KGaA vz. (Pref Shares),Germany,DACH,Consumer Staples,EUR,Household & Personal Products,0.0,0.0,Watchlist,63.09054839423957,63.09054839423957,63.02145717759365,54.9783623442181,66.45416666666668,85.54950311424149,0.35,0.027000000000000003,0.19525735981731993,-0.15423415647844463,0.35,0.7806129843159341,-0.002802317607920657,-0.07114239354398262,-0.07114239354398262,0.22695540536004288,0.30855609637305753,10.163199077711804,47.823302177816636,33.12793341579956,45.90163934426229,39388221.14124925,60,36711967245.75933,0.027000000000000003,0.05791400189836596,90.40797772042104,61.24730540338719,61.92779221858873,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;,0.05,score_weighted,True,False,True,optimal,143,140,0.9500000000000002,0.9500000000000002,False,False,True,True,True
