as_of_date,crisis_probability,steady_state_probability,inflation_probability,walking_on_ice_probability,dominant_factor_regime,factor_regime_confidence
2026-07-16,0.9672638624867711,0.0011934803259578647,0.02864096149431963,0.002901695692951408,crisis,0.9672638624867711
