as_of_date,expected_volatility_next_period,expected_chaos_index_next_period,regime_deterioration_probability,top_regime_driver_1,top_regime_driver_2,top_regime_driver_3,driver_importance_json,driver_importances_json,informational_driver_confidence,macro_news_uncertainty,policy_uncertainty,credit_stress_news,dividend_risk_news,narrative_instability_score,risk_reframing_score,markov_negative_to_distress_prob,china_policy_uncertainty,europe_recession_uncertainty,uk_rate_uncertainty
2026-07-24,29.121650214960468,45.495533619947295,0.4249255603324549,risk_reframing_score,dividend_risk_news,narrative_instability_score,"{""china_policy_uncertainty"": 13.333333333333336, ""credit_stress_news"": 16.666666666666668, ""dividend_risk_news"": 60.97222222222223, ""europe_recession_uncertainty"": 3.5, ""macro_news_uncertainty"": 5.0, ""markov_negative_to_distress_prob"": 0.0, ""narrative_instability_score"": 16.884406665194543, ""policy_uncertainty"": 16.666666666666668, ""risk_reframing_score"": 79.54611349956073, ""uk_rate_uncertainty"": 2.5}","{""china_policy_uncertainty"": 13.333333333333336, ""credit_stress_news"": 16.666666666666668, ""dividend_risk_news"": 60.97222222222223, ""europe_recession_uncertainty"": 3.5, ""macro_news_uncertainty"": 5.0, ""markov_negative_to_distress_prob"": 0.0, ""narrative_instability_score"": 16.884406665194543, ""policy_uncertainty"": 16.666666666666668, ""risk_reframing_score"": 79.54611349956073, ""uk_rate_uncertainty"": 2.5}",0.7,5.0,16.666666666666668,16.666666666666668,60.97222222222223,16.884406665194543,79.54611349956073,0.0,13.333333333333336,3.5,2.5
