portfolio,expected_total_return,expected_dividend_yield,expected_volatility,cvar_5,expected_shortfall_5,drawdown_probability,dividend_cut_probability,hhi,effective_number_of_holdings,window,net_risk_adjusted_return
baseline_classical_optimiser,0.34735041984908077,0.043325,0.18474498246644064,-0.05099693030574199,-0.05099693030574199,0.28545991270728316,0.2667612712268629,0.05,20.0,train,0.33288491975247203
constrained_regime_gated_drl,0.32998289885662657,0.041158749999999994,0.1755077333431186,-0.048447083790454884,-0.048447083790454884,0.27118691707191894,0.2534232076655197,0.045124999999999985,22.160664819944607,train,0.31624067376484827
baseline_classical_optimiser,0.34735041984908077,0.043325,0.18474498246644064,-0.05099693030574199,-0.05099693030574199,0.28545991270728316,0.2667612712268629,0.05,20.0,validation,0.3362817046479054
constrained_regime_gated_drl,0.32998289885662657,0.041158749999999994,0.1755077333431186,-0.048447083790454884,-0.048447083790454884,0.27118691707191894,0.2534232076655197,0.045124999999999985,22.160664819944607,validation,0.31946761941551
baseline_classical_optimiser,0.34735041984908077,0.043325,0.18474498246644064,-0.05099693030574199,-0.05099693030574199,0.28545991270728316,0.2667612712268629,0.05,20.0,test,0.3396784895433388
constrained_regime_gated_drl,0.32998289885662657,0.041158749999999994,0.1755077333431186,-0.048447083790454884,-0.048447083790454884,0.27118691707191894,0.2534232076655197,0.045124999999999985,22.160664819944607,test,0.3226945650661717
baseline_classical_optimiser,0.34735041984908077,0.043325,0.18474498246644064,-0.05099693030574199,-0.05099693030574199,0.28545991270728316,0.2667612712268629,0.05,20.0,worst_window,0.288726716111838
constrained_regime_gated_drl,0.32998289885662657,0.041158749999999994,0.1755077333431186,-0.048447083790454884,-0.048447083790454884,0.27118691707191894,0.2534232076655197,0.045124999999999985,22.160664819944607,worst_window,0.274290380306246
