as_of_date,cross_sectional_return_dispersion,average_pairwise_correlation,correlation_instability,largest_correlation_eigenvalue,effective_number_of_bets,market_breadth,volatility_of_volatility,drawdown_breadth,adjusted_return_fraction,wolf_chaos_index,low_chaos_probability,intermediate_chaos_probability,high_chaos_probability,dominant_chaos_regime,chaos_regime_confidence,chaos_regime_change_flag
2026-08-13,0.019418339294306534,0.10950848944726053,0.08935031454579635,238.6285027083374,21.425684945063143,0.2988587731811697,0.004417685113930763,0.4380703303670493,0.0,48.522367377524404,0.15,0.7,0.15,intermediate_chaos,0.7,False
