as_of_date,dominant_regime,regime_confidence,regime_risk_score,regime_deterioration_probability,regime_stability_score,crisis_probability,steady_state_probability,inflation_probability,walking_on_ice_probability,low_chaos_probability,intermediate_chaos_probability,high_chaos_probability,wolf_chaos_index,top_regime_driver_1,top_regime_driver_2,top_regime_driver_3
2026-08-19,steady_state_low_chaos,0.900552025390551,20.596924990401064,0.3979539343665017,79.40307500959894,0.09738019884017173,0.900552025390551,0.002066787651279474,9.881179979041275e-07,0.15,0.7,0.15,49.0836016983052,risk_reframing_score,dividend_risk_news,narrative_instability_score
