feature,monthly_slopes,mean_slope,newey_west_t_stat,sign_consistency,selected,horizon_months,fold
ev_ebitda,65,-0.021884807663168,-0.9855948104471656,0.5692307692307692,False,3,2024-09-30_2024-11-30
dividend_yield,65,0.0362320996804926,1.314805716290387,0.6,False,3,2024-09-30_2024-11-30
dividend_growth_3y,65,0.0212862723631077,2.3733239022320167,0.6461538461538462,True,3,2024-09-30_2024-11-30
dividend_growth_5y,64,0.0193210085375987,2.183111237382354,0.609375,True,3,2024-09-30_2024-11-30
payout_ratio,65,0.008172198432777,0.6614568563307494,0.5538461538461539,False,3,2024-09-30_2024-11-30
positive_fcf_years_5,65,0.0161002490062716,1.010246535750446,0.6153846153846154,False,3,2024-09-30_2024-11-30
cash_flow_quality_score,65,0.0171473166871598,1.4096033960775805,0.5846153846153846,False,3,2024-09-30_2024-11-30
balance_sheet_strength_score,65,-0.0040146101273419,-0.1984201454330089,0.4615384615384615,False,3,2024-09-30_2024-11-30
earnings_stability_score,65,0.0056154212038576,0.5247912762949166,0.5076923076923077,False,3,2024-09-30_2024-11-30
fcf_dividend_cover,65,0.0096700441105657,0.8072024246081597,0.5538461538461539,False,3,2024-09-30_2024-11-30
dividend_stability_score,64,0.0199735786078723,2.1289697419370053,0.578125,True,3,2024-09-30_2024-11-30
dividend_safety_score,64,0.028841150393142,2.057212247476267,0.671875,True,3,2024-09-30_2024-11-30
valuation_score,65,0.0193449094674878,0.6341954820552937,0.5846153846153846,False,3,2024-09-30_2024-11-30
valuation_percentile,65,0.0193449094674878,0.6341954820552937,0.5846153846153846,False,3,2024-09-30_2024-11-30
volatility_1y,65,0.0024989629291136,0.0988915870902157,0.4615384615384615,False,3,2024-09-30_2024-11-30
downside_volatility,65,-0.0030907117943898,-0.1380578104071567,0.5230769230769231,False,3,2024-09-30_2024-11-30
beta_local_market,65,-0.0024860945665344,-0.0783662805438867,0.4769230769230769,False,3,2024-09-30_2024-11-30
beta_global_market,65,0.0024989629291136,0.0988915870902157,0.4615384615384615,False,3,2024-09-30_2024-11-30
max_drawdown_1y,65,0.015301724370318,0.5610924543441355,0.5846153846153846,False,3,2024-09-30_2024-11-30
var_5,65,-0.0034633869529286,-0.1316304355997498,0.4307692307692308,False,3,2024-09-30_2024-11-30
cvar_5,65,0.0024743361618569,0.1028445146173387,0.5538461538461539,False,3,2024-09-30_2024-11-30
momentum_6m,65,0.0224885438162608,1.139681271826558,0.6,False,3,2024-09-30_2024-11-30
sharpe_proxy,65,-0.0021395006563787,-0.0664768295311466,0.4615384615384615,False,3,2024-09-30_2024-11-30
sortino_proxy,65,-0.0017138627562619,-0.0530671428885394,0.4461538461538462,False,3,2024-09-30_2024-11-30
risk_score,65,0.0043285988303845,0.1712059060208427,0.5692307692307692,False,3,2024-09-30_2024-11-30
liquidity_score,65,0.0137023889388527,2.941656579951616,0.6923076923076923,True,3,2024-09-30_2024-11-30
liquidity_stress_score,65,-0.0137023889388527,-2.941656579951615,0.6923076923076923,True,3,2024-09-30_2024-11-30
average_daily_value_usd,65,0.0137023889388527,2.941656579951616,0.6923076923076923,True,3,2024-09-30_2024-11-30
market_cap_usd,65,-0.0493920244553977,-3.639982263156055,0.7076923076923077,True,3,2024-09-30_2024-11-30
fundamentals_period_count,65,0.0220422556607735,2.3989736699299025,0.6615384615384615,True,3,2024-09-30_2024-11-30
fundamentals_coverage_ratio,65,-0.015485614725801,-1.3366764930646968,0.6,False,3,2024-09-30_2024-11-30
log_market_cap_usd,65,-0.0493920244553977,-3.639982263156055,0.7076923076923077,True,3,2024-09-30_2024-11-30
log_average_daily_value_usd,65,0.0137023889388527,2.941656579951616,0.6923076923076923,True,3,2024-09-30_2024-11-30
revenue_growth__regional_rank,65,0.0046351454173496,0.3029844104405832,0.5230769230769231,False,3,2024-09-30_2024-11-30
free_cash_flow_yield__regional_rank,65,0.0219780473271258,1.7874010172260315,0.6307692307692307,True,3,2024-09-30_2024-11-30
net_debt_to_ebitda__regional_rank,65,0.0020986927290045,0.1081788364438426,0.4923076923076923,False,3,2024-09-30_2024-11-30
interest_coverage__regional_rank,65,0.0067876073251651,0.3503277225585891,0.5538461538461539,False,3,2024-09-30_2024-11-30
roe__regional_rank,65,0.015227646386111,0.6854756009337402,0.4769230769230769,False,3,2024-09-30_2024-11-30
roic__regional_rank,65,0.0142578765598127,0.6874726313940935,0.5538461538461539,False,3,2024-09-30_2024-11-30
pe_ratio__regional_rank,65,-0.0344471703316046,-1.2108711467956004,0.5692307692307692,False,3,2024-09-30_2024-11-30
pb_ratio__regional_rank,65,-0.0169179900935689,-0.4693580451594337,0.5846153846153846,False,3,2024-09-30_2024-11-30
ev_ebitda__regional_rank,65,-0.024379159790138,-1.0485462250690438,0.5846153846153846,False,3,2024-09-30_2024-11-30
dividend_yield__regional_rank,65,0.039683970806078,1.4796383395226955,0.6153846153846154,True,3,2024-09-30_2024-11-30
cash_flow_quality_score__regional_rank,65,0.0181217283395855,1.5208261625967865,0.5846153846153846,True,3,2024-09-30_2024-11-30
balance_sheet_strength_score__regional_rank,65,-0.0068956150397879,-0.3588438646986937,0.4923076923076923,False,3,2024-09-30_2024-11-30
dividend_safety_score__regional_rank,64,0.0265687934523651,1.837849027422227,0.671875,True,3,2024-09-30_2024-11-30
valuation_score__regional_rank,65,0.0220269584159913,0.7018239942533735,0.5538461538461539,False,3,2024-09-30_2024-11-30
volatility_1y__regional_rank,65,-0.0019540811409348,-0.0688353087030757,0.6,False,3,2024-09-30_2024-11-30
beta_local_market__regional_rank,65,-0.0032014457085823,-0.0951026136248234,0.4461538461538462,False,3,2024-09-30_2024-11-30
